Type,Region,Scale,PERIOD,Sales Price Index
Apartments,TheWholeCountry,Scale1,2017.11 Month,98.47926259
Apartments,TheWholeCountry,Scale1,2017.12 Month,98.49716071
Apartments,TheWholeCountry,Scale1,2018.01 Month,98.43344542
Apartments,TheWholeCountry,Scale1,2018.02 Month,98.36578957
Apartments,TheWholeCountry,Scale1,2018.03 Month,98.2072462
Apartments,TheWholeCountry,Scale1,2018.04 Month,97.9501197
Apartments,TheWholeCountry,Scale1,2018.05 Month,97.67614064
Apartments,TheWholeCountry,Scale1,2018.06 Month,97.32942246
Apartments,TheWholeCountry,Scale1,2018.07 Month,97.11028069
Apartments,TheWholeCountry,Scale1,2018.08 Month,96.76154746
Apartments,TheWholeCountry,Scale1,2018.09 Month,96.8332079
Apartments,TheWholeCountry,Scale1,2018.10 Month,96.85648048
Apartments,TheWholeCountry,Scale1,2018.11 Month,96.67588809
Apartments,TheWholeCountry,Scale1,2018.12 Month,96.3206625
Apartments,TheWholeCountry,Scale1,2019.01 Month,95.85618362
Apartments,TheWholeCountry,Scale1,2019.02 Month,95.53325359
Apartments,TheWholeCountry,Scale1,2019.03 Month,95.20429414
Apartments,TheWholeCountry,Scale1,2019.04 Month,94.70901524
Apartments,TheWholeCountry,Scale1,2019.05 Month,94.40379406
Apartments,TheWholeCountry,Scale1,2019.06 Month,94.20700496
Apartments,TheWholeCountry,Scale1,2019.07 Month,93.87849046
Apartments,TheWholeCountry,Scale1,2019.08 Month,93.49642737
Apartments,TheWholeCountry,Scale1,2019.09 Month,93.26431491
Apartments,TheWholeCountry,Scale1,2019.10 Month,93.10622342
Apartments,TheWholeCountry,Scale1,2019.11 Month,93.015833
Apartments,TheWholeCountry,Scale1,2019.12 Month,93.25561267
Apartments,TheWholeCountry,Scale1,2020.01 Month,93.1694398
Apartments,TheWholeCountry,Scale1,2020.02 Month,93.13248532
Apartments,TheWholeCountry,Scale1,2020.03 Month,93.48127681
Apartments,TheWholeCountry,Scale1,2020.04 Month,93.57641662
Apartments,TheWholeCountry,Scale1,2020.05 Month,93.53167241
Apartments,TheWholeCountry,Scale1,2020.06 Month,93.8986993
Apartments,TheWholeCountry,Scale1,2020.07 Month,94.35627873
Apartments,TheWholeCountry,Scale1,2020.08 Month,94.57512253
Apartments,TheWholeCountry,Scale1,2020.09 Month,94.63243835
Apartments,TheWholeCountry,Scale1,2020.10 Month,94.71682941
Apartments,TheWholeCountry,Scale1,2020.11 Month,95.01789494
Apartments,TheWholeCountry,Scale1,2020.12 Month,95.65226319
Apartments,TheWholeCountry,Scale1,2021.01 Month,96.10440921
Apartments,TheWholeCountry,Scale1,2021.02 Month,96.88746798
Apartments,TheWholeCountry,Scale1,2021.03 Month,97.5803342
Apartments,TheWholeCountry,Scale1,2021.04 Month,98.04579193
Apartments,TheWholeCountry,Scale1,2021.05 Month,98.68566574
Apartments,TheWholeCountry,Scale1,2021.06 Month,100
Apartments,TheWholeCountry,Scale1,2021.07 Month,100.9583069
Apartments,TheWholeCountry,Scale1,2021.08 Month,102.0666186
Apartments,TheWholeCountry,Scale1,2021.09 Month,103.1212871
Apartments,TheWholeCountry,Scale1,2021.10 Month,104.2151705
Apartments,TheWholeCountry,Scale1,2021.11 Month,105.1745656
Apartments,TheWholeCountry,Scale1,2021.12 Month,105.6178769
Apartments,TheWholeCountry,Scale1,2022.01 Month,105.7201426
Apartments,TheWholeCountry,Scale1,2022.02 Month,105.6771786
Apartments,TheWholeCountry,Scale1,2022.03 Month,105.7364934
Apartments,TheWholeCountry,Scale1,2022.04 Month,105.8057065
Apartments,TheWholeCountry,Scale1,2022.05 Month,105.881555
Apartments,TheWholeCountry,Scale1,2022.06 Month,105.9396731
Apartments,TheWholeCountry,Scale1,2022.07 Month,105.8226643
Apartments,TheWholeCountry,Scale1,2022.08 Month,105.6728307
Apartments,TheWholeCountry,Scale1,2022.09 Month,105.2591685
Apartments,TheWholeCountry,Scale1,2022.10 Month,104.6341292
Apartments,TheWholeCountry,Scale1,2022.11 Month,103.2019213
Apartments,TheWholeCountry,Scale1,2022.12 Month,101.0202845
Apartments,TheWholeCountry,Scale1,2023.01 Month,99.58215963
Apartments,TheWholeCountry,Scale1,2023.02 Month,98.60109747
Apartments,TheWholeCountry,Scale1,2023.03 Month,97.88273015
Apartments,TheWholeCountry,Scale1,2023.04 Month,97.50661151
Apartments,TheWholeCountry,Scale1,2023.05 Month,97.38445387
Apartments,TheWholeCountry,Scale1,2023.06 Month,97.25407352
Apartments,TheWholeCountry,Scale1,2023.07 Month,97.17841302
Apartments,TheWholeCountry,Scale1,2023.08 Month,97.25587449
Apartments,TheWholeCountry,Scale1,2023.09 Month,97.43335767
Apartments,TheWholeCountry,Scale1,2023.10 Month,97.49193694
Apartments,TheWholeCountry,Scale1,2023.11 Month,97.39344527
Apartments,TheWholeCountry,Scale1,2023.12 Month,97.22767414
Apartments,TheWholeCountry,Scale1,2024.01 Month,97.08035294
Apartments,TheWholeCountry,Scale1,2024.02 Month,96.91575535
Apartments,TheWholeCountry,Scale1,2024.03 Month,96.71177458
Apartments,TheWholeCountry,Scale1,2024.04 Month,96.61382443
Apartments,TheWholeCountry,Scale1,2024.05 Month,96.45904556
Apartments,TheWholeCountry,Scale1,2024.06 Month,96.25133672
Apartments,TheWholeCountry,Scale1,2024.07 Month,96.18888542
Apartments,TheWholeCountry,Scale1,2024.08 Month,96.2367444
Apartments,TheWholeCountry,Scale1,2024.09 Month,96.18733978
Apartments,TheWholeCountry,Scale1,2024.10 Month,96.04249012
Apartments,TheWholeCountry,Scale1,2024.11 Month,95.92218997
Apartments,TheWholeCountry,Scale1,2024.12 Month,95.73429215
Apartments,TheWholeCountry,Scale1,2025.01 Month,95.51680895
Apartments,TheWholeCountry,Scale1,2025.02 Month,95.34396643
Apartments,TheWholeCountry,Scale1,2025.03 Month,95.24585671
Apartments,TheWholeCountry,Scale2,2015.01 Month,85.46680535
Apartments,TheWholeCountry,Scale2,2015.02 Month,85.76552934
Apartments,TheWholeCountry,Scale2,2015.03 Month,86.2006814
Apartments,TheWholeCountry,Scale2,2015.04 Month,86.82508445
Apartments,TheWholeCountry,Scale2,2015.05 Month,87.28689879
Apartments,TheWholeCountry,Scale2,2015.06 Month,87.78849343
Apartments,TheWholeCountry,Scale2,2015.07 Month,88.13424524
Apartments,TheWholeCountry,Scale2,2015.08 Month,88.494358
Apartments,TheWholeCountry,Scale2,2015.09 Month,88.93698083
Apartments,TheWholeCountry,Scale2,2015.10 Month,89.36110596
Apartments,TheWholeCountry,Scale2,2015.11 Month,89.77824849
Apartments,TheWholeCountry,Scale2,2015.12 Month,89.96904002
Apartments,TheWholeCountry,Scale2,2016.01 Month,89.98841593
Apartments,TheWholeCountry,Scale2,2016.02 Month,89.96576984
Apartments,TheWholeCountry,Scale2,2016.03 Month,89.94193107
Apartments,TheWholeCountry,Scale2,2016.04 Month,89.96202765
Apartments,TheWholeCountry,Scale2,2016.05 Month,89.98016766
Apartments,TheWholeCountry,Scale2,2016.06 Month,90.01169724
Apartments,TheWholeCountry,Scale2,2016.07 Month,90.05162041
Apartments,TheWholeCountry,Scale2,2016.08 Month,90.13499024
Apartments,TheWholeCountry,Scale2,2016.09 Month,90.21560095
Apartments,TheWholeCountry,Scale2,2016.10 Month,90.43580661
Apartments,TheWholeCountry,Scale2,2016.11 Month,90.6659988
Apartments,TheWholeCountry,Scale2,2016.12 Month,90.70770541
Apartments,TheWholeCountry,Scale2,2017.01 Month,90.72572781
Apartments,TheWholeCountry,Scale2,2017.02 Month,90.7114432
Apartments,TheWholeCountry,Scale2,2017.03 Month,90.74146823
Apartments,TheWholeCountry,Scale2,2017.04 Month,90.80829717
Apartments,TheWholeCountry,Scale2,2017.05 Month,90.89705867
Apartments,TheWholeCountry,Scale2,2017.06 Month,91.0995431
Apartments,TheWholeCountry,Scale2,2017.07 Month,91.27941509
Apartments,TheWholeCountry,Scale2,2017.08 Month,91.49737496
Apartments,TheWholeCountry,Scale2,2017.09 Month,91.53429481
Apartments,TheWholeCountry,Scale2,2017.10 Month,91.57690645
Apartments,TheWholeCountry,Scale2,2017.11 Month,91.58139729
Apartments,TheWholeCountry,Scale2,2017.12 Month,91.57848332
Apartments,TheWholeCountry,Scale2,2018.01 Month,91.59260793
Apartments,TheWholeCountry,Scale2,2018.02 Month,91.6031867
Apartments,TheWholeCountry,Scale2,2018.03 Month,91.58905601
Apartments,TheWholeCountry,Scale2,2018.04 Month,91.45124506
Apartments,TheWholeCountry,Scale2,2018.05 Month,91.19901498
Apartments,TheWholeCountry,Scale2,2018.06 Month,90.94548066
Apartments,TheWholeCountry,Scale2,2018.07 Month,90.7168653
Apartments,TheWholeCountry,Scale2,2018.08 Month,90.53140807
Apartments,TheWholeCountry,Scale2,2018.09 Month,90.69591477
Apartments,TheWholeCountry,Scale2,2018.10 Month,90.7064949
Apartments,TheWholeCountry,Scale2,2018.11 Month,90.61680007
Apartments,TheWholeCountry,Scale2,2018.12 Month,90.35421563
Apartments,TheWholeCountry,Scale2,2019.01 Month,90.00946587
Apartments,TheWholeCountry,Scale2,2019.02 Month,89.72069353
Apartments,TheWholeCountry,Scale2,2019.03 Month,89.34277663
Apartments,TheWholeCountry,Scale2,2019.04 Month,88.87026327
Apartments,TheWholeCountry,Scale2,2019.05 Month,88.49100231
Apartments,TheWholeCountry,Scale2,2019.06 Month,88.14278873
Apartments,TheWholeCountry,Scale2,2019.07 Month,87.84098896
Apartments,TheWholeCountry,Scale2,2019.08 Month,87.59470237
Apartments,TheWholeCountry,Scale2,2019.09 Month,87.43959179
Apartments,TheWholeCountry,Scale2,2019.10 Month,87.45173129
Apartments,TheWholeCountry,Scale2,2019.11 Month,87.52537305
Apartments,TheWholeCountry,Scale2,2019.12 Month,87.84864182
Apartments,TheWholeCountry,Scale2,2020.01 Month,88.0390241
Apartments,TheWholeCountry,Scale2,2020.02 Month,88.33835837
Apartments,TheWholeCountry,Scale2,2020.03 Month,88.89552222
Apartments,TheWholeCountry,Scale2,2020.04 Month,89.1051864
Apartments,TheWholeCountry,Scale2,2020.05 Month,89.18610848
Apartments,TheWholeCountry,Scale2,2020.06 Month,89.52171263
Apartments,TheWholeCountry,Scale2,2020.07 Month,90.14751292
Apartments,TheWholeCountry,Scale2,2020.08 Month,90.57363977
Apartments,TheWholeCountry,Scale2,2020.09 Month,90.95256006
Apartments,TheWholeCountry,Scale2,2020.10 Month,91.1802958
Apartments,TheWholeCountry,Scale2,2020.11 Month,91.68840396
Apartments,TheWholeCountry,Scale2,2020.12 Month,92.74888323
Apartments,TheWholeCountry,Scale2,2021.01 Month,93.73936143
Apartments,TheWholeCountry,Scale2,2021.02 Month,94.86740048
Apartments,TheWholeCountry,Scale2,2021.03 Month,95.87938629
Apartments,TheWholeCountry,Scale2,2021.04 Month,96.95295173
Apartments,TheWholeCountry,Scale2,2021.05 Month,98.00461596
Apartments,TheWholeCountry,Scale2,2021.06 Month,100
Apartments,TheWholeCountry,Scale2,2021.07 Month,101.4608135
Apartments,TheWholeCountry,Scale2,2021.08 Month,103.0214538
Apartments,TheWholeCountry,Scale2,2021.09 Month,104.4351768
Apartments,TheWholeCountry,Scale2,2021.10 Month,105.9378451
Apartments,TheWholeCountry,Scale2,2021.11 Month,106.88796
Apartments,TheWholeCountry,Scale2,2021.12 Month,107.3101052
Apartments,TheWholeCountry,Scale2,2022.01 Month,107.4475878
Apartments,TheWholeCountry,Scale2,2022.02 Month,107.4541809
Apartments,TheWholeCountry,Scale2,2022.03 Month,107.4390967
Apartments,TheWholeCountry,Scale2,2022.04 Month,107.543424
Apartments,TheWholeCountry,Scale2,2022.05 Month,107.5869258
Apartments,TheWholeCountry,Scale2,2022.06 Month,107.5603669
Apartments,TheWholeCountry,Scale2,2022.07 Month,107.3963645
Apartments,TheWholeCountry,Scale2,2022.08 Month,106.8640944
Apartments,TheWholeCountry,Scale2,2022.09 Month,106.0427634
Apartments,TheWholeCountry,Scale2,2022.10 Month,104.7673566
Apartments,TheWholeCountry,Scale2,2022.11 Month,102.6299832
Apartments,TheWholeCountry,Scale2,2022.12 Month,99.64151203
Apartments,TheWholeCountry,Scale2,2023.01 Month,97.51247993
Apartments,TheWholeCountry,Scale2,2023.02 Month,95.96767446
Apartments,TheWholeCountry,Scale2,2023.03 Month,94.89563623
Apartments,TheWholeCountry,Scale2,2023.04 Month,94.25794598
Apartments,TheWholeCountry,Scale2,2023.05 Month,93.96456361
Apartments,TheWholeCountry,Scale2,2023.06 Month,93.8428661
Apartments,TheWholeCountry,Scale2,2023.07 Month,93.80771244
Apartments,TheWholeCountry,Scale2,2023.08 Month,93.96413969
Apartments,TheWholeCountry,Scale2,2023.09 Month,94.23209291
Apartments,TheWholeCountry,Scale2,2023.10 Month,94.44683082
Apartments,TheWholeCountry,Scale2,2023.11 Month,94.43355751
Apartments,TheWholeCountry,Scale2,2023.12 Month,94.23964484
Apartments,TheWholeCountry,Scale2,2024.01 Month,94.04386516
Apartments,TheWholeCountry,Scale2,2024.02 Month,93.83187392
Apartments,TheWholeCountry,Scale2,2024.03 Month,93.66496372
Apartments,TheWholeCountry,Scale2,2024.04 Month,93.5707063
Apartments,TheWholeCountry,Scale2,2024.05 Month,93.56051173
Apartments,TheWholeCountry,Scale2,2024.06 Month,93.56457417
Apartments,TheWholeCountry,Scale2,2024.07 Month,93.68031402
Apartments,TheWholeCountry,Scale2,2024.08 Month,93.95786819
Apartments,TheWholeCountry,Scale2,2024.09 Month,94.12416407
Apartments,TheWholeCountry,Scale2,2024.10 Month,94.16279402
Apartments,TheWholeCountry,Scale2,2024.11 Month,94.0942703
Apartments,TheWholeCountry,Scale2,2024.12 Month,93.91092633
Apartments,TheWholeCountry,Scale2,2025.01 Month,93.73419799
Apartments,TheWholeCountry,Scale2,2025.02 Month,93.62349167
Apartments,TheWholeCountry,Scale2,2025.03 Month,93.56597168
Apartments,TheWholeCountry,Scale3,2015.01 Month,80.76734729
Apartments,TheWholeCountry,Scale3,2015.02 Month,80.98789948
Apartments,TheWholeCountry,Scale3,2015.03 Month,81.3005548
Apartments,TheWholeCountry,Scale3,2015.04 Month,81.81983173
Apartments,TheWholeCountry,Scale3,2015.05 Month,82.20253772
Apartments,TheWholeCountry,Scale3,2015.06 Month,82.63998573
Apartments,TheWholeCountry,Scale3,2015.07 Month,82.9231865
Apartments,TheWholeCountry,Scale3,2015.08 Month,83.21758634
Apartments,TheWholeCountry,Scale3,2015.09 Month,83.58100297
Apartments,TheWholeCountry,Scale3,2015.10 Month,83.96234652
Apartments,TheWholeCountry,Scale3,2015.11 Month,84.30027351
Apartments,TheWholeCountry,Scale3,2015.12 Month,84.49213062
Apartments,TheWholeCountry,Scale3,2016.01 Month,84.51829592
Apartments,TheWholeCountry,Scale3,2016.02 Month,84.5158535
Apartments,TheWholeCountry,Scale3,2016.03 Month,84.48560539
Apartments,TheWholeCountry,Scale3,2016.04 Month,84.47307695
Apartments,TheWholeCountry,Scale3,2016.05 Month,84.48957153
Apartments,TheWholeCountry,Scale3,2016.06 Month,84.52330494
Apartments,TheWholeCountry,Scale3,2016.07 Month,84.55756864
Apartments,TheWholeCountry,Scale3,2016.08 Month,84.60942442
Apartments,TheWholeCountry,Scale3,2016.09 Month,84.69287869
Apartments,TheWholeCountry,Scale3,2016.10 Month,84.87823569
Apartments,TheWholeCountry,Scale3,2016.11 Month,85.04276391
Apartments,TheWholeCountry,Scale3,2016.12 Month,85.08997583
Apartments,TheWholeCountry,Scale3,2017.01 Month,85.10116924
Apartments,TheWholeCountry,Scale3,2017.02 Month,85.09421424
Apartments,TheWholeCountry,Scale3,2017.03 Month,85.12369399
Apartments,TheWholeCountry,Scale3,2017.04 Month,85.1630615
Apartments,TheWholeCountry,Scale3,2017.05 Month,85.25774239
Apartments,TheWholeCountry,Scale3,2017.06 Month,85.4370927
Apartments,TheWholeCountry,Scale3,2017.07 Month,85.5365976
Apartments,TheWholeCountry,Scale3,2017.08 Month,85.73450543
Apartments,TheWholeCountry,Scale3,2017.09 Month,85.76762668
Apartments,TheWholeCountry,Scale3,2017.10 Month,85.8332717
Apartments,TheWholeCountry,Scale3,2017.11 Month,85.91397561
Apartments,TheWholeCountry,Scale3,2017.12 Month,85.9936035
Apartments,TheWholeCountry,Scale3,2018.01 Month,86.1262149
Apartments,TheWholeCountry,Scale3,2018.02 Month,86.33107154
Apartments,TheWholeCountry,Scale3,2018.03 Month,86.44798959
Apartments,TheWholeCountry,Scale3,2018.04 Month,86.4741621
Apartments,TheWholeCountry,Scale3,2018.05 Month,86.3554178
Apartments,TheWholeCountry,Scale3,2018.06 Month,86.25300943
Apartments,TheWholeCountry,Scale3,2018.07 Month,86.15161952
Apartments,TheWholeCountry,Scale3,2018.08 Month,86.07374612
Apartments,TheWholeCountry,Scale3,2018.09 Month,86.36258343
Apartments,TheWholeCountry,Scale3,2018.10 Month,86.50092208
Apartments,TheWholeCountry,Scale3,2018.11 Month,86.46970553
Apartments,TheWholeCountry,Scale3,2018.12 Month,86.32386282
Apartments,TheWholeCountry,Scale3,2019.01 Month,86.08986046
Apartments,TheWholeCountry,Scale3,2019.02 Month,85.89659834
Apartments,TheWholeCountry,Scale3,2019.03 Month,85.65512697
Apartments,TheWholeCountry,Scale3,2019.04 Month,85.32916993
Apartments,TheWholeCountry,Scale3,2019.05 Month,85.06120839
Apartments,TheWholeCountry,Scale3,2019.06 Month,84.8488517
Apartments,TheWholeCountry,Scale3,2019.07 Month,84.70517417
Apartments,TheWholeCountry,Scale3,2019.08 Month,84.64608312
Apartments,TheWholeCountry,Scale3,2019.09 Month,84.64444003
Apartments,TheWholeCountry,Scale3,2019.10 Month,84.75769294
Apartments,TheWholeCountry,Scale3,2019.11 Month,84.99198137
Apartments,TheWholeCountry,Scale3,2019.12 Month,85.46335362
Apartments,TheWholeCountry,Scale3,2020.01 Month,85.8432921
Apartments,TheWholeCountry,Scale3,2020.02 Month,86.31703644
Apartments,TheWholeCountry,Scale3,2020.03 Month,87.10473028
Apartments,TheWholeCountry,Scale3,2020.04 Month,87.52160481
Apartments,TheWholeCountry,Scale3,2020.05 Month,87.70321814
Apartments,TheWholeCountry,Scale3,2020.06 Month,88.2980503
Apartments,TheWholeCountry,Scale3,2020.07 Month,89.16252937
Apartments,TheWholeCountry,Scale3,2020.08 Month,89.82829656
Apartments,TheWholeCountry,Scale3,2020.09 Month,90.42664633
Apartments,TheWholeCountry,Scale3,2020.10 Month,90.83531768
Apartments,TheWholeCountry,Scale3,2020.11 Month,91.59945419
Apartments,TheWholeCountry,Scale3,2020.12 Month,92.95767202
Apartments,TheWholeCountry,Scale3,2021.01 Month,94.11162825
Apartments,TheWholeCountry,Scale3,2021.02 Month,95.45419205
Apartments,TheWholeCountry,Scale3,2021.03 Month,96.51454
Apartments,TheWholeCountry,Scale3,2021.04 Month,97.49580518
Apartments,TheWholeCountry,Scale3,2021.05 Month,98.42480029
Apartments,TheWholeCountry,Scale3,2021.06 Month,100
Apartments,TheWholeCountry,Scale3,2021.07 Month,101.1272221
Apartments,TheWholeCountry,Scale3,2021.08 Month,102.4597513
Apartments,TheWholeCountry,Scale3,2021.09 Month,103.6378083
Apartments,TheWholeCountry,Scale3,2021.10 Month,104.7721249
Apartments,TheWholeCountry,Scale3,2021.11 Month,105.5567332
Apartments,TheWholeCountry,Scale3,2021.12 Month,105.8636034
Apartments,TheWholeCountry,Scale3,2022.01 Month,105.9062112
Apartments,TheWholeCountry,Scale3,2022.02 Month,105.8642954
Apartments,TheWholeCountry,Scale3,2022.03 Month,105.7473636
Apartments,TheWholeCountry,Scale3,2022.04 Month,105.6473502
Apartments,TheWholeCountry,Scale3,2022.05 Month,105.4996659
Apartments,TheWholeCountry,Scale3,2022.06 Month,105.2980557
Apartments,TheWholeCountry,Scale3,2022.07 Month,105.0234558
Apartments,TheWholeCountry,Scale3,2022.08 Month,104.3908529
Apartments,TheWholeCountry,Scale3,2022.09 Month,103.4652697
Apartments,TheWholeCountry,Scale3,2022.10 Month,102.0680994
Apartments,TheWholeCountry,Scale3,2022.11 Month,99.83215598
Apartments,TheWholeCountry,Scale3,2022.12 Month,96.71296361
Apartments,TheWholeCountry,Scale3,2023.01 Month,94.50517888
Apartments,TheWholeCountry,Scale3,2023.02 Month,92.85926896
Apartments,TheWholeCountry,Scale3,2023.03 Month,91.80839522
Apartments,TheWholeCountry,Scale3,2023.04 Month,91.23514218
Apartments,TheWholeCountry,Scale3,2023.05 Month,91.06064586
Apartments,TheWholeCountry,Scale3,2023.06 Month,91.08934672
Apartments,TheWholeCountry,Scale3,2023.07 Month,91.20927347
Apartments,TheWholeCountry,Scale3,2023.08 Month,91.47629085
Apartments,TheWholeCountry,Scale3,2023.09 Month,91.84871732
Apartments,TheWholeCountry,Scale3,2023.10 Month,92.13806461
Apartments,TheWholeCountry,Scale3,2023.11 Month,92.20987735
Apartments,TheWholeCountry,Scale3,2023.12 Month,92.08589814
Apartments,TheWholeCountry,Scale3,2024.01 Month,91.89073799
Apartments,TheWholeCountry,Scale3,2024.02 Month,91.69079398
Apartments,TheWholeCountry,Scale3,2024.03 Month,91.54206785
Apartments,TheWholeCountry,Scale3,2024.04 Month,91.48968411
Apartments,TheWholeCountry,Scale3,2024.05 Month,91.46389036
Apartments,TheWholeCountry,Scale3,2024.06 Month,91.53547693
Apartments,TheWholeCountry,Scale3,2024.07 Month,91.78878482
Apartments,TheWholeCountry,Scale3,2024.08 Month,92.11950382
Apartments,TheWholeCountry,Scale3,2024.09 Month,92.36670605
Apartments,TheWholeCountry,Scale3,2024.10 Month,92.46098882
Apartments,TheWholeCountry,Scale3,2024.11 Month,92.4903434
Apartments,TheWholeCountry,Scale3,2024.12 Month,92.4107528
Apartments,TheWholeCountry,Scale3,2025.01 Month,92.26807252
Apartments,TheWholeCountry,Scale3,2025.02 Month,92.18804334
Apartments,TheWholeCountry,Scale3,2025.03 Month,92.19917772
Apartments,TheWholeCountry,Scale4,2015.01 Month,73.6354261
Apartments,TheWholeCountry,Scale4,2015.02 Month,73.81392861
Apartments,TheWholeCountry,Scale4,2015.03 Month,74.09149373
Apartments,TheWholeCountry,Scale4,2015.04 Month,74.50821596
Apartments,TheWholeCountry,Scale4,2015.05 Month,74.77152728
Apartments,TheWholeCountry,Scale4,2015.06 Month,75.06954938
Apartments,TheWholeCountry,Scale4,2015.07 Month,75.33844966
Apartments,TheWholeCountry,Scale4,2015.08 Month,75.55804259
Apartments,TheWholeCountry,Scale4,2015.09 Month,75.75165652
Apartments,TheWholeCountry,Scale4,2015.10 Month,75.99665122
Apartments,TheWholeCountry,Scale4,2015.11 Month,76.26418503
Apartments,TheWholeCountry,Scale4,2015.12 Month,76.38885224
Apartments,TheWholeCountry,Scale4,2016.01 Month,76.37761883
Apartments,TheWholeCountry,Scale4,2016.02 Month,76.32178258
Apartments,TheWholeCountry,Scale4,2016.03 Month,76.25775918
Apartments,TheWholeCountry,Scale4,2016.04 Month,76.24029237
Apartments,TheWholeCountry,Scale4,2016.05 Month,76.27851962
Apartments,TheWholeCountry,Scale4,2016.06 Month,76.34944882
Apartments,TheWholeCountry,Scale4,2016.07 Month,76.42260801
Apartments,TheWholeCountry,Scale4,2016.08 Month,76.52966537
Apartments,TheWholeCountry,Scale4,2016.09 Month,76.64904214
Apartments,TheWholeCountry,Scale4,2016.10 Month,76.94593675
Apartments,TheWholeCountry,Scale4,2016.11 Month,77.13169685
Apartments,TheWholeCountry,Scale4,2016.12 Month,77.15696011
Apartments,TheWholeCountry,Scale4,2017.01 Month,77.14141701
Apartments,TheWholeCountry,Scale4,2017.02 Month,77.11348184
Apartments,TheWholeCountry,Scale4,2017.03 Month,77.16008628
Apartments,TheWholeCountry,Scale4,2017.04 Month,77.21423384
Apartments,TheWholeCountry,Scale4,2017.05 Month,77.39502591
Apartments,TheWholeCountry,Scale4,2017.06 Month,77.63961676
Apartments,TheWholeCountry,Scale4,2017.07 Month,77.7408875
Apartments,TheWholeCountry,Scale4,2017.08 Month,77.98723791
Apartments,TheWholeCountry,Scale4,2017.09 Month,78.07356958
Apartments,TheWholeCountry,Scale4,2017.10 Month,78.20316866
Apartments,TheWholeCountry,Scale4,2017.11 Month,78.33155343
Apartments,TheWholeCountry,Scale4,2017.12 Month,78.55488577
Apartments,TheWholeCountry,Scale4,2018.01 Month,78.93148303
Apartments,TheWholeCountry,Scale4,2018.02 Month,79.34150463
Apartments,TheWholeCountry,Scale4,2018.03 Month,79.64723758
Apartments,TheWholeCountry,Scale4,2018.04 Month,79.75456094
Apartments,TheWholeCountry,Scale4,2018.05 Month,79.80169912
Apartments,TheWholeCountry,Scale4,2018.06 Month,79.81419109
Apartments,TheWholeCountry,Scale4,2018.07 Month,79.84274583
Apartments,TheWholeCountry,Scale4,2018.08 Month,79.9500781
Apartments,TheWholeCountry,Scale4,2018.09 Month,80.3793687
Apartments,TheWholeCountry,Scale4,2018.10 Month,80.64233044
Apartments,TheWholeCountry,Scale4,2018.11 Month,80.82877581
Apartments,TheWholeCountry,Scale4,2018.12 Month,80.85909251
Apartments,TheWholeCountry,Scale4,2019.01 Month,80.77762446
Apartments,TheWholeCountry,Scale4,2019.02 Month,80.63139326
Apartments,TheWholeCountry,Scale4,2019.03 Month,80.45759861
Apartments,TheWholeCountry,Scale4,2019.04 Month,80.18158107
Apartments,TheWholeCountry,Scale4,2019.05 Month,79.96764788
Apartments,TheWholeCountry,Scale4,2019.06 Month,79.83992349
Apartments,TheWholeCountry,Scale4,2019.07 Month,79.81071386
Apartments,TheWholeCountry,Scale4,2019.08 Month,79.78175509
Apartments,TheWholeCountry,Scale4,2019.09 Month,79.88717822
Apartments,TheWholeCountry,Scale4,2019.10 Month,80.11267097
Apartments,TheWholeCountry,Scale4,2019.11 Month,80.52296234
Apartments,TheWholeCountry,Scale4,2019.12 Month,81.27469445
Apartments,TheWholeCountry,Scale4,2020.01 Month,82.01167211
Apartments,TheWholeCountry,Scale4,2020.02 Month,82.68463816
Apartments,TheWholeCountry,Scale4,2020.03 Month,84.18370099
Apartments,TheWholeCountry,Scale4,2020.04 Month,84.89832108
Apartments,TheWholeCountry,Scale4,2020.05 Month,85.26261099
Apartments,TheWholeCountry,Scale4,2020.06 Month,86.02647355
Apartments,TheWholeCountry,Scale4,2020.07 Month,87.34639868
Apartments,TheWholeCountry,Scale4,2020.08 Month,88.24339566
Apartments,TheWholeCountry,Scale4,2020.09 Month,89.13427412
Apartments,TheWholeCountry,Scale4,2020.10 Month,89.72622395
Apartments,TheWholeCountry,Scale4,2020.11 Month,90.57907859
Apartments,TheWholeCountry,Scale4,2020.12 Month,92.07690598
Apartments,TheWholeCountry,Scale4,2021.01 Month,93.50742529
Apartments,TheWholeCountry,Scale4,2021.02 Month,94.95628977
Apartments,TheWholeCountry,Scale4,2021.03 Month,96.25897083
Apartments,TheWholeCountry,Scale4,2021.04 Month,97.46167422
Apartments,TheWholeCountry,Scale4,2021.05 Month,98.44951788
Apartments,TheWholeCountry,Scale4,2021.06 Month,100
Apartments,TheWholeCountry,Scale4,2021.07 Month,101.164502
Apartments,TheWholeCountry,Scale4,2021.08 Month,102.4419208
Apartments,TheWholeCountry,Scale4,2021.09 Month,103.6950293
Apartments,TheWholeCountry,Scale4,2021.10 Month,104.8699618
Apartments,TheWholeCountry,Scale4,2021.11 Month,105.6430329
Apartments,TheWholeCountry,Scale4,2021.12 Month,105.7946448
Apartments,TheWholeCountry,Scale4,2022.01 Month,105.7704721
Apartments,TheWholeCountry,Scale4,2022.02 Month,105.661861
Apartments,TheWholeCountry,Scale4,2022.03 Month,105.5613068
Apartments,TheWholeCountry,Scale4,2022.04 Month,105.520144
Apartments,TheWholeCountry,Scale4,2022.05 Month,105.3362872
