Type,Region,Scale,PERIOD,Sales Price Index
Apartments,Seobusan-kwon,Scale1,2020.11 Month,95.2462243
Apartments,Seobusan-kwon,Scale1,2020.12 Month,95.90994487
Apartments,Seobusan-kwon,Scale1,2021.01 Month,97.49443568
Apartments,Seobusan-kwon,Scale1,2021.02 Month,98.12025925
Apartments,Seobusan-kwon,Scale1,2021.03 Month,98.7521657
Apartments,Seobusan-kwon,Scale1,2021.04 Month,98.7521657
Apartments,Seobusan-kwon,Scale1,2021.05 Month,99.21451053
Apartments,Seobusan-kwon,Scale1,2021.06 Month,100
Apartments,Seobusan-kwon,Scale1,2021.07 Month,101.1486894
Apartments,Seobusan-kwon,Scale1,2021.08 Month,101.4421849
Apartments,Seobusan-kwon,Scale1,2021.09 Month,101.7014417
Apartments,Seobusan-kwon,Scale1,2021.10 Month,101.1905419
Apartments,Seobusan-kwon,Scale1,2021.11 Month,101.7009775
Apartments,Seobusan-kwon,Scale1,2021.12 Month,100.7063071
Apartments,Seobusan-kwon,Scale1,2022.01 Month,100.7804444
Apartments,Seobusan-kwon,Scale1,2022.02 Month,100.6384998
Apartments,Seobusan-kwon,Scale1,2022.03 Month,99.99969552
Apartments,Seobusan-kwon,Scale1,2022.04 Month,99.43836644
Apartments,Seobusan-kwon,Scale1,2022.05 Month,99.43865625
Apartments,Seobusan-kwon,Scale1,2022.06 Month,99.48154748
Apartments,Seobusan-kwon,Scale1,2022.07 Month,99.4005611
Apartments,Seobusan-kwon,Scale1,2022.08 Month,99.78133975
Apartments,Seobusan-kwon,Scale1,2022.09 Month,99.39885817
Apartments,Seobusan-kwon,Scale1,2022.10 Month,99.11348905
Apartments,Seobusan-kwon,Scale1,2022.11 Month,98.27482218
Apartments,Seobusan-kwon,Scale1,2022.12 Month,96.4596607
Apartments,Seobusan-kwon,Scale1,2023.01 Month,95.57796852
Apartments,Seobusan-kwon,Scale1,2023.02 Month,94.51095614
Apartments,Seobusan-kwon,Scale1,2023.03 Month,93.3885381
Apartments,Seobusan-kwon,Scale1,2023.04 Month,92.90316281
Apartments,Seobusan-kwon,Scale1,2023.05 Month,93.00151748
Apartments,Seobusan-kwon,Scale1,2023.06 Month,92.66834715
Apartments,Seobusan-kwon,Scale1,2023.07 Month,92.53032412
Apartments,Seobusan-kwon,Scale1,2023.08 Month,92.3258268
Apartments,Seobusan-kwon,Scale1,2023.09 Month,92.42449157
Apartments,Seobusan-kwon,Scale1,2023.10 Month,92.26231849
Apartments,Seobusan-kwon,Scale1,2023.11 Month,91.49589459
Apartments,Seobusan-kwon,Scale1,2023.12 Month,91.0853908
Apartments,Seobusan-kwon,Scale1,2024.01 Month,90.5739154
Apartments,Seobusan-kwon,Scale1,2024.02 Month,90.16366009
Apartments,Seobusan-kwon,Scale1,2024.03 Month,89.74452257
Apartments,Seobusan-kwon,Scale1,2024.04 Month,89.53603055
Apartments,Seobusan-kwon,Scale1,2024.05 Month,88.98421672
Apartments,Seobusan-kwon,Scale1,2024.06 Month,88.68032129
Apartments,Seobusan-kwon,Scale1,2024.07 Month,88.01988901
Apartments,Seobusan-kwon,Scale1,2024.08 Month,87.64447547
Apartments,Seobusan-kwon,Scale1,2024.09 Month,87.53187752
Apartments,Seobusan-kwon,Scale1,2024.10 Month,87.14590626
Apartments,Seobusan-kwon,Scale1,2024.11 Month,87.16770579
Apartments,Seobusan-kwon,Scale1,2024.12 Month,86.82783543
Apartments,Seobusan-kwon,Scale1,2025.01 Month,87.38293388
Apartments,Seobusan-kwon,Scale1,2025.02 Month,87.36692916
Apartments,Seobusan-kwon,Scale1,2025.03 Month,87.3705312
Apartments,Seobusan-kwon,Scale2,2015.01 Month,90.85994854
Apartments,Seobusan-kwon,Scale2,2015.02 Month,90.90767021
Apartments,Seobusan-kwon,Scale2,2015.03 Month,91.28406245
Apartments,Seobusan-kwon,Scale2,2015.04 Month,91.61724817
Apartments,Seobusan-kwon,Scale2,2015.05 Month,91.94600416
Apartments,Seobusan-kwon,Scale2,2015.06 Month,92.17425567
Apartments,Seobusan-kwon,Scale2,2015.07 Month,92.35856044
Apartments,Seobusan-kwon,Scale2,2015.08 Month,92.53696339
Apartments,Seobusan-kwon,Scale2,2015.09 Month,92.71081795
Apartments,Seobusan-kwon,Scale2,2015.10 Month,92.77469161
Apartments,Seobusan-kwon,Scale2,2015.11 Month,93.29656797
Apartments,Seobusan-kwon,Scale2,2015.12 Month,93.45058146
Apartments,Seobusan-kwon,Scale2,2016.01 Month,93.47923971
Apartments,Seobusan-kwon,Scale2,2016.02 Month,93.62936566
Apartments,Seobusan-kwon,Scale2,2016.03 Month,93.69554371
Apartments,Seobusan-kwon,Scale2,2016.04 Month,93.73680314
Apartments,Seobusan-kwon,Scale2,2016.05 Month,94.05277009
Apartments,Seobusan-kwon,Scale2,2016.06 Month,94.148907
Apartments,Seobusan-kwon,Scale2,2016.07 Month,94.26945638
Apartments,Seobusan-kwon,Scale2,2016.08 Month,94.48916103
Apartments,Seobusan-kwon,Scale2,2016.09 Month,94.73860184
Apartments,Seobusan-kwon,Scale2,2016.10 Month,95.40386108
Apartments,Seobusan-kwon,Scale2,2016.11 Month,96.21716454
Apartments,Seobusan-kwon,Scale2,2016.12 Month,96.86750194
Apartments,Seobusan-kwon,Scale2,2017.01 Month,97.39519206
Apartments,Seobusan-kwon,Scale2,2017.02 Month,97.70325816
Apartments,Seobusan-kwon,Scale2,2017.03 Month,97.96412583
Apartments,Seobusan-kwon,Scale2,2017.04 Month,98.34168675
Apartments,Seobusan-kwon,Scale2,2017.05 Month,98.57719035
Apartments,Seobusan-kwon,Scale2,2017.06 Month,99.04399028
Apartments,Seobusan-kwon,Scale2,2017.07 Month,99.25411932
Apartments,Seobusan-kwon,Scale2,2017.08 Month,99.3426899
Apartments,Seobusan-kwon,Scale2,2017.09 Month,99.27193793
Apartments,Seobusan-kwon,Scale2,2017.10 Month,99.21385486
Apartments,Seobusan-kwon,Scale2,2017.11 Month,99.17253121
Apartments,Seobusan-kwon,Scale2,2017.12 Month,99.08472148
Apartments,Seobusan-kwon,Scale2,2018.01 Month,98.82596611
Apartments,Seobusan-kwon,Scale2,2018.02 Month,98.67226754
Apartments,Seobusan-kwon,Scale2,2018.03 Month,98.61733614
Apartments,Seobusan-kwon,Scale2,2018.04 Month,98.52388345
Apartments,Seobusan-kwon,Scale2,2018.05 Month,98.22743672
Apartments,Seobusan-kwon,Scale2,2018.06 Month,97.96700301
Apartments,Seobusan-kwon,Scale2,2018.07 Month,97.3702032
Apartments,Seobusan-kwon,Scale2,2018.08 Month,96.62782666
Apartments,Seobusan-kwon,Scale2,2018.09 Month,95.95735462
Apartments,Seobusan-kwon,Scale2,2018.10 Month,95.5405511
Apartments,Seobusan-kwon,Scale2,2018.11 Month,95.1870713
Apartments,Seobusan-kwon,Scale2,2018.12 Month,94.86102122
Apartments,Seobusan-kwon,Scale2,2019.01 Month,94.43670773
Apartments,Seobusan-kwon,Scale2,2019.02 Month,94.16679586
Apartments,Seobusan-kwon,Scale2,2019.03 Month,93.60866647
Apartments,Seobusan-kwon,Scale2,2019.04 Month,92.97510221
Apartments,Seobusan-kwon,Scale2,2019.05 Month,92.53381061
Apartments,Seobusan-kwon,Scale2,2019.06 Month,92.02070724
Apartments,Seobusan-kwon,Scale2,2019.07 Month,91.41857022
Apartments,Seobusan-kwon,Scale2,2019.08 Month,91.10323603
Apartments,Seobusan-kwon,Scale2,2019.09 Month,90.83717488
Apartments,Seobusan-kwon,Scale2,2019.10 Month,90.60093068
Apartments,Seobusan-kwon,Scale2,2019.11 Month,90.36833537
Apartments,Seobusan-kwon,Scale2,2019.12 Month,90.11682973
Apartments,Seobusan-kwon,Scale2,2020.01 Month,89.95408539
Apartments,Seobusan-kwon,Scale2,2020.02 Month,89.78628953
Apartments,Seobusan-kwon,Scale2,2020.03 Month,89.53334842
Apartments,Seobusan-kwon,Scale2,2020.04 Month,89.34927328
Apartments,Seobusan-kwon,Scale2,2020.05 Month,89.24525802
Apartments,Seobusan-kwon,Scale2,2020.06 Month,89.17691065
Apartments,Seobusan-kwon,Scale2,2020.07 Month,89.2907664
Apartments,Seobusan-kwon,Scale2,2020.08 Month,89.29910878
Apartments,Seobusan-kwon,Scale2,2020.09 Month,89.37283457
Apartments,Seobusan-kwon,Scale2,2020.10 Month,89.43032229
Apartments,Seobusan-kwon,Scale2,2020.11 Month,89.70288734
Apartments,Seobusan-kwon,Scale2,2020.12 Month,91.64352897
Apartments,Seobusan-kwon,Scale2,2021.01 Month,94.03441123
Apartments,Seobusan-kwon,Scale2,2021.02 Month,95.13063965
Apartments,Seobusan-kwon,Scale2,2021.03 Month,95.78696974
Apartments,Seobusan-kwon,Scale2,2021.04 Month,96.4365657
Apartments,Seobusan-kwon,Scale2,2021.05 Month,97.24906478
Apartments,Seobusan-kwon,Scale2,2021.06 Month,100
Apartments,Seobusan-kwon,Scale2,2021.07 Month,101.6310177
Apartments,Seobusan-kwon,Scale2,2021.08 Month,102.9363483
Apartments,Seobusan-kwon,Scale2,2021.09 Month,103.8553965
Apartments,Seobusan-kwon,Scale2,2021.10 Month,105.382964
Apartments,Seobusan-kwon,Scale2,2021.11 Month,105.9962255
Apartments,Seobusan-kwon,Scale2,2021.12 Month,106.1344726
Apartments,Seobusan-kwon,Scale2,2022.01 Month,106.0804635
Apartments,Seobusan-kwon,Scale2,2022.02 Month,106.1293445
Apartments,Seobusan-kwon,Scale2,2022.03 Month,106.1969955
Apartments,Seobusan-kwon,Scale2,2022.04 Month,106.4675245
Apartments,Seobusan-kwon,Scale2,2022.05 Month,106.3522213
Apartments,Seobusan-kwon,Scale2,2022.06 Month,106.4537902
Apartments,Seobusan-kwon,Scale2,2022.07 Month,106.3586149
Apartments,Seobusan-kwon,Scale2,2022.08 Month,106.0634546
Apartments,Seobusan-kwon,Scale2,2022.09 Month,105.4002956
Apartments,Seobusan-kwon,Scale2,2022.10 Month,104.6278674
Apartments,Seobusan-kwon,Scale2,2022.11 Month,103.0841114
Apartments,Seobusan-kwon,Scale2,2022.12 Month,100.805394
Apartments,Seobusan-kwon,Scale2,2023.01 Month,99.12330535
Apartments,Seobusan-kwon,Scale2,2023.02 Month,97.83559685
Apartments,Seobusan-kwon,Scale2,2023.03 Month,96.81975871
Apartments,Seobusan-kwon,Scale2,2023.04 Month,96.03555433
Apartments,Seobusan-kwon,Scale2,2023.05 Month,95.60433804
Apartments,Seobusan-kwon,Scale2,2023.06 Month,95.44354565
Apartments,Seobusan-kwon,Scale2,2023.07 Month,95.07780122
Apartments,Seobusan-kwon,Scale2,2023.08 Month,94.82885665
Apartments,Seobusan-kwon,Scale2,2023.09 Month,94.78952701
Apartments,Seobusan-kwon,Scale2,2023.10 Month,94.82987445
Apartments,Seobusan-kwon,Scale2,2023.11 Month,94.63758281
Apartments,Seobusan-kwon,Scale2,2023.12 Month,94.30418364
Apartments,Seobusan-kwon,Scale2,2024.01 Month,94.07643664
Apartments,Seobusan-kwon,Scale2,2024.02 Month,93.77677451
Apartments,Seobusan-kwon,Scale2,2024.03 Month,93.43996124
Apartments,Seobusan-kwon,Scale2,2024.04 Month,93.20365463
Apartments,Seobusan-kwon,Scale2,2024.05 Month,93.10411474
Apartments,Seobusan-kwon,Scale2,2024.06 Month,93.01607068
Apartments,Seobusan-kwon,Scale2,2024.07 Month,92.65323192
Apartments,Seobusan-kwon,Scale2,2024.08 Month,92.46009686
Apartments,Seobusan-kwon,Scale2,2024.09 Month,92.39525165
Apartments,Seobusan-kwon,Scale2,2024.10 Month,92.21224607
Apartments,Seobusan-kwon,Scale2,2024.11 Month,91.90359139
Apartments,Seobusan-kwon,Scale2,2024.12 Month,91.72580211
Apartments,Seobusan-kwon,Scale2,2025.01 Month,91.28646444
Apartments,Seobusan-kwon,Scale2,2025.02 Month,91.13756439
Apartments,Seobusan-kwon,Scale2,2025.03 Month,90.75717191
Apartments,Seobusan-kwon,Scale3,2015.01 Month,88.58045951
Apartments,Seobusan-kwon,Scale3,2015.02 Month,88.62507382
Apartments,Seobusan-kwon,Scale3,2015.03 Month,88.81007111
Apartments,Seobusan-kwon,Scale3,2015.04 Month,89.09527333
Apartments,Seobusan-kwon,Scale3,2015.05 Month,89.28715229
Apartments,Seobusan-kwon,Scale3,2015.06 Month,89.52986484
Apartments,Seobusan-kwon,Scale3,2015.07 Month,89.65415697
Apartments,Seobusan-kwon,Scale3,2015.08 Month,89.65973168
Apartments,Seobusan-kwon,Scale3,2015.09 Month,89.73530006
Apartments,Seobusan-kwon,Scale3,2015.10 Month,89.89261636
Apartments,Seobusan-kwon,Scale3,2015.11 Month,90.20915764
Apartments,Seobusan-kwon,Scale3,2015.12 Month,90.43173783
Apartments,Seobusan-kwon,Scale3,2016.01 Month,90.4307032
Apartments,Seobusan-kwon,Scale3,2016.02 Month,90.4353833
Apartments,Seobusan-kwon,Scale3,2016.03 Month,90.43807338
Apartments,Seobusan-kwon,Scale3,2016.04 Month,90.51592336
Apartments,Seobusan-kwon,Scale3,2016.05 Month,90.59563795
Apartments,Seobusan-kwon,Scale3,2016.06 Month,90.6799486
Apartments,Seobusan-kwon,Scale3,2016.07 Month,90.78453128
Apartments,Seobusan-kwon,Scale3,2016.08 Month,90.94724373
Apartments,Seobusan-kwon,Scale3,2016.09 Month,91.18361379
Apartments,Seobusan-kwon,Scale3,2016.10 Month,91.88780763
Apartments,Seobusan-kwon,Scale3,2016.11 Month,92.55993016
Apartments,Seobusan-kwon,Scale3,2016.12 Month,93.10508569
Apartments,Seobusan-kwon,Scale3,2017.01 Month,93.42478146
Apartments,Seobusan-kwon,Scale3,2017.02 Month,93.78350724
Apartments,Seobusan-kwon,Scale3,2017.03 Month,94.06238881
Apartments,Seobusan-kwon,Scale3,2017.04 Month,94.42039634
Apartments,Seobusan-kwon,Scale3,2017.05 Month,94.820199
Apartments,Seobusan-kwon,Scale3,2017.06 Month,95.05965909
Apartments,Seobusan-kwon,Scale3,2017.07 Month,95.26536323
Apartments,Seobusan-kwon,Scale3,2017.08 Month,95.41136261
Apartments,Seobusan-kwon,Scale3,2017.09 Month,95.46247909
Apartments,Seobusan-kwon,Scale3,2017.10 Month,95.47520776
Apartments,Seobusan-kwon,Scale3,2017.11 Month,95.34725435
Apartments,Seobusan-kwon,Scale3,2017.12 Month,95.28788029
Apartments,Seobusan-kwon,Scale3,2018.01 Month,95.14977662
Apartments,Seobusan-kwon,Scale3,2018.02 Month,94.97846604
Apartments,Seobusan-kwon,Scale3,2018.03 Month,94.77543265
Apartments,Seobusan-kwon,Scale3,2018.04 Month,94.64373039
Apartments,Seobusan-kwon,Scale3,2018.05 Month,94.45369249
Apartments,Seobusan-kwon,Scale3,2018.06 Month,94.19359034
Apartments,Seobusan-kwon,Scale3,2018.07 Month,93.79019779
Apartments,Seobusan-kwon,Scale3,2018.08 Month,92.99310782
Apartments,Seobusan-kwon,Scale3,2018.09 Month,92.71253933
Apartments,Seobusan-kwon,Scale3,2018.10 Month,92.49781993
Apartments,Seobusan-kwon,Scale3,2018.11 Month,92.2055526
Apartments,Seobusan-kwon,Scale3,2018.12 Month,91.75374526
Apartments,Seobusan-kwon,Scale3,2019.01 Month,91.39486944
Apartments,Seobusan-kwon,Scale3,2019.02 Month,91.14724613
Apartments,Seobusan-kwon,Scale3,2019.03 Month,90.73412175
Apartments,Seobusan-kwon,Scale3,2019.04 Month,90.17475758
Apartments,Seobusan-kwon,Scale3,2019.05 Month,89.83260535
Apartments,Seobusan-kwon,Scale3,2019.06 Month,89.30495871
Apartments,Seobusan-kwon,Scale3,2019.07 Month,88.98078476
Apartments,Seobusan-kwon,Scale3,2019.08 Month,88.76055112
Apartments,Seobusan-kwon,Scale3,2019.09 Month,88.57519152
Apartments,Seobusan-kwon,Scale3,2019.10 Month,88.43580312
Apartments,Seobusan-kwon,Scale3,2019.11 Month,88.34660399
Apartments,Seobusan-kwon,Scale3,2019.12 Month,88.37712476
Apartments,Seobusan-kwon,Scale3,2020.01 Month,88.29168166
Apartments,Seobusan-kwon,Scale3,2020.02 Month,88.29585991
Apartments,Seobusan-kwon,Scale3,2020.03 Month,88.32191971
Apartments,Seobusan-kwon,Scale3,2020.04 Month,88.26347521
Apartments,Seobusan-kwon,Scale3,2020.05 Month,88.14341545
Apartments,Seobusan-kwon,Scale3,2020.06 Month,88.17796819
Apartments,Seobusan-kwon,Scale3,2020.07 Month,88.35608218
Apartments,Seobusan-kwon,Scale3,2020.08 Month,88.49507338
Apartments,Seobusan-kwon,Scale3,2020.09 Month,88.74314578
Apartments,Seobusan-kwon,Scale3,2020.10 Month,89.00675246
Apartments,Seobusan-kwon,Scale3,2020.11 Month,89.99717402
Apartments,Seobusan-kwon,Scale3,2020.12 Month,93.16374246
Apartments,Seobusan-kwon,Scale3,2021.01 Month,95.03433459
Apartments,Seobusan-kwon,Scale3,2021.02 Month,96.13102347
Apartments,Seobusan-kwon,Scale3,2021.03 Month,96.84790088
Apartments,Seobusan-kwon,Scale3,2021.04 Month,97.48412366
Apartments,Seobusan-kwon,Scale3,2021.05 Month,98.38892953
Apartments,Seobusan-kwon,Scale3,2021.06 Month,100
Apartments,Seobusan-kwon,Scale3,2021.07 Month,100.8273622
Apartments,Seobusan-kwon,Scale3,2021.08 Month,101.9353521
Apartments,Seobusan-kwon,Scale3,2021.09 Month,102.8395579
Apartments,Seobusan-kwon,Scale3,2021.10 Month,103.6781364
Apartments,Seobusan-kwon,Scale3,2021.11 Month,104.714558
Apartments,Seobusan-kwon,Scale3,2021.12 Month,104.961266
Apartments,Seobusan-kwon,Scale3,2022.01 Month,105.0858132
Apartments,Seobusan-kwon,Scale3,2022.02 Month,105.039934
Apartments,Seobusan-kwon,Scale3,2022.03 Month,105.0585092
Apartments,Seobusan-kwon,Scale3,2022.04 Month,105.1162976
Apartments,Seobusan-kwon,Scale3,2022.05 Month,105.2569731
Apartments,Seobusan-kwon,Scale3,2022.06 Month,105.2014987
Apartments,Seobusan-kwon,Scale3,2022.07 Month,105.0839433
Apartments,Seobusan-kwon,Scale3,2022.08 Month,104.9288614
Apartments,Seobusan-kwon,Scale3,2022.09 Month,104.603404
Apartments,Seobusan-kwon,Scale3,2022.10 Month,103.9101962
Apartments,Seobusan-kwon,Scale3,2022.11 Month,102.3295532
Apartments,Seobusan-kwon,Scale3,2022.12 Month,100.2757191
Apartments,Seobusan-kwon,Scale3,2023.01 Month,98.4414039
Apartments,Seobusan-kwon,Scale3,2023.02 Month,96.9623048
Apartments,Seobusan-kwon,Scale3,2023.03 Month,96.05291381
Apartments,Seobusan-kwon,Scale3,2023.04 Month,95.43531524
Apartments,Seobusan-kwon,Scale3,2023.05 Month,95.06743393
Apartments,Seobusan-kwon,Scale3,2023.06 Month,94.81682148
Apartments,Seobusan-kwon,Scale3,2023.07 Month,94.634254
Apartments,Seobusan-kwon,Scale3,2023.08 Month,94.4771752
Apartments,Seobusan-kwon,Scale3,2023.09 Month,94.41351144
Apartments,Seobusan-kwon,Scale3,2023.10 Month,94.22908368
Apartments,Seobusan-kwon,Scale3,2023.11 Month,94.2122798
Apartments,Seobusan-kwon,Scale3,2023.12 Month,94.0436864
Apartments,Seobusan-kwon,Scale3,2024.01 Month,93.78041889
Apartments,Seobusan-kwon,Scale3,2024.02 Month,93.57504218
Apartments,Seobusan-kwon,Scale3,2024.03 Month,93.58245704
Apartments,Seobusan-kwon,Scale3,2024.04 Month,93.49040835
Apartments,Seobusan-kwon,Scale3,2024.05 Month,93.36210519
Apartments,Seobusan-kwon,Scale3,2024.06 Month,93.31099873
Apartments,Seobusan-kwon,Scale3,2024.07 Month,93.13410567
Apartments,Seobusan-kwon,Scale3,2024.08 Month,92.95453879
Apartments,Seobusan-kwon,Scale3,2024.09 Month,92.79003491
Apartments,Seobusan-kwon,Scale3,2024.10 Month,92.61797181
Apartments,Seobusan-kwon,Scale3,2024.11 Month,92.53686468
Apartments,Seobusan-kwon,Scale3,2024.12 Month,92.2700559
Apartments,Seobusan-kwon,Scale3,2025.01 Month,92.05712588
Apartments,Seobusan-kwon,Scale3,2025.02 Month,91.82554723
Apartments,Seobusan-kwon,Scale3,2025.03 Month,91.62112552
Apartments,Seobusan-kwon,Scale4,2015.01 Month,85.14152447
Apartments,Seobusan-kwon,Scale4,2015.02 Month,85.44640831
Apartments,Seobusan-kwon,Scale4,2015.03 Month,85.61877114
Apartments,Seobusan-kwon,Scale4,2015.04 Month,85.87660948
Apartments,Seobusan-kwon,Scale4,2015.05 Month,86.09988393
Apartments,Seobusan-kwon,Scale4,2015.06 Month,86.3803718
Apartments,Seobusan-kwon,Scale4,2015.07 Month,86.43592125
Apartments,Seobusan-kwon,Scale4,2015.08 Month,86.26865288
Apartments,Seobusan-kwon,Scale4,2015.09 Month,86.3942342
Apartments,Seobusan-kwon,Scale4,2015.10 Month,86.79734467
Apartments,Seobusan-kwon,Scale4,2015.11 Month,87.00999645
Apartments,Seobusan-kwon,Scale4,2015.12 Month,87.04565222
Apartments,Seobusan-kwon,Scale4,2016.01 Month,86.97083392
Apartments,Seobusan-kwon,Scale4,2016.02 Month,86.79878584
Apartments,Seobusan-kwon,Scale4,2016.03 Month,86.76049093
Apartments,Seobusan-kwon,Scale4,2016.04 Month,87.08784046
Apartments,Seobusan-kwon,Scale4,2016.05 Month,87.24577114
Apartments,Seobusan-kwon,Scale4,2016.06 Month,87.36946104
Apartments,Seobusan-kwon,Scale4,2016.07 Month,87.62200062
Apartments,Seobusan-kwon,Scale4,2016.08 Month,87.64597086
Apartments,Seobusan-kwon,Scale4,2016.09 Month,87.74413891
Apartments,Seobusan-kwon,Scale4,2016.10 Month,87.98074801
Apartments,Seobusan-kwon,Scale4,2016.11 Month,88.34430408
Apartments,Seobusan-kwon,Scale4,2016.12 Month,88.71509084
Apartments,Seobusan-kwon,Scale4,2017.01 Month,88.91885098
Apartments,Seobusan-kwon,Scale4,2017.02 Month,89.28956923
Apartments,Seobusan-kwon,Scale4,2017.03 Month,89.40356505
Apartments,Seobusan-kwon,Scale4,2017.04 Month,89.91823538
Apartments,Seobusan-kwon,Scale4,2017.05 Month,90.55654316
Apartments,Seobusan-kwon,Scale4,2017.06 Month,90.55654316
Apartments,Seobusan-kwon,Scale4,2017.07 Month,90.85506259
Apartments,Seobusan-kwon,Scale4,2017.08 Month,91.11872019
Apartments,Seobusan-kwon,Scale4,2017.09 Month,91.22593593
Apartments,Seobusan-kwon,Scale4,2017.10 Month,91.21417775
Apartments,Seobusan-kwon,Scale4,2017.11 Month,91.26079431
Apartments,Seobusan-kwon,Scale4,2017.12 Month,91.24558178
Apartments,Seobusan-kwon,Scale4,2018.01 Month,91.06823811
Apartments,Seobusan-kwon,Scale4,2018.02 Month,91.09369425
Apartments,Seobusan-kwon,Scale4,2018.03 Month,91.01718466
Apartments,Seobusan-kwon,Scale4,2018.04 Month,89.99282514
Apartments,Seobusan-kwon,Scale4,2018.05 Month,89.60414631
Apartments,Seobusan-kwon,Scale4,2018.06 Month,89.60009115
Apartments,Seobusan-kwon,Scale4,2018.07 Month,89.3407314
Apartments,Seobusan-kwon,Scale4,2018.08 Month,89.07928153
Apartments,Seobusan-kwon,Scale4,2018.09 Month,88.81752441
Apartments,Seobusan-kwon,Scale4,2018.10 Month,88.94457315
Apartments,Seobusan-kwon,Scale4,2018.11 Month,89.05264123
Apartments,Seobusan-kwon,Scale4,2018.12 Month,88.65544863
Apartments,Seobusan-kwon,Scale4,2019.01 Month,88.26899448
Apartments,Seobusan-kwon,Scale4,2019.02 Month,88.099826
Apartments,Seobusan-kwon,Scale4,2019.03 Month,87.75703469
Apartments,Seobusan-kwon,Scale4,2019.04 Month,86.94073355
Apartments,Seobusan-kwon,Scale4,2019.05 Month,86.08302874
Apartments,Seobusan-kwon,Scale4,2019.06 Month,85.66613792
Apartments,Seobusan-kwon,Scale4,2019.07 Month,85.47083774
Apartments,Seobusan-kwon,Scale4,2019.08 Month,85.47083774
Apartments,Seobusan-kwon,Scale4,2019.09 Month,85.41255879
Apartments,Seobusan-kwon,Scale4,2019.10 Month,85.57899248
Apartments,Seobusan-kwon,Scale4,2019.11 Month,85.63647185
Apartments,Seobusan-kwon,Scale4,2019.12 Month,85.55333141
Apartments,Seobusan-kwon,Scale4,2020.01 Month,85.54367755
Apartments,Seobusan-kwon,Scale4,2020.02 Month,85.81370544
Apartments,Seobusan-kwon,Scale4,2020.03 Month,85.77495327
Apartments,Seobusan-kwon,Scale4,2020.04 Month,85.70066223
Apartments,Seobusan-kwon,Scale4,2020.05 Month,85.68671504
Apartments,Seobusan-kwon,Scale4,2020.06 Month,85.94070369
Apartments,Seobusan-kwon,Scale4,2020.07 Month,86.5726777
Apartments,Seobusan-kwon,Scale4,2020.08 Month,86.83145558
Apartments,Seobusan-kwon,Scale4,2020.09 Month,87.15588448
Apartments,Seobusan-kwon,Scale4,2020.10 Month,87.54669476
Apartments,Seobusan-kwon,Scale4,2020.11 Month,88.18798242
Apartments,Seobusan-kwon,Scale4,2020.12 Month,91.64937313
Apartments,Seobusan-kwon,Scale4,2021.01 Month,93.86369301
Apartments,Seobusan-kwon,Scale4,2021.02 Month,94.54606567
Apartments,Seobusan-kwon,Scale4,2021.03 Month,95.36393833
Apartments,Seobusan-kwon,Scale4,2021.04 Month,96.69541409
Apartments,Seobusan-kwon,Scale4,2021.05 Month,97.59871272
Apartments,Seobusan-kwon,Scale4,2021.06 Month,100
Apartments,Seobusan-kwon,Scale4,2021.07 Month,100.6081604
Apartments,Seobusan-kwon,Scale4,2021.08 Month,100.7999277
Apartments,Seobusan-kwon,Scale4,2021.09 Month,101.0666533
Apartments,Seobusan-kwon,Scale4,2021.10 Month,101.3347339
Apartments,Seobusan-kwon,Scale4,2021.11 Month,102.3499125
Apartments,Seobusan-kwon,Scale4,2021.12 Month,102.3160767
Apartments,Seobusan-kwon,Scale4,2022.01 Month,102.3879796
Apartments,Seobusan-kwon,Scale4,2022.02 Month,102.2796173
Apartments,Seobusan-kwon,Scale4,2022.03 Month,103.0570449
Apartments,Seobusan-kwon,Scale4,2022.04 Month,102.9641733
Apartments,Seobusan-kwon,Scale4,2022.05 Month,103.2437632
Apartments,Seobusan-kwon,Scale4,2022.06 Month,103.1669332
Apartments,Seobusan-kwon,Scale4,2022.07 Month,103.1232965
Apartments,Seobusan-kwon,Scale4,2022.08 Month,102.927007
Apartments,Seobusan-kwon,Scale4,2022.09 Month,102.7166036
Apartments,Seobusan-kwon,Scale4,2022.10 Month,102.135296
Apartments,Seobusan-kwon,Scale4,2022.11 Month,101.1924327
Apartments,Seobusan-kwon,Scale4,2022.12 Month,99.34491829
Apartments,Seobusan-kwon,Scale4,2023.01 Month,97.4912206
Apartments,Seobusan-kwon,Scale4,2023.02 Month,95.75471954
Apartments,Seobusan-kwon,Scale4,2023.03 Month,94.78202178
Apartments,Seobusan-kwon,Scale4,2023.04 Month,94.20670444
Apartments,Seobusan-kwon,Scale4,2023.05 Month,94.1658418
Apartments,Seobusan-kwon,Scale4,2023.06 Month,93.8372662
Apartments,Seobusan-kwon,Scale4,2023.07 Month,93.67666039
Apartments,Seobusan-kwon,Scale4,2023.08 Month,93.52301017
Apartments,Seobusan-kwon,Scale4,2023.09 Month,93.78866671
Apartments,Seobusan-kwon,Scale4,2023.10 Month,93.71257917
Apartments,Seobusan-kwon,Scale4,2023.11 Month,93.68341616
Apartments,Seobusan-kwon,Scale4,2023.12 Month,93.13207183
Apartments,Seobusan-kwon,Scale4,2024.01 Month,92.79321282
Apartments,Seobusan-kwon,Scale4,2024.02 Month,91.93073063
Apartments,Seobusan-kwon,Scale4,2024.03 Month,92.05285509
Apartments,Seobusan-kwon,Scale4,2024.04 Month,92.25008106
