Region,By Housing Type,Date,Price_Index
Chungcheongbuk-do,Apartments,2012-03-01,112.3
Chungcheongbuk-do,Apartments,2012-04-01,113.1
Chungcheongbuk-do,Apartments,2012-05-01,113.8
Chungcheongbuk-do,Apartments,2012-06-01,114.2
Chungcheongbuk-do,Apartments,2012-07-01,115.0
Chungcheongbuk-do,Apartments,2012-08-01,115.6
Chungcheongbuk-do,Apartments,2012-09-01,116.2
Chungcheongbuk-do,Apartments,2012-10-01,116.9
Chungcheongbuk-do,Apartments,2012-11-01,117.5
Chungcheongbuk-do,Apartments,2012-12-01,118.0
Chungcheongbuk-do,Row Houses,2003-09-01,79.2
Chungcheongbuk-do,Row Houses,2003-10-01,79.2
Chungcheongbuk-do,Row Houses,2003-11-01,78.1
Chungcheongbuk-do,Row Houses,2003-12-01,75.9
Chungcheongbuk-do,Row Houses,2004-01-01,75.9
Chungcheongbuk-do,Row Houses,2004-02-01,76.6
Chungcheongbuk-do,Row Houses,2004-03-01,76.5
Chungcheongbuk-do,Row Houses,2004-04-01,76.5
Chungcheongbuk-do,Row Houses,2004-05-01,76.5
Chungcheongbuk-do,Row Houses,2004-06-01,76.1
Chungcheongbuk-do,Row Houses,2004-07-01,76.1
Chungcheongbuk-do,Row Houses,2004-08-01,76.3
Chungcheongbuk-do,Row Houses,2004-09-01,76.3
Chungcheongbuk-do,Row Houses,2004-10-01,76.3
Chungcheongbuk-do,Row Houses,2004-11-01,75.9
Chungcheongbuk-do,Row Houses,2004-12-01,75.9
Chungcheongbuk-do,Row Houses,2005-01-01,76.4
Chungcheongbuk-do,Row Houses,2005-02-01,76.4
Chungcheongbuk-do,Row Houses,2005-03-01,76.4
Chungcheongbuk-do,Row Houses,2005-04-01,77.2
Chungcheongbuk-do,Row Houses,2005-05-01,77.2
Chungcheongbuk-do,Row Houses,2005-06-01,77.2
Chungcheongbuk-do,Row Houses,2005-07-01,77.2
Chungcheongbuk-do,Row Houses,2005-08-01,79.5
Chungcheongbuk-do,Row Houses,2005-09-01,79.5
Chungcheongbuk-do,Row Houses,2005-10-01,79.5
Chungcheongbuk-do,Row Houses,2005-11-01,79.6
Chungcheongbuk-do,Row Houses,2005-12-01,79.6
Chungcheongbuk-do,Row Houses,2006-01-01,80.6
Chungcheongbuk-do,Row Houses,2006-02-01,80.6
Chungcheongbuk-do,Row Houses,2006-03-01,80.9
Chungcheongbuk-do,Row Houses,2006-04-01,80.8
Chungcheongbuk-do,Row Houses,2006-05-01,80.9
Chungcheongbuk-do,Row Houses,2006-06-01,82.0
Chungcheongbuk-do,Row Houses,2006-07-01,82.1
Chungcheongbuk-do,Row Houses,2006-08-01,82.1
Chungcheongbuk-do,Row Houses,2006-09-01,82.4
Chungcheongbuk-do,Row Houses,2006-10-01,82.4
Chungcheongbuk-do,Row Houses,2006-11-01,82.5
Chungcheongbuk-do,Row Houses,2006-12-01,82.4
Chungcheongbuk-do,Row Houses,2007-01-01,83.3
Chungcheongbuk-do,Row Houses,2007-02-01,83.8
Chungcheongbuk-do,Row Houses,2007-03-01,84.7
Chungcheongbuk-do,Row Houses,2007-04-01,84.8
Chungcheongbuk-do,Row Houses,2007-05-01,84.8
Chungcheongbuk-do,Row Houses,2007-06-01,84.8
Chungcheongbuk-do,Row Houses,2007-07-01,84.5
Chungcheongbuk-do,Row Houses,2007-08-01,84.5
Chungcheongbuk-do,Row Houses,2007-09-01,84.6
Chungcheongbuk-do,Row Houses,2007-10-01,84.7
Chungcheongbuk-do,Row Houses,2007-11-01,84.1
Chungcheongbuk-do,Row Houses,2007-12-01,83.7
Chungcheongbuk-do,Row Houses,2008-01-01,83.8
Chungcheongbuk-do,Row Houses,2008-02-01,84.0
Chungcheongbuk-do,Row Houses,2008-03-01,84.5
Chungcheongbuk-do,Row Houses,2008-04-01,84.2
Chungcheongbuk-do,Row Houses,2008-05-01,84.3
Chungcheongbuk-do,Row Houses,2008-06-01,84.5
Chungcheongbuk-do,Row Houses,2008-07-01,84.5
Chungcheongbuk-do,Row Houses,2008-08-01,84.1
Chungcheongbuk-do,Row Houses,2008-09-01,84.3
Chungcheongbuk-do,Row Houses,2008-10-01,85.2
Chungcheongbuk-do,Row Houses,2008-11-01,85.1
Chungcheongbuk-do,Row Houses,2008-12-01,84.2
Chungcheongbuk-do,Row Houses,2009-01-01,84.4
Chungcheongbuk-do,Row Houses,2009-02-01,83.8
Chungcheongbuk-do,Row Houses,2009-03-01,84.1
Chungcheongbuk-do,Row Houses,2009-04-01,82.7
Chungcheongbuk-do,Row Houses,2009-05-01,82.9
Chungcheongbuk-do,Row Houses,2009-06-01,82.9
Chungcheongbuk-do,Row Houses,2009-07-01,83.0
Chungcheongbuk-do,Row Houses,2009-08-01,83.1
Chungcheongbuk-do,Row Houses,2009-09-01,84.1
Chungcheongbuk-do,Row Houses,2009-10-01,84.3
Chungcheongbuk-do,Row Houses,2009-11-01,84.8
Chungcheongbuk-do,Row Houses,2009-12-01,85.6
Chungcheongbuk-do,Row Houses,2010-01-01,85.6
Chungcheongbuk-do,Row Houses,2010-02-01,86.8
Chungcheongbuk-do,Row Houses,2010-03-01,88.2
Chungcheongbuk-do,Row Houses,2010-04-01,88.2
Chungcheongbuk-do,Row Houses,2010-05-01,88.2
Chungcheongbuk-do,Row Houses,2010-06-01,89.9
Chungcheongbuk-do,Row Houses,2010-07-01,90.6
Chungcheongbuk-do,Row Houses,2010-08-01,91.8
Chungcheongbuk-do,Row Houses,2010-09-01,92.6
Chungcheongbuk-do,Row Houses,2010-10-01,93.1
Chungcheongbuk-do,Row Houses,2010-11-01,93.7
Chungcheongbuk-do,Row Houses,2010-12-01,94.6
Chungcheongbuk-do,Row Houses,2011-01-01,95.4
Chungcheongbuk-do,Row Houses,2011-02-01,96.2
Chungcheongbuk-do,Row Houses,2011-03-01,98.8
Chungcheongbuk-do,Row Houses,2011-04-01,98.8
Chungcheongbuk-do,Row Houses,2011-05-01,99.5
Chungcheongbuk-do,Row Houses,2011-06-01,100.0
Chungcheongbuk-do,Row Houses,2011-07-01,100.3
Chungcheongbuk-do,Row Houses,2011-08-01,102.7
Chungcheongbuk-do,Row Houses,2011-09-01,104.4
Chungcheongbuk-do,Row Houses,2011-10-01,105.5
Chungcheongbuk-do,Row Houses,2011-11-01,106.2
Chungcheongbuk-do,Row Houses,2011-12-01,106.5
Chungcheongbuk-do,Row Houses,2012-01-01,106.7
Chungcheongbuk-do,Row Houses,2012-02-01,106.7
Chungcheongbuk-do,Row Houses,2012-03-01,106.7
Chungcheongbuk-do,Row Houses,2012-04-01,106.9
Chungcheongbuk-do,Row Houses,2012-05-01,107.1
Chungcheongbuk-do,Row Houses,2012-06-01,107.1
Chungcheongbuk-do,Row Houses,2012-07-01,107.2
Chungcheongbuk-do,Row Houses,2012-08-01,107.6
Chungcheongbuk-do,Row Houses,2012-09-01,108.0
Chungcheongbuk-do,Row Houses,2012-10-01,108.4
Chungcheongbuk-do,Row Houses,2012-11-01,109.1
Chungcheongbuk-do,Row Houses,2012-12-01,109.1
Chungcheongbuk-do,Total,2003-09-01,79.1
Chungcheongbuk-do,Total,2003-10-01,79.1
Chungcheongbuk-do,Total,2003-11-01,79.1
Chungcheongbuk-do,Total,2003-12-01,77.9
Chungcheongbuk-do,Total,2004-01-01,77.7
Chungcheongbuk-do,Total,2004-02-01,78.1
Chungcheongbuk-do,Total,2004-03-01,78.4
Chungcheongbuk-do,Total,2004-04-01,78.7
Chungcheongbuk-do,Total,2004-05-01,78.7
Chungcheongbuk-do,Total,2004-06-01,79.0
Chungcheongbuk-do,Total,2004-07-01,79.7
Chungcheongbuk-do,Total,2004-08-01,79.9
Chungcheongbuk-do,Total,2004-09-01,80.1
Chungcheongbuk-do,Total,2004-10-01,80.1
Chungcheongbuk-do,Total,2004-11-01,79.7
Chungcheongbuk-do,Total,2004-12-01,79.5
Chungcheongbuk-do,Total,2005-01-01,79.5
Chungcheongbuk-do,Total,2005-02-01,79.9
Chungcheongbuk-do,Total,2005-03-01,80.4
Chungcheongbuk-do,Total,2005-04-01,80.7
Chungcheongbuk-do,Total,2005-05-01,81.2
Chungcheongbuk-do,Total,2005-06-01,81.5
Chungcheongbuk-do,Total,2005-07-01,81.9
Chungcheongbuk-do,Total,2005-08-01,82.7
Chungcheongbuk-do,Total,2005-09-01,83.0
Chungcheongbuk-do,Total,2005-10-01,83.3
Chungcheongbuk-do,Total,2005-11-01,83.4
Chungcheongbuk-do,Total,2005-12-01,83.6
Chungcheongbuk-do,Total,2006-01-01,83.9
Chungcheongbuk-do,Total,2006-02-01,84.3
Chungcheongbuk-do,Total,2006-03-01,85.0
Chungcheongbuk-do,Total,2006-04-01,85.6
Chungcheongbuk-do,Total,2006-05-01,85.9
Chungcheongbuk-do,Total,2006-06-01,86.1
Chungcheongbuk-do,Total,2006-07-01,86.1
Chungcheongbuk-do,Total,2006-08-01,85.9
Chungcheongbuk-do,Total,2006-09-01,85.8
Chungcheongbuk-do,Total,2006-10-01,85.9
Chungcheongbuk-do,Total,2006-11-01,85.9
Chungcheongbuk-do,Total,2006-12-01,85.8
Chungcheongbuk-do,Total,2007-01-01,85.8
Chungcheongbuk-do,Total,2007-02-01,85.7
Chungcheongbuk-do,Total,2007-03-01,85.8
Chungcheongbuk-do,Total,2007-04-01,85.9
Chungcheongbuk-do,Total,2007-05-01,85.8
Chungcheongbuk-do,Total,2007-06-01,85.7
Chungcheongbuk-do,Total,2007-07-01,85.6
Chungcheongbuk-do,Total,2007-08-01,85.6
Chungcheongbuk-do,Total,2007-09-01,85.7
Chungcheongbuk-do,Total,2007-10-01,85.8
Chungcheongbuk-do,Total,2007-11-01,85.7
Chungcheongbuk-do,Total,2007-12-01,85.5
Chungcheongbuk-do,Total,2008-01-01,85.5
Chungcheongbuk-do,Total,2008-02-01,85.7
Chungcheongbuk-do,Total,2008-03-01,85.9
Chungcheongbuk-do,Total,2008-04-01,86.0
Chungcheongbuk-do,Total,2008-05-01,86.2
Chungcheongbuk-do,Total,2008-06-01,86.3
Chungcheongbuk-do,Total,2008-07-01,86.4
Chungcheongbuk-do,Total,2008-08-01,86.5
Chungcheongbuk-do,Total,2008-09-01,86.6
Chungcheongbuk-do,Total,2008-10-01,86.7
Chungcheongbuk-do,Total,2008-11-01,86.7
Chungcheongbuk-do,Total,2008-12-01,86.4
Chungcheongbuk-do,Total,2009-01-01,86.4
Chungcheongbuk-do,Total,2009-02-01,86.2
Chungcheongbuk-do,Total,2009-03-01,86.1
Chungcheongbuk-do,Total,2009-04-01,85.9
Chungcheongbuk-do,Total,2009-05-01,86.1
Chungcheongbuk-do,Total,2009-06-01,86.2
Chungcheongbuk-do,Total,2009-07-01,86.3
Chungcheongbuk-do,Total,2009-08-01,86.4
Chungcheongbuk-do,Total,2009-09-01,86.7
Chungcheongbuk-do,Total,2009-10-01,86.9
Chungcheongbuk-do,Total,2009-11-01,87.3
Chungcheongbuk-do,Total,2009-12-01,87.6
Chungcheongbuk-do,Total,2010-01-01,87.7
Chungcheongbuk-do,Total,2010-02-01,88.0
Chungcheongbuk-do,Total,2010-03-01,88.4
Chungcheongbuk-do,Total,2010-04-01,88.8
Chungcheongbuk-do,Total,2010-05-01,89.1
Chungcheongbuk-do,Total,2010-06-01,89.7
Chungcheongbuk-do,Total,2010-07-01,90.0
Chungcheongbuk-do,Total,2010-08-01,90.3
Chungcheongbuk-do,Total,2010-09-01,90.7
Chungcheongbuk-do,Total,2010-10-01,91.3
Chungcheongbuk-do,Total,2010-11-01,92.0
Chungcheongbuk-do,Total,2010-12-01,92.7
Chungcheongbuk-do,Total,2011-01-01,93.5
Chungcheongbuk-do,Total,2011-02-01,94.7
Chungcheongbuk-do,Total,2011-03-01,96.7
Chungcheongbuk-do,Total,2011-04-01,97.8
Chungcheongbuk-do,Total,2011-05-01,98.9
Chungcheongbuk-do,Total,2011-06-01,100.0
Chungcheongbuk-do,Total,2011-07-01,101.7
Chungcheongbuk-do,Total,2011-08-01,103.0
Chungcheongbuk-do,Total,2011-09-01,104.8
Chungcheongbuk-do,Total,2011-10-01,106.0
Chungcheongbuk-do,Total,2011-11-01,106.9
Chungcheongbuk-do,Total,2011-12-01,107.5
Chungcheongbuk-do,Total,2012-01-01,108.1
Chungcheongbuk-do,Total,2012-02-01,108.6
Chungcheongbuk-do,Total,2012-03-01,109.1
Chungcheongbuk-do,Total,2012-04-01,109.7
Chungcheongbuk-do,Total,2012-05-01,110.2
Chungcheongbuk-do,Total,2012-06-01,110.4
Chungcheongbuk-do,Total,2012-07-01,111.0
Chungcheongbuk-do,Total,2012-08-01,111.4
Chungcheongbuk-do,Total,2012-09-01,111.8
Chungcheongbuk-do,Total,2012-10-01,112.3
Chungcheongbuk-do,Total,2012-11-01,112.6
Chungcheongbuk-do,Total,2012-12-01,112.8
Chungcheongbuk-do,single,2003-09-01,99.9
Chungcheongbuk-do,single,2003-10-01,99.4
Chungcheongbuk-do,single,2003-11-01,99.5
Chungcheongbuk-do,single,2003-12-01,96.5
Chungcheongbuk-do,single,2004-01-01,95.2
Chungcheongbuk-do,single,2004-02-01,95.7
Chungcheongbuk-do,single,2004-03-01,95.7
Chungcheongbuk-do,single,2004-04-01,95.3
Chungcheongbuk-do,single,2004-05-01,94.9
Chungcheongbuk-do,single,2004-06-01,94.8
Chungcheongbuk-do,single,2004-07-01,95.9
Chungcheongbuk-do,single,2004-08-01,96.2
Chungcheongbuk-do,single,2004-09-01,96.6
Chungcheongbuk-do,single,2004-10-01,95.7
Chungcheongbuk-do,single,2004-11-01,94.9
Chungcheongbuk-do,single,2004-12-01,94.9
Chungcheongbuk-do,single,2005-01-01,94.6
Chungcheongbuk-do,single,2005-02-01,94.2
Chungcheongbuk-do,single,2005-03-01,94.5
Chungcheongbuk-do,single,2005-04-01,94.6
Chungcheongbuk-do,single,2005-05-01,94.6
Chungcheongbuk-do,single,2005-06-01,94.4
Chungcheongbuk-do,single,2005-07-01,94.4
Chungcheongbuk-do,single,2005-08-01,94.2
Chungcheongbuk-do,single,2005-09-01,93.9
Chungcheongbuk-do,single,2005-10-01,93.9
Chungcheongbuk-do,single,2005-11-01,93.8
Chungcheongbuk-do,single,2005-12-01,93.5
Chungcheongbuk-do,single,2006-01-01,93.4
Chungcheongbuk-do,single,2006-02-01,93.2
Chungcheongbuk-do,single,2006-03-01,93.7
Chungcheongbuk-do,single,2006-04-01,94.4
Chungcheongbuk-do,single,2006-05-01,95.3
Chungcheongbuk-do,single,2006-06-01,95.4
Chungcheongbuk-do,single,2006-07-01,95.4
Chungcheongbuk-do,single,2006-08-01,95.0
Chungcheongbuk-do,single,2006-09-01,94.7
Chungcheongbuk-do,single,2006-10-01,94.8
Chungcheongbuk-do,single,2006-11-01,94.8
Chungcheongbuk-do,single,2006-12-01,94.8
Chungcheongbuk-do,single,2007-01-01,95.0
Chungcheongbuk-do,single,2007-02-01,94.9
Chungcheongbuk-do,single,2007-03-01,95.3
Chungcheongbuk-do,single,2007-04-01,95.7
Chungcheongbuk-do,single,2007-05-01,95.7
Chungcheongbuk-do,single,2007-06-01,95.8
Chungcheongbuk-do,single,2007-07-01,95.7
Chungcheongbuk-do,single,2007-08-01,95.8
Chungcheongbuk-do,single,2007-09-01,96.0
Chungcheongbuk-do,single,2007-10-01,96.3
Chungcheongbuk-do,single,2007-11-01,96.1
Chungcheongbuk-do,single,2007-12-01,95.7
Chungcheongbuk-do,single,2008-01-01,95.7
Chungcheongbuk-do,single,2008-02-01,95.9
Chungcheongbuk-do,single,2008-03-01,96.1
Chungcheongbuk-do,single,2008-04-01,95.7
Chungcheongbuk-do,single,2008-05-01,96.2
Chungcheongbuk-do,single,2008-06-01,96.2
Chungcheongbuk-do,single,2008-07-01,96.3
Chungcheongbuk-do,single,2008-08-01,96.3
Chungcheongbuk-do,single,2008-09-01,96.6
Chungcheongbuk-do,single,2008-10-01,96.7
Chungcheongbuk-do,single,2008-11-01,96.7
Chungcheongbuk-do,single,2008-12-01,96.0
Chungcheongbuk-do,single,2009-01-01,96.0
Chungcheongbuk-do,single,2009-02-01,95.6
Chungcheongbuk-do,single,2009-03-01,95.5
Chungcheongbuk-do,single,2009-04-01,95.0
Chungcheongbuk-do,single,2009-05-01,95.2
Chungcheongbuk-do,single,2009-06-01,95.6
Chungcheongbuk-do,single,2009-07-01,95.6
Chungcheongbuk-do,single,2009-08-01,95.8
Chungcheongbuk-do,single,2009-09-01,95.8
Chungcheongbuk-do,single,2009-10-01,95.7
Chungcheongbuk-do,single,2009-11-01,96.1
Chungcheongbuk-do,single,2009-12-01,96.5
Chungcheongbuk-do,single,2010-01-01,96.5
Chungcheongbuk-do,single,2010-02-01,96.6
Chungcheongbuk-do,single,2010-03-01,96.9
Chungcheongbuk-do,single,2010-04-01,97.3
Chungcheongbuk-do,single,2010-05-01,97.5
Chungcheongbuk-do,single,2010-06-01,98.2
Chungcheongbuk-do,single,2010-07-01,98.1
Chungcheongbuk-do,single,2010-08-01,98.1
Chungcheongbuk-do,single,2010-09-01,98.5
Chungcheongbuk-do,single,2010-10-01,98.5
Chungcheongbuk-do,single,2010-11-01,98.5
Chungcheongbuk-do,single,2010-12-01,98.5
Chungcheongbuk-do,single,2011-01-01,99.1
Chungcheongbuk-do,single,2011-02-01,99.3
Chungcheongbuk-do,single,2011-03-01,99.7
Chungcheongbuk-do,single,2011-04-01,100.0
Chungcheongbuk-do,single,2011-05-01,100.0
Chungcheongbuk-do,single,2011-06-01,100.0
Chungcheongbuk-do,single,2011-07-01,100.0
Chungcheongbuk-do,single,2011-08-01,100.1
Chungcheongbuk-do,single,2011-09-01,100.2
Chungcheongbuk-do,single,2011-10-01,100.4
Chungcheongbuk-do,single,2011-11-01,100.5
Chungcheongbuk-do,single,2011-12-01,100.5
Chungcheongbuk-do,single,2012-01-01,100.6
Chungcheongbuk-do,single,2012-02-01,100.7
Chungcheongbuk-do,single,2012-03-01,100.7
Chungcheongbuk-do,single,2012-04-01,100.8
Chungcheongbuk-do,single,2012-05-01,101.0
Chungcheongbuk-do,single,2012-06-01,101.0
Chungcheongbuk-do,single,2012-07-01,101.3
Chungcheongbuk-do,single,2012-08-01,101.3
Chungcheongbuk-do,single,2012-09-01,101.4
Chungcheongbuk-do,single,2012-10-01,101.8
Chungcheongbuk-do,single,2012-11-01,102.0
Chungcheongbuk-do,single,2012-12-01,102.0
Chungcheongnam-do,Apartments,2003-06-01,83.2
Chungcheongnam-do,Apartments,2003-07-01,84.0
Chungcheongnam-do,Apartments,2003-08-01,85.3
Chungcheongnam-do,Apartments,2003-09-01,87.6
Chungcheongnam-do,Apartments,2003-10-01,88.2
Chungcheongnam-do,Apartments,2003-11-01,88.4
Chungcheongnam-do,Apartments,2003-12-01,88.2
Chungcheongnam-do,Apartments,2004-01-01,88.3
Chungcheongnam-do,Apartments,2004-02-01,89.6
Chungcheongnam-do,Apartments,2004-03-01,90.3
Chungcheongnam-do,Apartments,2004-04-01,91.3
Chungcheongnam-do,Apartments,2004-05-01,91.2
Chungcheongnam-do,Apartments,2004-06-01,91.0
Chungcheongnam-do,Apartments,2004-07-01,91.0
Chungcheongnam-do,Apartments,2004-08-01,90.2
Chungcheongnam-do,Apartments,2004-09-01,90.5
Chungcheongnam-do,Apartments,2004-10-01,90.3
Chungcheongnam-do,Apartments,2004-11-01,89.4
Chungcheongnam-do,Apartments,2004-12-01,88.9
Chungcheongnam-do,Apartments,2005-01-01,89.0
Chungcheongnam-do,Apartments,2005-02-01,90.1
Chungcheongnam-do,Apartments,2005-03-01,91.2
Chungcheongnam-do,Apartments,2005-04-01,92.4
Chungcheongnam-do,Apartments,2005-05-01,92.7
Chungcheongnam-do,Apartments,2005-06-01,92.9
Chungcheongnam-do,Apartments,2005-07-01,93.1
Chungcheongnam-do,Apartments,2005-08-01,93.4
Chungcheongnam-do,Apartments,2005-09-01,93.4
Chungcheongnam-do,Apartments,2005-10-01,93.3
Chungcheongnam-do,Apartments,2005-11-01,93.0
Chungcheongnam-do,Apartments,2005-12-01,92.9
Chungcheongnam-do,Apartments,2006-01-01,92.8
Chungcheongnam-do,Apartments,2006-02-01,93.3
Chungcheongnam-do,Apartments,2006-03-01,93.4
Chungcheongnam-do,Apartments,2006-04-01,93.5
Chungcheongnam-do,Apartments,2006-05-01,93.6
Chungcheongnam-do,Apartments,2006-06-01,93.5
Chungcheongnam-do,Apartments,2006-07-01,93.3
Chungcheongnam-do,Apartments,2006-08-01,93.0
Chungcheongnam-do,Apartments,2006-09-01,92.9
Chungcheongnam-do,Apartments,2006-10-01,92.8
Chungcheongnam-do,Apartments,2006-11-01,92.6
Chungcheongnam-do,Apartments,2006-12-01,92.6
Chungcheongnam-do,Apartments,2007-01-01,92.5
Chungcheongnam-do,Apartments,2007-02-01,92.4
Chungcheongnam-do,Apartments,2007-03-01,92.3
Chungcheongnam-do,Apartments,2007-04-01,92.2
Chungcheongnam-do,Apartments,2007-05-01,92.0
Chungcheongnam-do,Apartments,2007-06-01,92.0
Chungcheongnam-do,Apartments,2007-07-01,91.9
Chungcheongnam-do,Apartments,2007-08-01,91.8
Chungcheongnam-do,Apartments,2007-09-01,91.8
Chungcheongnam-do,Apartments,2007-10-01,91.8
Chungcheongnam-do,Apartments,2007-11-01,91.7
Chungcheongnam-do,Apartments,2007-12-01,91.7
Chungcheongnam-do,Apartments,2008-01-01,91.5
Chungcheongnam-do,Apartments,2008-02-01,91.4
Chungcheongnam-do,Apartments,2008-03-01,91.3
Chungcheongnam-do,Apartments,2008-04-01,91.1
Chungcheongnam-do,Apartments,2008-05-01,91.2
Chungcheongnam-do,Apartments,2008-06-01,91.7
Chungcheongnam-do,Apartments,2008-07-01,92.2
Chungcheongnam-do,Apartments,2008-08-01,92.5
Chungcheongnam-do,Apartments,2008-09-01,93.5
Chungcheongnam-do,Apartments,2008-10-01,93.8
Chungcheongnam-do,Apartments,2008-11-01,93.8
Chungcheongnam-do,Apartments,2008-12-01,93.6
Chungcheongnam-do,Apartments,2009-01-01,93.2
Chungcheongnam-do,Apartments,2009-02-01,92.9
Chungcheongnam-do,Apartments,2009-03-01,92.6
Chungcheongnam-do,Apartments,2009-04-01,92.5
Chungcheongnam-do,Apartments,2009-05-01,92.5
Chungcheongnam-do,Apartments,2009-06-01,92.3
Chungcheongnam-do,Apartments,2009-07-01,92.3
Chungcheongnam-do,Apartments,2009-08-01,92.4
Chungcheongnam-do,Apartments,2009-09-01,92.7
Chungcheongnam-do,Apartments,2009-10-01,93.0
Chungcheongnam-do,Apartments,2009-11-01,93.2
Chungcheongnam-do,Apartments,2009-12-01,93.3
Chungcheongnam-do,Apartments,2010-01-01,93.4
Chungcheongnam-do,Apartments,2010-02-01,93.6
Chungcheongnam-do,Apartments,2010-03-01,93.8
Chungcheongnam-do,Apartments,2010-04-01,93.9
Chungcheongnam-do,Apartments,2010-05-01,93.9
Chungcheongnam-do,Apartments,2010-06-01,94.0
Chungcheongnam-do,Apartments,2010-07-01,94.0
Chungcheongnam-do,Apartments,2010-08-01,94.1
Chungcheongnam-do,Apartments,2010-09-01,94.2
Chungcheongnam-do,Apartments,2010-10-01,94.3
Chungcheongnam-do,Apartments,2010-11-01,94.6
Chungcheongnam-do,Apartments,2010-12-01,94.8
Chungcheongnam-do,Apartments,2011-01-01,95.0
Chungcheongnam-do,Apartments,2011-02-01,95.5
Chungcheongnam-do,Apartments,2011-03-01,96.4
Chungcheongnam-do,Apartments,2011-04-01,97.8
Chungcheongnam-do,Apartments,2011-05-01,99.1
Chungcheongnam-do,Apartments,2011-06-01,100.0
Chungcheongnam-do,Apartments,2011-07-01,100.9
Chungcheongnam-do,Apartments,2011-08-01,102.2
Chungcheongnam-do,Apartments,2011-09-01,103.4
Chungcheongnam-do,Apartments,2011-10-01,104.8
Chungcheongnam-do,Apartments,2011-11-01,106.5
Chungcheongnam-do,Apartments,2011-12-01,107.2
Chungcheongnam-do,Apartments,2012-01-01,108.0
Chungcheongnam-do,Apartments,2012-02-01,108.6
Chungcheongnam-do,Apartments,2012-03-01,109.6
Chungcheongnam-do,Apartments,2012-04-01,111.2
Chungcheongnam-do,Apartments,2012-05-01,112.0
Chungcheongnam-do,Apartments,2012-06-01,112.8
Chungcheongnam-do,Apartments,2012-07-01,113.8
Chungcheongnam-do,Apartments,2012-08-01,114.3
Chungcheongnam-do,Apartments,2012-09-01,115.1
Chungcheongnam-do,Apartments,2012-10-01,115.9
Chungcheongnam-do,Apartments,2012-11-01,117.0
Chungcheongnam-do,Apartments,2012-12-01,117.6
Chungcheongnam-do,Row Houses,2003-09-01,106.4
Chungcheongnam-do,Row Houses,2003-10-01,105.2
Chungcheongnam-do,Row Houses,2003-11-01,103.9
Chungcheongnam-do,Row Houses,2003-12-01,101.3
Chungcheongnam-do,Row Houses,2004-01-01,101.2
Chungcheongnam-do,Row Houses,2004-02-01,101.3
Chungcheongnam-do,Row Houses,2004-03-01,100.6
Chungcheongnam-do,Row Houses,2004-04-01,100.3
Chungcheongnam-do,Row Houses,2004-05-01,101.8
Chungcheongnam-do,Row Houses,2004-06-01,100.4
Chungcheongnam-do,Row Houses,2004-07-01,99.6
Chungcheongnam-do,Row Houses,2004-08-01,97.2
Chungcheongnam-do,Row Houses,2004-09-01,97.2
Chungcheongnam-do,Row Houses,2004-10-01,96.9
Chungcheongnam-do,Row Houses,2004-11-01,94.1
Chungcheongnam-do,Row Houses,2004-12-01,93.4
Chungcheongnam-do,Row Houses,2005-01-01,92.7
Chungcheongnam-do,Row Houses,2005-02-01,92.7
Chungcheongnam-do,Row Houses,2005-03-01,92.7
Chungcheongnam-do,Row Houses,2005-04-01,92.9
Chungcheongnam-do,Row Houses,2005-05-01,93.5
Chungcheongnam-do,Row Houses,2005-06-01,93.2
Chungcheongnam-do,Row Houses,2005-07-01,93.2
Chungcheongnam-do,Row Houses,2005-08-01,93.4
Chungcheongnam-do,Row Houses,2005-09-01,92.9
Chungcheongnam-do,Row Houses,2005-10-01,92.4
Chungcheongnam-do,Row Houses,2005-11-01,91.8
Chungcheongnam-do,Row Houses,2005-12-01,91.8
Chungcheongnam-do,Row Houses,2006-01-01,92.1
Chungcheongnam-do,Row Houses,2006-02-01,91.9
Chungcheongnam-do,Row Houses,2006-03-01,91.9
Chungcheongnam-do,Row Houses,2006-04-01,92.1
Chungcheongnam-do,Row Houses,2006-05-01,91.7
Chungcheongnam-do,Row Houses,2006-06-01,91.4
Chungcheongnam-do,Row Houses,2006-07-01,91.4
Chungcheongnam-do,Row Houses,2006-08-01,91.2
Chungcheongnam-do,Row Houses,2006-09-01,91.0
Chungcheongnam-do,Row Houses,2006-10-01,91.0
Chungcheongnam-do,Row Houses,2006-11-01,91.9
Chungcheongnam-do,Row Houses,2006-12-01,92.1
Chungcheongnam-do,Row Houses,2007-01-01,92.4
Chungcheongnam-do,Row Houses,2007-02-01,92.5
Chungcheongnam-do,Row Houses,2007-03-01,92.5
Chungcheongnam-do,Row Houses,2007-04-01,92.2
Chungcheongnam-do,Row Houses,2007-05-01,92.2
Chungcheongnam-do,Row Houses,2007-06-01,92.2
Chungcheongnam-do,Row Houses,2007-07-01,92.2
Chungcheongnam-do,Row Houses,2007-08-01,92.2
Chungcheongnam-do,Row Houses,2007-09-01,93.0
Chungcheongnam-do,Row Houses,2007-10-01,93.1
Chungcheongnam-do,Row Houses,2007-11-01,93.1
Chungcheongnam-do,Row Houses,2007-12-01,93.1
Chungcheongnam-do,Row Houses,2008-01-01,93.1
Chungcheongnam-do,Row Houses,2008-02-01,93.1
Chungcheongnam-do,Row Houses,2008-03-01,93.5
Chungcheongnam-do,Row Houses,2008-04-01,93.5
Chungcheongnam-do,Row Houses,2008-05-01,93.5
Chungcheongnam-do,Row Houses,2008-06-01,94.4
