Region,By Housing Type,Date,Price_Index
Seoul Metropolitan Area,Row Houses,2003-12-01,70.6
Seoul Metropolitan Area,Row Houses,2004-01-01,70.2
Seoul Metropolitan Area,Row Houses,2004-02-01,70.1
Seoul Metropolitan Area,Row Houses,2004-03-01,70.2
Seoul Metropolitan Area,Row Houses,2004-04-01,70.1
Seoul Metropolitan Area,Row Houses,2004-05-01,69.9
Seoul Metropolitan Area,Row Houses,2004-06-01,69.4
Seoul Metropolitan Area,Row Houses,2004-07-01,69.0
Seoul Metropolitan Area,Row Houses,2004-08-01,68.6
Seoul Metropolitan Area,Row Houses,2004-09-01,68.2
Seoul Metropolitan Area,Row Houses,2004-10-01,67.8
Seoul Metropolitan Area,Row Houses,2004-11-01,67.3
Seoul Metropolitan Area,Row Houses,2004-12-01,66.8
Seoul Metropolitan Area,Row Houses,2005-01-01,66.5
Seoul Metropolitan Area,Row Houses,2005-02-01,66.5
Seoul Metropolitan Area,Row Houses,2005-03-01,66.6
Seoul Metropolitan Area,Row Houses,2005-04-01,66.7
Seoul Metropolitan Area,Row Houses,2005-05-01,66.7
Seoul Metropolitan Area,Row Houses,2005-06-01,66.9
Seoul Metropolitan Area,Row Houses,2005-07-01,67.3
Seoul Metropolitan Area,Row Houses,2005-08-01,67.5
Seoul Metropolitan Area,Row Houses,2005-09-01,67.8
Seoul Metropolitan Area,Row Houses,2005-10-01,67.8
Seoul Metropolitan Area,Row Houses,2005-11-01,67.9
Seoul Metropolitan Area,Row Houses,2005-12-01,68.0
Seoul Metropolitan Area,Row Houses,2006-01-01,68.2
Seoul Metropolitan Area,Row Houses,2006-02-01,68.5
Seoul Metropolitan Area,Row Houses,2006-03-01,68.9
Seoul Metropolitan Area,Row Houses,2006-04-01,69.5
Seoul Metropolitan Area,Row Houses,2006-05-01,70.2
Seoul Metropolitan Area,Row Houses,2006-06-01,70.9
Seoul Metropolitan Area,Row Houses,2006-07-01,71.2
Seoul Metropolitan Area,Row Houses,2006-08-01,71.8
Seoul Metropolitan Area,Row Houses,2006-09-01,72.8
Seoul Metropolitan Area,Row Houses,2006-10-01,74.5
Seoul Metropolitan Area,Row Houses,2006-11-01,77.5
Seoul Metropolitan Area,Row Houses,2006-12-01,80.2
Seoul Metropolitan Area,Row Houses,2007-01-01,81.3
Seoul Metropolitan Area,Row Houses,2007-02-01,82.2
Seoul Metropolitan Area,Row Houses,2007-03-01,82.8
Seoul Metropolitan Area,Row Houses,2007-04-01,83.5
Seoul Metropolitan Area,Row Houses,2007-05-01,84.1
Seoul Metropolitan Area,Row Houses,2007-06-01,84.6
Seoul Metropolitan Area,Row Houses,2007-07-01,85.4
Seoul Metropolitan Area,Row Houses,2007-08-01,85.8
Seoul Metropolitan Area,Row Houses,2007-09-01,86.7
Seoul Metropolitan Area,Row Houses,2007-10-01,87.4
Seoul Metropolitan Area,Row Houses,2007-11-01,88.1
Seoul Metropolitan Area,Row Houses,2007-12-01,88.8
Seoul Metropolitan Area,Row Houses,2008-01-01,89.7
Seoul Metropolitan Area,Row Houses,2008-02-01,90.5
Seoul Metropolitan Area,Row Houses,2008-03-01,92.3
Seoul Metropolitan Area,Row Houses,2008-04-01,93.5
Seoul Metropolitan Area,Row Houses,2008-05-01,94.8
Seoul Metropolitan Area,Row Houses,2008-06-01,96.2
Seoul Metropolitan Area,Row Houses,2008-07-01,97.3
Seoul Metropolitan Area,Row Houses,2008-08-01,98.1
Seoul Metropolitan Area,Row Houses,2008-09-01,98.6
Seoul Metropolitan Area,Row Houses,2008-10-01,98.8
Seoul Metropolitan Area,Row Houses,2008-11-01,98.6
Seoul Metropolitan Area,Row Houses,2008-12-01,97.9
Seoul Metropolitan Area,Row Houses,2009-01-01,97.3
Seoul Metropolitan Area,Row Houses,2009-02-01,97.0
Seoul Metropolitan Area,Row Houses,2009-03-01,96.9
Seoul Metropolitan Area,Row Houses,2009-04-01,97.0
Seoul Metropolitan Area,Row Houses,2009-05-01,97.0
Seoul Metropolitan Area,Row Houses,2009-06-01,97.3
Seoul Metropolitan Area,Row Houses,2009-07-01,97.5
Seoul Metropolitan Area,Row Houses,2009-08-01,98.0
Seoul Metropolitan Area,Row Houses,2009-09-01,98.9
Seoul Metropolitan Area,Row Houses,2009-10-01,99.4
Seoul Metropolitan Area,Row Houses,2009-11-01,99.6
Seoul Metropolitan Area,Row Houses,2009-12-01,99.7
Seoul Metropolitan Area,Row Houses,2010-01-01,99.8
Seoul Metropolitan Area,Row Houses,2010-02-01,99.9
Seoul Metropolitan Area,Row Houses,2010-03-01,100.1
Seoul Metropolitan Area,Row Houses,2010-04-01,100.2
Seoul Metropolitan Area,Row Houses,2010-05-01,100.1
Seoul Metropolitan Area,Row Houses,2010-06-01,100.0
Seoul Metropolitan Area,Row Houses,2010-07-01,99.7
Seoul Metropolitan Area,Row Houses,2010-08-01,99.4
Seoul Metropolitan Area,Row Houses,2010-09-01,99.3
Seoul Metropolitan Area,Row Houses,2010-10-01,99.2
Seoul Metropolitan Area,Row Houses,2010-11-01,99.2
Seoul Metropolitan Area,Row Houses,2010-12-01,99.2
Seoul Metropolitan Area,Row Houses,2011-01-01,99.3
Seoul Metropolitan Area,Row Houses,2011-02-01,99.5
Seoul Metropolitan Area,Row Houses,2011-03-01,99.8
Seoul Metropolitan Area,Row Houses,2011-04-01,99.9
Seoul Metropolitan Area,Row Houses,2011-05-01,100.0
Seoul Metropolitan Area,Row Houses,2011-06-01,100.0
Seoul Metropolitan Area,Row Houses,2011-07-01,100.0
Seoul Metropolitan Area,Row Houses,2011-08-01,100.1
Seoul Metropolitan Area,Row Houses,2011-09-01,100.1
Seoul Metropolitan Area,Row Houses,2011-10-01,100.1
Seoul Metropolitan Area,Row Houses,2011-11-01,100.0
Seoul Metropolitan Area,Row Houses,2011-12-01,99.9
Seoul Metropolitan Area,Row Houses,2012-01-01,99.8
Seoul Metropolitan Area,Row Houses,2012-02-01,99.7
Seoul Metropolitan Area,Row Houses,2012-03-01,99.7
Seoul Metropolitan Area,Row Houses,2012-04-01,99.5
Seoul Metropolitan Area,Row Houses,2012-05-01,99.4
Seoul Metropolitan Area,Row Houses,2012-06-01,99.2
Seoul Metropolitan Area,Row Houses,2012-07-01,98.9
Seoul Metropolitan Area,Row Houses,2012-08-01,98.8
Seoul Metropolitan Area,Row Houses,2012-09-01,98.6
Seoul Metropolitan Area,Row Houses,2012-10-01,98.5
Seoul Metropolitan Area,Row Houses,2012-11-01,98.3
Seoul Metropolitan Area,Row Houses,2012-12-01,98.2
Seoul Metropolitan Area,Total,1999-01-01,46.2
Seoul Metropolitan Area,Total,1999-02-01,46.3
Seoul Metropolitan Area,Total,1999-03-01,46.5
Seoul Metropolitan Area,Total,1999-04-01,46.4
Seoul Metropolitan Area,Total,1999-05-01,46.6
Seoul Metropolitan Area,Total,1999-06-01,46.8
Seoul Metropolitan Area,Total,1999-07-01,47.0
Seoul Metropolitan Area,Total,1999-08-01,47.6
Seoul Metropolitan Area,Total,1999-09-01,48.1
Seoul Metropolitan Area,Total,1999-10-01,48.2
Seoul Metropolitan Area,Total,1999-11-01,48.1
Seoul Metropolitan Area,Total,1999-12-01,48.1
Seoul Metropolitan Area,Total,2000-01-01,48.3
Seoul Metropolitan Area,Total,2000-02-01,48.7
Seoul Metropolitan Area,Total,2000-03-01,49.0
Seoul Metropolitan Area,Total,2000-04-01,49.2
Seoul Metropolitan Area,Total,2000-05-01,49.1
Seoul Metropolitan Area,Total,2000-06-01,49.0
Seoul Metropolitan Area,Total,2000-07-01,49.1
Seoul Metropolitan Area,Total,2000-08-01,49.3
Seoul Metropolitan Area,Total,2000-09-01,49.6
Seoul Metropolitan Area,Total,2000-10-01,49.8
Seoul Metropolitan Area,Total,2000-11-01,49.5
Seoul Metropolitan Area,Total,2000-12-01,49.2
Seoul Metropolitan Area,Total,2001-01-01,49.2
Seoul Metropolitan Area,Total,2001-02-01,49.5
Seoul Metropolitan Area,Total,2001-03-01,49.9
Seoul Metropolitan Area,Total,2001-04-01,50.4
Seoul Metropolitan Area,Total,2001-05-01,50.9
Seoul Metropolitan Area,Total,2001-06-01,51.5
Seoul Metropolitan Area,Total,2001-07-01,52.5
Seoul Metropolitan Area,Total,2001-08-01,54.0
Seoul Metropolitan Area,Total,2001-09-01,55.1
Seoul Metropolitan Area,Total,2001-10-01,55.3
Seoul Metropolitan Area,Total,2001-11-01,55.5
Seoul Metropolitan Area,Total,2001-12-01,56.0
Seoul Metropolitan Area,Total,2002-01-01,58.0
Seoul Metropolitan Area,Total,2002-02-01,59.9
Seoul Metropolitan Area,Total,2002-03-01,61.6
Seoul Metropolitan Area,Total,2002-04-01,62.3
Seoul Metropolitan Area,Total,2002-05-01,62.7
Seoul Metropolitan Area,Total,2002-06-01,63.1
Seoul Metropolitan Area,Total,2002-07-01,64.0
Seoul Metropolitan Area,Total,2002-08-01,65.6
Seoul Metropolitan Area,Total,2002-09-01,67.8
Seoul Metropolitan Area,Total,2002-10-01,68.1
Seoul Metropolitan Area,Total,2002-11-01,68.1
Seoul Metropolitan Area,Total,2002-12-01,68.2
Seoul Metropolitan Area,Total,2003-01-01,67.9
Seoul Metropolitan Area,Total,2003-02-01,68.1
Seoul Metropolitan Area,Total,2003-03-01,68.6
Seoul Metropolitan Area,Total,2003-04-01,69.4
Seoul Metropolitan Area,Total,2003-05-01,70.9
Seoul Metropolitan Area,Total,2003-06-01,71.5
Seoul Metropolitan Area,Total,2003-07-01,71.8
Seoul Metropolitan Area,Total,2003-08-01,72.2
Seoul Metropolitan Area,Total,2003-09-01,73.2
Seoul Metropolitan Area,Total,2003-10-01,74.2
Seoul Metropolitan Area,Total,2003-11-01,73.9
Seoul Metropolitan Area,Total,2003-12-01,73.3
Seoul Metropolitan Area,Total,2004-01-01,73.0
Seoul Metropolitan Area,Total,2004-02-01,73.2
Seoul Metropolitan Area,Total,2004-03-01,73.5
Seoul Metropolitan Area,Total,2004-04-01,73.6
Seoul Metropolitan Area,Total,2004-05-01,73.6
Seoul Metropolitan Area,Total,2004-06-01,73.3
Seoul Metropolitan Area,Total,2004-07-01,73.0
Seoul Metropolitan Area,Total,2004-08-01,72.6
Seoul Metropolitan Area,Total,2004-09-01,72.3
Seoul Metropolitan Area,Total,2004-10-01,71.9
Seoul Metropolitan Area,Total,2004-11-01,71.5
Seoul Metropolitan Area,Total,2004-12-01,71.2
Seoul Metropolitan Area,Total,2005-01-01,70.9
Seoul Metropolitan Area,Total,2005-02-01,71.2
Seoul Metropolitan Area,Total,2005-03-01,71.5
Seoul Metropolitan Area,Total,2005-04-01,72.0
Seoul Metropolitan Area,Total,2005-05-01,72.4
Seoul Metropolitan Area,Total,2005-06-01,73.3
Seoul Metropolitan Area,Total,2005-07-01,74.2
Seoul Metropolitan Area,Total,2005-08-01,74.5
Seoul Metropolitan Area,Total,2005-09-01,74.7
Seoul Metropolitan Area,Total,2005-10-01,74.6
Seoul Metropolitan Area,Total,2005-11-01,74.6
Seoul Metropolitan Area,Total,2005-12-01,74.8
Seoul Metropolitan Area,Total,2006-01-01,75.2
Seoul Metropolitan Area,Total,2006-02-01,75.7
Seoul Metropolitan Area,Total,2006-03-01,76.4
Seoul Metropolitan Area,Total,2006-04-01,77.5
Seoul Metropolitan Area,Total,2006-05-01,78.8
Seoul Metropolitan Area,Total,2006-06-01,79.5
Seoul Metropolitan Area,Total,2006-07-01,79.8
Seoul Metropolitan Area,Total,2006-08-01,80.2
Seoul Metropolitan Area,Total,2006-09-01,80.9
Seoul Metropolitan Area,Total,2006-10-01,82.7
Seoul Metropolitan Area,Total,2006-11-01,87.2
Seoul Metropolitan Area,Total,2006-12-01,90.0
Seoul Metropolitan Area,Total,2007-01-01,91.3
Seoul Metropolitan Area,Total,2007-02-01,91.9
Seoul Metropolitan Area,Total,2007-03-01,92.2
Seoul Metropolitan Area,Total,2007-04-01,92.4
Seoul Metropolitan Area,Total,2007-05-01,92.5
Seoul Metropolitan Area,Total,2007-06-01,92.8
Seoul Metropolitan Area,Total,2007-07-01,93.2
Seoul Metropolitan Area,Total,2007-08-01,93.5
Seoul Metropolitan Area,Total,2007-09-01,93.9
Seoul Metropolitan Area,Total,2007-10-01,94.3
Seoul Metropolitan Area,Total,2007-11-01,94.8
Seoul Metropolitan Area,Total,2007-12-01,95.0
Seoul Metropolitan Area,Total,2008-01-01,95.5
Seoul Metropolitan Area,Total,2008-02-01,96.0
Seoul Metropolitan Area,Total,2008-03-01,97.2
Seoul Metropolitan Area,Total,2008-04-01,98.6
Seoul Metropolitan Area,Total,2008-05-01,99.6
Seoul Metropolitan Area,Total,2008-06-01,100.5
Seoul Metropolitan Area,Total,2008-07-01,101.1
Seoul Metropolitan Area,Total,2008-08-01,101.4
Seoul Metropolitan Area,Total,2008-09-01,101.6
Seoul Metropolitan Area,Total,2008-10-01,101.5
Seoul Metropolitan Area,Total,2008-11-01,100.8
Seoul Metropolitan Area,Total,2008-12-01,99.7
Seoul Metropolitan Area,Total,2009-01-01,99.0
Seoul Metropolitan Area,Total,2009-02-01,98.7
Seoul Metropolitan Area,Total,2009-03-01,98.4
Seoul Metropolitan Area,Total,2009-04-01,98.5
Seoul Metropolitan Area,Total,2009-05-01,98.6
Seoul Metropolitan Area,Total,2009-06-01,98.9
Seoul Metropolitan Area,Total,2009-07-01,99.3
Seoul Metropolitan Area,Total,2009-08-01,99.7
Seoul Metropolitan Area,Total,2009-09-01,100.6
Seoul Metropolitan Area,Total,2009-10-01,101.0
Seoul Metropolitan Area,Total,2009-11-01,101.0
Seoul Metropolitan Area,Total,2009-12-01,101.0
Seoul Metropolitan Area,Total,2010-01-01,101.0
Seoul Metropolitan Area,Total,2010-02-01,101.2
Seoul Metropolitan Area,Total,2010-03-01,101.2
Seoul Metropolitan Area,Total,2010-04-01,101.1
Seoul Metropolitan Area,Total,2010-05-01,100.8
Seoul Metropolitan Area,Total,2010-06-01,100.4
Seoul Metropolitan Area,Total,2010-07-01,99.9
Seoul Metropolitan Area,Total,2010-08-01,99.5
Seoul Metropolitan Area,Total,2010-09-01,99.4
Seoul Metropolitan Area,Total,2010-10-01,99.2
Seoul Metropolitan Area,Total,2010-11-01,99.2
Seoul Metropolitan Area,Total,2010-12-01,99.2
Seoul Metropolitan Area,Total,2011-01-01,99.4
Seoul Metropolitan Area,Total,2011-02-01,99.6
Seoul Metropolitan Area,Total,2011-03-01,99.9
Seoul Metropolitan Area,Total,2011-04-01,100.0
Seoul Metropolitan Area,Total,2011-05-01,100.0
Seoul Metropolitan Area,Total,2011-06-01,100.0
Seoul Metropolitan Area,Total,2011-07-01,99.9
Seoul Metropolitan Area,Total,2011-08-01,99.9
Seoul Metropolitan Area,Total,2011-09-01,99.9
Seoul Metropolitan Area,Total,2011-10-01,99.9
Seoul Metropolitan Area,Total,2011-11-01,99.8
Seoul Metropolitan Area,Total,2011-12-01,99.7
Seoul Metropolitan Area,Total,2012-01-01,99.6
Seoul Metropolitan Area,Total,2012-02-01,99.5
Seoul Metropolitan Area,Total,2012-03-01,99.3
Seoul Metropolitan Area,Total,2012-04-01,99.0
Seoul Metropolitan Area,Total,2012-05-01,98.8
Seoul Metropolitan Area,Total,2012-06-01,98.6
Seoul Metropolitan Area,Total,2012-07-01,98.3
Seoul Metropolitan Area,Total,2012-08-01,98.0
Seoul Metropolitan Area,Total,2012-09-01,97.6
Seoul Metropolitan Area,Total,2012-10-01,97.2
Seoul Metropolitan Area,Total,2012-11-01,96.9
Seoul Metropolitan Area,Total,2012-12-01,96.7
Seoul Metropolitan Area,single,1999-01-01,61.2
Seoul Metropolitan Area,single,1999-02-01,61.2
Seoul Metropolitan Area,single,1999-03-01,61.1
Seoul Metropolitan Area,single,1999-04-01,60.9
Seoul Metropolitan Area,single,1999-05-01,60.8
Seoul Metropolitan Area,single,1999-06-01,60.8
Seoul Metropolitan Area,single,1999-07-01,60.8
Seoul Metropolitan Area,single,1999-08-01,61.0
Seoul Metropolitan Area,single,1999-09-01,61.3
Seoul Metropolitan Area,single,1999-10-01,61.4
Seoul Metropolitan Area,single,1999-11-01,61.3
Seoul Metropolitan Area,single,1999-12-01,61.3
Seoul Metropolitan Area,single,2000-01-01,61.3
Seoul Metropolitan Area,single,2000-02-01,61.5
Seoul Metropolitan Area,single,2000-03-01,61.6
Seoul Metropolitan Area,single,2000-04-01,61.9
Seoul Metropolitan Area,single,2000-05-01,62.0
Seoul Metropolitan Area,single,2000-06-01,61.7
Seoul Metropolitan Area,single,2000-07-01,61.7
Seoul Metropolitan Area,single,2000-08-01,62.0
Seoul Metropolitan Area,single,2000-09-01,62.2
Seoul Metropolitan Area,single,2000-10-01,62.2
Seoul Metropolitan Area,single,2000-11-01,62.1
Seoul Metropolitan Area,single,2000-12-01,62.0
Seoul Metropolitan Area,single,2001-01-01,61.8
Seoul Metropolitan Area,single,2001-02-01,62.0
Seoul Metropolitan Area,single,2001-03-01,62.2
Seoul Metropolitan Area,single,2001-04-01,62.6
Seoul Metropolitan Area,single,2001-05-01,63.1
Seoul Metropolitan Area,single,2001-06-01,63.4
Seoul Metropolitan Area,single,2001-07-01,63.8
Seoul Metropolitan Area,single,2001-08-01,64.9
Seoul Metropolitan Area,single,2001-09-01,65.9
Seoul Metropolitan Area,single,2001-10-01,66.0
Seoul Metropolitan Area,single,2001-11-01,66.2
Seoul Metropolitan Area,single,2001-12-01,66.3
Seoul Metropolitan Area,single,2002-01-01,66.9
Seoul Metropolitan Area,single,2002-02-01,68.0
Seoul Metropolitan Area,single,2002-03-01,69.1
Seoul Metropolitan Area,single,2002-04-01,70.1
Seoul Metropolitan Area,single,2002-05-01,70.8
Seoul Metropolitan Area,single,2002-06-01,71.3
Seoul Metropolitan Area,single,2002-07-01,72.0
Seoul Metropolitan Area,single,2002-08-01,72.9
Seoul Metropolitan Area,single,2002-09-01,74.0
Seoul Metropolitan Area,single,2002-10-01,74.7
Seoul Metropolitan Area,single,2002-11-01,74.9
Seoul Metropolitan Area,single,2002-12-01,75.0
Seoul Metropolitan Area,single,2003-01-01,75.3
Seoul Metropolitan Area,single,2003-02-01,75.6
Seoul Metropolitan Area,single,2003-03-01,76.4
Seoul Metropolitan Area,single,2003-04-01,76.8
Seoul Metropolitan Area,single,2003-05-01,77.6
Seoul Metropolitan Area,single,2003-06-01,77.9
Seoul Metropolitan Area,single,2003-07-01,78.3
Seoul Metropolitan Area,single,2003-08-01,78.4
Seoul Metropolitan Area,single,2003-09-01,78.9
Seoul Metropolitan Area,single,2003-10-01,79.2
Seoul Metropolitan Area,single,2003-11-01,78.9
Seoul Metropolitan Area,single,2003-12-01,78.4
Seoul Metropolitan Area,single,2004-01-01,78.2
Seoul Metropolitan Area,single,2004-02-01,78.4
Seoul Metropolitan Area,single,2004-03-01,78.7
Seoul Metropolitan Area,single,2004-04-01,78.8
Seoul Metropolitan Area,single,2004-05-01,78.8
Seoul Metropolitan Area,single,2004-06-01,78.6
Seoul Metropolitan Area,single,2004-07-01,78.3
Seoul Metropolitan Area,single,2004-08-01,77.9
Seoul Metropolitan Area,single,2004-09-01,77.7
Seoul Metropolitan Area,single,2004-10-01,77.5
Seoul Metropolitan Area,single,2004-11-01,77.3
Seoul Metropolitan Area,single,2004-12-01,77.0
Seoul Metropolitan Area,single,2005-01-01,76.9
Seoul Metropolitan Area,single,2005-02-01,76.9
Seoul Metropolitan Area,single,2005-03-01,77.0
Seoul Metropolitan Area,single,2005-04-01,77.2
Seoul Metropolitan Area,single,2005-05-01,77.3
Seoul Metropolitan Area,single,2005-06-01,77.6
Seoul Metropolitan Area,single,2005-07-01,78.0
Seoul Metropolitan Area,single,2005-08-01,78.3
Seoul Metropolitan Area,single,2005-09-01,78.7
Seoul Metropolitan Area,single,2005-10-01,78.7
Seoul Metropolitan Area,single,2005-11-01,78.7
Seoul Metropolitan Area,single,2005-12-01,78.9
Seoul Metropolitan Area,single,2006-01-01,79.2
Seoul Metropolitan Area,single,2006-02-01,79.4
Seoul Metropolitan Area,single,2006-03-01,79.7
Seoul Metropolitan Area,single,2006-04-01,80.3
Seoul Metropolitan Area,single,2006-05-01,81.0
Seoul Metropolitan Area,single,2006-06-01,81.5
Seoul Metropolitan Area,single,2006-07-01,81.9
Seoul Metropolitan Area,single,2006-08-01,82.2
Seoul Metropolitan Area,single,2006-09-01,82.6
Seoul Metropolitan Area,single,2006-10-01,83.7
Seoul Metropolitan Area,single,2006-11-01,85.7
Seoul Metropolitan Area,single,2006-12-01,87.2
Seoul Metropolitan Area,single,2007-01-01,87.9
Seoul Metropolitan Area,single,2007-02-01,88.3
Seoul Metropolitan Area,single,2007-03-01,88.6
Seoul Metropolitan Area,single,2007-04-01,89.0
Seoul Metropolitan Area,single,2007-05-01,89.3
Seoul Metropolitan Area,single,2007-06-01,89.6
Seoul Metropolitan Area,single,2007-07-01,90.1
Seoul Metropolitan Area,single,2007-08-01,90.3
Seoul Metropolitan Area,single,2007-09-01,90.7
Seoul Metropolitan Area,single,2007-10-01,91.2
Seoul Metropolitan Area,single,2007-11-01,91.8
Seoul Metropolitan Area,single,2007-12-01,92.2
Seoul Metropolitan Area,single,2008-01-01,92.6
Seoul Metropolitan Area,single,2008-02-01,93.1
Seoul Metropolitan Area,single,2008-03-01,94.1
Seoul Metropolitan Area,single,2008-04-01,95.0
Seoul Metropolitan Area,single,2008-05-01,95.6
Seoul Metropolitan Area,single,2008-06-01,96.5
Seoul Metropolitan Area,single,2008-07-01,97.0
Seoul Metropolitan Area,single,2008-08-01,97.3
Seoul Metropolitan Area,single,2008-09-01,97.5
Seoul Metropolitan Area,single,2008-10-01,97.5
Seoul Metropolitan Area,single,2008-11-01,97.3
Seoul Metropolitan Area,single,2008-12-01,96.8
Seoul Metropolitan Area,single,2009-01-01,96.6
Seoul Metropolitan Area,single,2009-02-01,96.6
Seoul Metropolitan Area,single,2009-03-01,96.6
Seoul Metropolitan Area,single,2009-04-01,96.8
Seoul Metropolitan Area,single,2009-05-01,96.9
Seoul Metropolitan Area,single,2009-06-01,97.0
Seoul Metropolitan Area,single,2009-07-01,97.3
Seoul Metropolitan Area,single,2009-08-01,97.7
Seoul Metropolitan Area,single,2009-09-01,98.3
Seoul Metropolitan Area,single,2009-10-01,98.7
Seoul Metropolitan Area,single,2009-11-01,98.8
Seoul Metropolitan Area,single,2009-12-01,98.8
Seoul Metropolitan Area,single,2010-01-01,98.9
Seoul Metropolitan Area,single,2010-02-01,99.0
Seoul Metropolitan Area,single,2010-03-01,99.2
Seoul Metropolitan Area,single,2010-04-01,99.4
Seoul Metropolitan Area,single,2010-05-01,99.4
Seoul Metropolitan Area,single,2010-06-01,99.4
Seoul Metropolitan Area,single,2010-07-01,99.3
Seoul Metropolitan Area,single,2010-08-01,99.2
Seoul Metropolitan Area,single,2010-09-01,99.1
Seoul Metropolitan Area,single,2010-10-01,99.1
Seoul Metropolitan Area,single,2010-11-01,99.2
Seoul Metropolitan Area,single,2010-12-01,99.2
Seoul Metropolitan Area,single,2011-01-01,99.3
Seoul Metropolitan Area,single,2011-02-01,99.5
Seoul Metropolitan Area,single,2011-03-01,99.8
Seoul Metropolitan Area,single,2011-04-01,99.9
Seoul Metropolitan Area,single,2011-05-01,99.9
Seoul Metropolitan Area,single,2011-06-01,100.0
Seoul Metropolitan Area,single,2011-07-01,100.1
Seoul Metropolitan Area,single,2011-08-01,100.2
Seoul Metropolitan Area,single,2011-09-01,100.4
Seoul Metropolitan Area,single,2011-10-01,100.4
Seoul Metropolitan Area,single,2011-11-01,100.5
Seoul Metropolitan Area,single,2011-12-01,100.5
Seoul Metropolitan Area,single,2012-01-01,100.4
Seoul Metropolitan Area,single,2012-02-01,100.5
Seoul Metropolitan Area,single,2012-03-01,100.5
Seoul Metropolitan Area,single,2012-04-01,100.5
Seoul Metropolitan Area,single,2012-05-01,100.5
Seoul Metropolitan Area,single,2012-06-01,100.4
Seoul Metropolitan Area,single,2012-07-01,100.3
Seoul Metropolitan Area,single,2012-08-01,100.3
Seoul Metropolitan Area,single,2012-09-01,100.2
Seoul Metropolitan Area,single,2012-10-01,100.2
Seoul Metropolitan Area,single,2012-11-01,100.1
Seoul Metropolitan Area,single,2012-12-01,100.1
Whole Country,Apartments,1986-01-01,24.7
Whole Country,Apartments,1986-02-01,24.7
Whole Country,Apartments,1986-03-01,24.7
Whole Country,Apartments,1986-04-01,24.5
Whole Country,Apartments,1986-05-01,24.4
Whole Country,Apartments,1986-06-01,24.2
Whole Country,Apartments,1986-07-01,24.1
Whole Country,Apartments,1986-08-01,24.0
Whole Country,Apartments,1986-09-01,24.1
Whole Country,Apartments,1986-10-01,24.1
Whole Country,Apartments,1986-11-01,23.9
Whole Country,Apartments,1986-12-01,23.7
Whole Country,Apartments,1987-01-01,23.6
Whole Country,Apartments,1987-02-01,23.5
Whole Country,Apartments,1987-03-01,23.5
Whole Country,Apartments,1987-04-01,23.5
Whole Country,Apartments,1987-05-01,23.6
Whole Country,Apartments,1987-06-01,23.6
Whole Country,Apartments,1987-07-01,23.7
Whole Country,Apartments,1987-08-01,23.8
Whole Country,Apartments,1987-09-01,24.8
Whole Country,Apartments,1987-10-01,25.4
Whole Country,Apartments,1987-11-01,25.8
Whole Country,Apartments,1987-12-01,25.9
Whole Country,Apartments,1988-01-01,26.5
Whole Country,Apartments,1988-02-01,27.3
Whole Country,Apartments,1988-03-01,28.1
Whole Country,Apartments,1988-04-01,28.7
Whole Country,Apartments,1988-05-01,29.3
Whole Country,Apartments,1988-06-01,29.6
Whole Country,Apartments,1988-07-01,30.4
Whole Country,Apartments,1988-08-01,31.5
Whole Country,Apartments,1988-09-01,31.3
Whole Country,Apartments,1988-10-01,31.2
Whole Country,Apartments,1988-11-01,30.8
Whole Country,Apartments,1988-12-01,31.1
Whole Country,Apartments,1989-01-01,31.9
Whole Country,Apartments,1989-02-01,33.6
Whole Country,Apartments,1989-03-01,34.8
Whole Country,Apartments,1989-04-01,37.0
Whole Country,Apartments,1989-05-01,37.3
Whole Country,Apartments,1989-06-01,37.2
Whole Country,Apartments,1989-07-01,36.8
Whole Country,Apartments,1989-08-01,36.8
Whole Country,Apartments,1989-09-01,36.7
Whole Country,Apartments,1989-10-01,37.1
Whole Country,Apartments,1989-11-01,37.3
Whole Country,Apartments,1989-12-01,37.4
Whole Country,Apartments,1990-01-01,37.9
Whole Country,Apartments,1990-02-01,39.8
Whole Country,Apartments,1990-03-01,41.2
Whole Country,Apartments,1990-04-01,43.1
Whole Country,Apartments,1990-05-01,43.9
Whole Country,Apartments,1990-06-01,44.4
Whole Country,Apartments,1990-07-01,44.6
Whole Country,Apartments,1990-08-01,45.4
Whole Country,Apartments,1990-09-01,46.9
Whole Country,Apartments,1990-10-01,48.0
Whole Country,Apartments,1990-11-01,49.1
Whole Country,Apartments,1990-12-01,49.5
Whole Country,Apartments,1991-01-01,50.0
Whole Country,Apartments,1991-02-01,50.8
Whole Country,Apartments,1991-03-01,52.0
Whole Country,Apartments,1991-04-01,53.6
Whole Country,Apartments,1991-05-01,53.6
Whole Country,Apartments,1991-06-01,53.0
Whole Country,Apartments,1991-07-01,52.6
Whole Country,Apartments,1991-08-01,52.3
Whole Country,Apartments,1991-09-01,51.8
Whole Country,Apartments,1991-10-01,51.2
Whole Country,Apartments,1991-11-01,49.7
Whole Country,Apartments,1991-12-01,48.5
Whole Country,Apartments,1992-01-01,48.3
Whole Country,Apartments,1992-02-01,48.2
Whole Country,Apartments,1992-03-01,48.0
Whole Country,Apartments,1992-04-01,47.7
Whole Country,Apartments,1992-05-01,47.0
Whole Country,Apartments,1992-06-01,46.3
Whole Country,Apartments,1992-07-01,45.9
Whole Country,Apartments,1992-08-01,46.3
Whole Country,Apartments,1992-09-01,46.9
Whole Country,Apartments,1992-10-01,46.8
