Area,Year,Age_Group,Count
Whole country,2016,50-59 Years old,3439685
Whole country,2016,60-69 Years old,2383245
Whole country,2016,70-79 Years old,1375881
Whole country,2016,80 years and over,415544
Whole country,2016,Under 30 years,252840
Whole country,2016,dead,321783
Whole country,2017,30-39 Years old,1805119
Whole country,2017,40-49 Years old,3316590
Whole country,2017,50-59 Years old,3502715
Whole country,2017,60-69 Years old,2516893
Whole country,2017,70-79 Years old,1473092
Whole country,2017,80 years and over,473021
Whole country,2017,Under 30 years,252676
Whole country,2017,dead,329745
Whole country,2018,30-39 Years old,1801650
Whole country,2018,40-49 Years old,3309561
Whole country,2018,50-59 Years old,3600518
Whole country,2018,60-69 Years old,2640555
Whole country,2018,70-79 Years old,1541530
Whole country,2018,80 years and over,535334
Whole country,2018,Under 30 years,257292
Whole country,2018,dead,323850
Whole country,2019,30-39 Years old,1741549
Whole country,2019,40-49 Years old,3316628
Whole country,2019,50-59 Years old,3689400
Whole country,2019,60-69 Years old,2799643
Whole country,2019,70-79 Years old,1612620
Whole country,2019,80 years and over,598223
Whole country,2019,Under 30 years,250362
Whole country,2019,dead,327298
Whole country,2020,30-39 Years old,1680384
Whole country,2020,40-49 Years old,3337805
Whole country,2020,50-59 Years old,3735459
Whole country,2020,60-69 Years old,3011572
Whole country,2020,70-79 Years old,1680030
Whole country,2020,80 years and over,658604
Whole country,2020,Under 30 years,265312
Whole country,2020,dead,327451
Whole country,2021,30-39 Years old,1646737
Whole country,2021,40-49 Years old,3335444
Whole country,2021,50-59 Years old,3793303
Whole country,2021,60-69 Years old,3256053
Whole country,2021,70-79 Years old,1722827
Whole country,2021,80 years and over,723771
Whole country,2021,Under 30 years,291496
Whole country,2021,dead,319529
Whole country,2022,30-39 Years old,1541372
Whole country,2022,40-49 Years old,3324304
Whole country,2022,50-59 Years old,3851520
Whole country,2022,60-69 Years old,3386411
Whole country,2022,70-79 Years old,1794585
Whole country,2022,80 years and over,808358
Whole country,2022,Under 30 years,274062
Whole country,2022,dead,328780
Whole country,2023,30-39 Years old,1479689
Whole country,2023,40-49 Years old,3305362
Whole country,2023,50-59 Years old,3938164
Whole country,2023,60-69 Years old,3553549
Whole country,2023,70-79 Years old,1880330
Whole country,2023,80 years and over,879875
Whole country,2023,Under 30 years,251544
Whole country,2023,dead,329748
