,Province,Total,Apartments,Row Houses,Detached Houses,Year,Price Growth Rate (%),Apartment Growth Rate (%),Row House Growth Rate (%),Detached House Growth Rate (%)
1028,Busan,66.4,54.7,93.9,81.4,2003,,,,
1029,Busan,65.7,54.2,92.1,80.4,2003,-1.05,-0.91,-1.92,-1.23
1030,Busan,65.2,54.1,91.3,78.9,2004,-0.76,-0.18,-0.87,-1.87
1039,Busan,63.7,53.7,86.5,75.5,2004,-2.3,-0.74,-5.26,-4.31
1040,Busan,63.3,53.5,85.9,75.0,2004,-0.63,-0.37,-0.69,-0.66
1041,Busan,62.9,53.2,85.0,74.5,2004,-0.63,-0.56,-1.05,-0.67
1031,Busan,65.1,54.1,90.4,79.1,2004,3.5,1.69,6.35,6.17
1032,Busan,65.1,54.2,90.5,78.8,2004,0.0,0.18,0.11,-0.38
1033,Busan,65.1,54.3,90.2,78.5,2004,0.0,0.18,-0.33,-0.38
1034,Busan,65.0,54.4,89.5,78.1,2004,-0.15,0.18,-0.78,-0.51
1035,Busan,64.7,54.3,88.8,77.4,2004,-0.46,-0.18,-0.78,-0.9
1036,Busan,64.3,54.0,88.0,76.6,2004,-0.62,-0.55,-0.9,-1.03
1037,Busan,64.0,53.9,87.3,76.1,2004,-0.47,-0.19,-0.8,-0.65
1038,Busan,63.8,53.8,87.0,75.8,2004,-0.31,-0.19,-0.34,-0.39
1042,Busan,62.6,53.1,84.6,74.1,2005,-1.88,-1.3,-2.76,-2.24
1051,Busan,62.1,53.2,81.9,72.9,2005,-0.8,0.19,-3.19,-1.62
1052,Busan,62.1,53.1,81.5,72.9,2005,0.0,-0.19,-0.49,0.0
1053,Busan,62.0,53.1,81.5,72.9,2005,-0.16,0.0,0.0,0.0
1043,Busan,62.6,53.0,84.5,73.9,2005,0.97,-0.19,3.68,1.37
1044,Busan,62.5,53.0,84.2,73.8,2005,-0.16,0.0,-0.36,-0.14
1045,Busan,62.5,53.2,83.7,73.7,2005,0.0,0.38,-0.59,-0.14
1046,Busan,62.5,53.2,83.6,73.7,2005,0.0,0.0,-0.12,0.0
1047,Busan,62.5,53.2,83.4,73.6,2005,0.0,0.0,-0.24,-0.14
1048,Busan,62.4,53.2,83.0,73.6,2005,-0.16,0.0,-0.48,0.0
1049,Busan,62.4,53.2,82.9,73.4,2005,0.0,0.0,-0.12,-0.27
1050,Busan,62.3,53.2,82.6,73.3,2005,-0.16,0.0,-0.36,-0.14
1054,Busan,61.9,53.1,81.1,72.8,2006,-0.64,-0.19,-1.82,-0.68
1063,Busan,61.5,52.6,80.1,72.5,2006,-0.65,-0.94,-1.23,-0.41
1064,Busan,61.5,52.7,80.2,72.5,2006,0.0,0.19,0.12,0.0
1065,Busan,61.5,52.7,80.1,72.4,2006,0.0,0.0,-0.12,-0.14
1055,Busan,61.9,53.1,80.9,72.8,2006,0.65,0.76,1.0,0.55
1056,Busan,61.9,53.1,80.9,72.8,2006,0.0,0.0,0.0,0.0
1057,Busan,61.9,53.1,80.9,72.8,2006,0.0,0.0,0.0,0.0
1058,Busan,61.8,53.0,80.6,72.6,2006,-0.16,-0.19,-0.37,-0.27
1059,Busan,61.6,52.9,80.3,72.5,2006,-0.32,-0.19,-0.37,-0.14
1060,Busan,61.5,52.7,80.1,72.5,2006,-0.16,-0.38,-0.25,0.0
1061,Busan,61.5,52.7,79.9,72.4,2006,0.0,0.0,-0.25,-0.14
1062,Busan,61.4,52.6,80.1,72.4,2006,-0.16,-0.19,0.25,0.0
1066,Busan,61.5,52.7,80.0,72.4,2007,0.16,0.19,-0.12,0.0
1075,Busan,61.5,52.9,79.3,72.3,2007,0.0,0.38,-0.88,-0.14
1076,Busan,61.7,53.0,79.2,72.5,2007,0.33,0.19,-0.13,0.28
1077,Busan,61.8,53.1,79.2,72.6,2007,0.16,0.19,0.0,0.14
1067,Busan,61.5,52.7,79.8,72.4,2007,-0.49,-0.75,0.76,-0.28
1068,Busan,61.5,52.8,79.7,72.4,2007,0.0,0.19,-0.13,0.0
1069,Busan,61.5,52.8,79.6,72.4,2007,0.0,0.0,-0.13,0.0
1070,Busan,61.5,52.8,79.5,72.3,2007,0.0,0.0,-0.13,-0.14
1071,Busan,61.4,52.8,79.4,72.2,2007,-0.16,0.0,-0.13,-0.14
1072,Busan,61.4,52.8,79.3,72.2,2007,0.0,0.0,-0.13,0.0
1073,Busan,61.4,52.8,79.3,72.2,2007,0.0,0.0,0.0,0.0
1074,Busan,61.5,52.9,79.4,72.2,2007,0.16,0.19,0.13,0.0
1078,Busan,61.8,53.3,78.9,72.6,2008,0.49,0.76,-0.63,0.55
1087,Busan,63.8,56.0,80.1,72.9,2008,3.24,5.07,1.52,0.41
1088,Busan,63.8,56.1,80.1,72.8,2008,0.0,0.18,0.0,-0.14
1089,Busan,63.8,56.1,80.0,72.7,2008,0.0,0.0,-0.12,-0.14
1079,Busan,61.9,53.4,78.8,72.7,2008,-2.98,-4.81,-1.5,0.0
1080,Busan,62.2,53.7,79.3,72.8,2008,0.48,0.56,0.63,0.14
1081,Busan,62.5,54.1,79.4,72.8,2008,0.48,0.74,0.13,0.0
1082,Busan,62.6,54.4,79.5,72.8,2008,0.16,0.55,0.13,0.0
1083,Busan,62.9,54.7,79.6,73.0,2008,0.48,0.55,0.13,0.27
1084,Busan,63.2,55.1,79.7,73.0,2008,0.48,0.73,0.13,0.0
1085,Busan,63.3,55.3,79.7,73.0,2008,0.16,0.36,0.0,0.0
1086,Busan,63.6,55.7,80.0,72.9,2008,0.47,0.72,0.38,-0.14
1090,Busan,63.8,56.1,79.7,72.8,2009,0.31,0.72,-0.37,-0.14
1099,Busan,65.5,58.2,81.5,73.4,2009,2.66,3.74,2.26,0.82
1100,Busan,66.0,59.0,81.9,73.2,2009,0.76,1.37,0.49,-0.27
1101,Busan,66.4,59.5,82.2,73.4,2009,0.61,0.85,0.37,0.27
1091,Busan,63.8,56.1,79.7,72.7,2009,-3.92,-5.71,-3.04,-0.95
1092,Busan,63.9,56.2,79.8,72.7,2009,0.16,0.18,0.13,0.0
1093,Busan,64.0,56.3,80.1,72.8,2009,0.16,0.18,0.38,0.14
1094,Busan,64.1,56.6,80.2,72.7,2009,0.16,0.53,0.12,-0.14
1095,Busan,64.3,56.7,80.3,72.9,2009,0.31,0.18,0.12,0.28
1096,Busan,64.4,56.8,80.3,73.0,2009,0.16,0.18,0.0,0.14
1097,Busan,64.6,57.1,80.5,73.0,2009,0.31,0.53,0.25,0.0
1098,Busan,65.2,57.8,81.3,73.2,2009,0.93,1.23,0.99,0.27
1102,Busan,66.7,59.9,82.2,73.4,2010,2.3,3.63,1.11,0.27
1111,Busan,71.7,66.6,86.3,74.4,2010,7.5,11.19,4.99,1.36
1112,Busan,72.6,67.9,86.8,74.7,2010,1.26,1.95,0.58,0.4
1113,Busan,73.5,69.1,87.5,74.9,2010,1.24,1.77,0.81,0.27
1103,Busan,67.2,60.6,82.3,73.4,2010,-8.57,-12.3,-5.94,-2.0
1104,Busan,67.8,61.5,82.7,73.5,2010,0.89,1.49,0.49,0.14
1105,Busan,68.6,62.5,83.5,73.8,2010,1.18,1.63,0.97,0.41
1106,Busan,69.2,63.3,83.9,73.9,2010,0.87,1.28,0.48,0.14
1107,Busan,69.7,64.0,84.5,74.0,2010,0.72,1.11,0.72,0.14
1108,Busan,70.1,64.5,84.8,74.1,2010,0.57,0.78,0.36,0.14
1109,Busan,70.4,65.0,85.0,74.1,2010,0.43,0.78,0.24,0.0
1110,Busan,70.9,65.6,85.4,74.2,2010,0.71,0.92,0.47,0.13
1114,Busan,74.3,70.3,88.1,75.1,2011,4.8,7.16,3.16,1.21
1123,Busan,84.1,83.1,96.6,78.5,2011,13.19,18.21,9.65,4.53
1124,Busan,84.9,84.1,97.3,78.9,2011,0.95,1.2,0.72,0.51
1125,Busan,85.2,84.4,97.7,79.1,2011,0.35,0.36,0.41,0.25
1115,Busan,75.5,72.0,88.9,75.3,2011,-11.38,-14.69,-9.01,-4.8
1116,Busan,77.0,73.9,90.1,75.9,2011,1.99,2.64,1.35,0.8
1117,Busan,79.7,77.5,92.3,76.7,2011,3.51,4.87,2.44,1.05
1118,Busan,80.1,78.2,92.0,76.7,2011,0.5,0.9,-0.33,0.0
1119,Busan,81.0,79.4,92.9,77.0,2011,1.12,1.53,0.98,0.39
1120,Busan,81.8,80.5,93.7,77.3,2011,0.99,1.39,0.86,0.39
1121,Busan,82.6,81.5,94.6,77.5,2011,0.98,1.24,0.96,0.26
1122,Busan,83.4,82.4,95.1,78.0,2011,0.97,1.1,0.53,0.65
1126,Busan,85.2,84.3,98.1,79.1,2012,2.16,2.31,3.15,1.41
1135,Busan,83.4,81.5,97.7,79.5,2012,-2.11,-3.32,-0.41,0.51
1136,Busan,83.3,81.4,97.8,79.4,2012,-0.12,-0.12,0.1,-0.13
1137,Busan,83.2,81.1,97.8,79.6,2012,-0.12,-0.37,0.0,0.25
1127,Busan,85.0,84.0,98.1,79.1,2012,2.16,3.58,0.31,-0.63
1128,Busan,84.9,83.8,98.1,79.2,2012,-0.12,-0.24,0.0,0.13
1129,Busan,84.7,83.5,98.3,79.3,2012,-0.24,-0.36,0.2,0.13
1130,Busan,84.5,83.2,98.0,79.3,2012,-0.24,-0.36,-0.31,0.0
1131,Busan,84.2,82.8,97.8,79.3,2012,-0.36,-0.48,-0.2,0.0
1132,Busan,83.9,82.3,97.7,79.3,2012,-0.36,-0.6,-0.1,0.0
1133,Busan,83.6,81.9,97.6,79.4,2012,-0.36,-0.49,-0.1,0.13
1134,Busan,83.4,81.6,97.7,79.4,2012,-0.24,-0.37,0.1,0.0
1138,Busan,83.0,80.8,97.8,79.6,2013,-0.48,-0.98,0.1,0.25
1147,Busan,82.8,80.4,97.9,79.8,2013,-0.24,-0.5,0.1,0.25
1148,Busan,82.9,80.5,97.8,79.8,2013,0.12,0.12,-0.1,0.0
1149,Busan,83.0,80.6,98.0,79.8,2013,0.12,0.12,0.2,0.0
1139,Busan,82.9,80.6,97.8,79.6,2013,-0.12,0.0,-0.2,-0.25
1140,Busan,82.8,80.5,97.8,79.7,2013,-0.12,-0.12,0.0,0.13
1141,Busan,82.9,80.5,97.9,79.8,2013,0.12,0.0,0.1,0.13
1142,Busan,82.9,80.6,98.0,79.8,2013,0.0,0.12,0.1,0.0
1143,Busan,82.9,80.6,98.0,79.8,2013,0.0,0.0,0.0,0.0
1144,Busan,82.8,80.4,98.0,79.8,2013,-0.12,-0.25,0.0,0.0
1145,Busan,82.7,80.3,97.9,79.7,2013,-0.12,-0.12,-0.1,-0.13
1146,Busan,82.7,80.3,97.8,79.6,2013,0.0,0.0,-0.1,-0.13
1150,Busan,83.0,80.7,97.9,79.8,2014,0.36,0.5,0.1,0.25
1159,Busan,83.7,81.6,98.0,80.1,2014,0.84,1.12,0.1,0.38
1160,Busan,83.8,81.8,98.0,80.1,2014,0.12,0.25,0.0,0.0
1161,Busan,83.9,82.0,98.0,80.1,2014,0.12,0.24,0.0,0.0
1151,Busan,83.1,80.8,98.0,79.7,2014,-0.95,-1.46,0.0,-0.5
1152,Busan,83.1,80.9,98.0,79.8,2014,0.0,0.12,0.0,0.13
1153,Busan,83.2,81.0,97.9,79.8,2014,0.12,0.12,-0.1,0.0
1154,Busan,83.2,81.0,97.9,79.8,2014,0.0,0.0,0.0,0.0
1155,Busan,83.2,81.1,97.9,79.8,2014,0.0,0.12,0.0,0.0
1156,Busan,83.3,81.2,97.9,79.9,2014,0.12,0.12,0.0,0.13
1157,Busan,83.4,81.3,97.9,79.9,2014,0.12,0.12,0.0,0.0
1158,Busan,83.5,81.4,97.9,80.0,2014,0.12,0.12,0.0,0.13
1162,Busan,84.0,82.1,98.1,80.1,2015,0.6,0.86,0.2,0.12
1171,Busan,86.2,85.0,99.1,80.9,2015,2.62,3.53,1.02,1.0
1172,Busan,86.6,85.6,99.3,81.1,2015,0.46,0.71,0.2,0.25
1173,Busan,86.8,85.9,99.1,81.1,2015,0.23,0.35,-0.2,0.0
1163,Busan,84.1,82.2,98.2,80.2,2015,-3.11,-4.31,-0.91,-1.11
1164,Busan,84.4,82.6,98.3,80.3,2015,0.36,0.49,0.1,0.12
1165,Busan,84.7,83.0,98.4,80.4,2015,0.36,0.48,0.1,0.12
1166,Busan,84.9,83.4,98.5,80.4,2015,0.24,0.48,0.1,0.0
1167,Busan,85.3,83.8,98.6,80.5,2015,0.47,0.48,0.1,0.12
1168,Busan,85.5,84.1,98.8,80.6,2015,0.23,0.36,0.2,0.12
1169,Busan,85.7,84.3,98.8,80.7,2015,0.23,0.24,0.0,0.12
1170,Busan,85.9,84.6,99.0,80.8,2015,0.23,0.36,0.2,0.12
1174,Busan,86.8,85.9,99.2,81.1,2016,1.05,1.54,0.2,0.37
1183,Busan,88.7,88.3,100.0,82.3,2016,2.19,2.79,0.81,1.48
1184,Busan,89.2,89.0,100.1,82.5,2016,0.56,0.79,0.1,0.24
1185,Busan,89.6,89.5,100.3,82.8,2016,0.45,0.56,0.2,0.36
1175,Busan,86.9,86.0,99.2,81.2,2016,-3.01,-3.91,-1.1,-1.93
1176,Busan,87.0,86.1,99.2,81.3,2016,0.12,0.12,0.0,0.12
1177,Busan,87.1,86.2,99.3,81.4,2016,0.11,0.12,0.1,0.12
1178,Busan,87.2,86.4,99.4,81.5,2016,0.11,0.23,0.1,0.12
1179,Busan,87.4,86.6,99.4,81.6,2016,0.23,0.23,0.0,0.12
1180,Busan,87.5,86.8,99.5,81.7,2016,0.11,0.23,0.1,0.12
1181,Busan,87.8,87.2,99.7,81.9,2016,0.34,0.46,0.2,0.24
1182,Busan,88.2,87.6,99.8,82.0,2016,0.46,0.46,0.1,0.12
1186,Busan,89.8,89.8,100.4,82.9,2017,1.81,2.51,0.6,1.1
1195,Busan,91.6,91.5,101.3,85.7,2017,2.0,1.89,0.9,3.38
1196,Busan,91.7,91.4,101.3,86.0,2017,0.11,-0.11,0.0,0.35
1197,Busan,91.7,91.3,101.3,86.3,2017,0.0,-0.11,0.0,0.35
1187,Busan,89.9,89.9,100.4,83.0,2017,-1.96,-1.53,-0.89,-3.82
1188,Busan,90.1,90.1,100.5,83.2,2017,0.22,0.22,0.1,0.24
1189,Busan,90.3,90.4,100.6,83.5,2017,0.22,0.33,0.1,0.36
1190,Busan,90.7,90.7,100.8,84.0,2017,0.44,0.33,0.2,0.6
1191,Busan,91.0,91.1,101.0,84.4,2017,0.33,0.44,0.2,0.48
1192,Busan,91.3,91.3,101.2,84.7,2017,0.33,0.22,0.2,0.36
1193,Busan,91.5,91.5,101.3,85.1,2017,0.22,0.22,0.1,0.47
1194,Busan,91.6,91.5,101.3,85.4,2017,0.11,0.0,0.0,0.35
1198,Busan,91.6,91.1,101.2,86.5,2018,0.0,-0.44,-0.1,1.29
1207,Busan,90.6,88.7,100.0,89.8,2018,-1.09,-2.63,-1.19,3.82
1208,Busan,90.5,88.4,99.8,90.3,2018,-0.11,-0.34,-0.2,0.56
1209,Busan,90.3,88.0,99.5,90.8,2018,-0.22,-0.45,-0.3,0.55
1199,Busan,91.5,90.9,101.2,86.7,2018,1.33,3.3,1.71,-4.52
1200,Busan,91.4,90.7,101.1,87.0,2018,-0.11,-0.22,-0.1,0.35
1201,Busan,91.3,90.5,101.0,87.4,2018,-0.11,-0.22,-0.1,0.46
1202,Busan,91.2,90.2,100.8,87.7,2018,-0.11,-0.33,-0.2,0.34
1203,Busan,91.1,89.9,100.7,88.2,2018,-0.11,-0.33,-0.1,0.57
1204,Busan,91.0,89.6,100.6,88.5,2018,-0.11,-0.33,-0.1,0.34
1205,Busan,90.8,89.2,100.4,88.9,2018,-0.22,-0.45,-0.2,0.45
1206,Busan,90.7,88.9,100.2,89.3,2018,-0.11,-0.34,-0.2,0.45
1210,Busan,90.1,87.7,99.4,91.0,2019,-0.66,-1.35,-0.8,1.9
1219,Busan,88.7,85.2,97.7,93.4,2019,-1.55,-2.85,-1.71,2.64
1220,Busan,88.7,85.2,97.6,93.7,2019,0.0,0.0,-0.1,0.32
1221,Busan,89.1,85.6,97.4,94.2,2019,0.45,0.47,-0.2,0.53
1211,Busan,90.0,87.5,99.2,91.3,2019,1.01,2.22,1.85,-3.08
1212,Busan,89.8,87.2,99.0,91.6,2019,-0.22,-0.34,-0.2,0.33
1213,Busan,89.6,86.8,98.8,91.9,2019,-0.22,-0.46,-0.2,0.33
1214,Busan,89.4,86.5,98.7,92.2,2019,-0.22,-0.35,-0.1,0.33
1215,Busan,89.3,86.2,98.5,92.5,2019,-0.11,-0.35,-0.2,0.33
1216,Busan,89.1,85.9,98.3,92.7,2019,-0.22,-0.35,-0.2,0.22
1217,Busan,88.9,85.6,98.1,92.9,2019,-0.22,-0.35,-0.2,0.22
1218,Busan,88.8,85.4,97.9,93.1,2019,-0.11,-0.23,-0.2,0.22
1222,Busan,89.3,85.8,97.4,94.5,2020,0.56,0.47,-0.51,1.5
1231,Busan,91.2,88.1,97.2,96.9,2020,2.13,2.68,-0.21,2.54
1232,Busan,92.4,89.7,97.6,97.2,2020,1.32,1.82,0.41,0.31
1233,Busan,94.4,92.4,98.0,97.8,2020,2.16,3.01,0.41,0.62
1223,Busan,89.4,85.9,97.3,94.9,2020,-5.3,-7.03,-0.71,-2.97
1224,Busan,89.4,85.9,97.3,95.1,2020,0.0,0.0,0.0,0.21
1225,Busan,89.3,85.8,97.2,95.2,2020,-0.11,-0.12,-0.1,0.11
1226,Busan,89.3,85.7,97.1,95.4,2020,0.0,-0.12,-0.1,0.21
1227,Busan,89.4,85.7,97.1,95.6,2020,0.11,0.0,0.0,0.21
1228,Busan,89.9,86.4,97.1,95.9,2020,0.56,0.82,0.0,0.31
1229,Busan,90.3,86.9,97.2,96.3,2020,0.44,0.58,0.1,0.42
1230,Busan,90.8,87.6,97.1,96.6,2020,0.55,0.81,-0.1,0.31
1234,Busan,95.6,94.2,98.3,98.2,2021,5.29,7.53,1.24,1.66
1243,Busan,103.7,104.5,101.8,101.5,2021,8.47,10.93,3.56,3.36
1244,Busan,104.3,105.4,102.2,101.7,2021,0.58,0.86,0.39,0.2
1245,Busan,104.6,105.6,102.5,101.8,2021,0.29,0.19,0.29,0.1
1235,Busan,96.6,95.5,98.7,98.5,2021,-7.65,-9.56,-3.71,-3.24
1236,Busan,97.2,96.3,99.0,98.8,2021,0.62,0.84,0.3,0.3
1237,Busan,97.8,97.0,99.3,99.1,2021,0.62,0.73,0.3,0.3
1238,Busan,98.6,98.0,99.6,99.6,2021,0.82,1.03,0.3,0.5
1239,Busan,100.0,100.0,100.0,100.0,2021,1.42,2.04,0.4,0.4
1240,Busan,100.9,101.1,100.3,100.4,2021,0.9,1.1,0.3,0.4
1241,Busan,101.9,102.3,100.9,100.9,2021,0.99,1.19,0.6,0.5
1242,Busan,102.7,103.3,101.3,101.3,2021,0.79,0.98,0.4,0.4
1246,Busan,104.7,105.7,102.5,102.0,2022,1.95,2.32,1.18,0.69
1255,Busan,103.1,103.2,102.0,103.9,2022,-1.53,-2.37,-0.49,1.86
1256,Busan,101.7,101.2,101.6,103.7,2022,-1.36,-1.94,-0.39,-0.19
1257,Busan,99.8,98.7,100.8,103.6,2022,-1.87,-2.47,-0.79,-0.1
1247,Busan,104.7,105.7,102.6,102.2,2022,4.91,7.09,1.79,-1.35
1248,Busan,104.8,105.7,102.6,102.5,2022,0.1,0.0,0.0,0.29
1249,Busan,104.9,105.8,102.8,102.7,2022,0.1,0.09,0.19,0.2
1250,Busan,105.0,105.8,102.8,103.0,2022,0.1,0.0,0.0,0.29
1251,Busan,105.0,105.8,102.8,103.3,2022,0.0,0.0,0.0,0.29
1252,Busan,104.9,105.6,102.7,103.5,2022,-0.1,-0.19,-0.1,0.19
1253,Busan,104.6,105.2,102.6,103.7,2022,-0.29,-0.38,-0.1,0.19
1254,Busan,104.0,104.3,102.4,103.8,2022,-0.57,-0.86,-0.19,0.1
1258,Busan,98.1,96.4,100.3,103.5,2023,-5.67,-7.57,-2.05,-0.29
1267,Busan,93.6,90.8,98.2,103.0,2023,-4.59,-5.81,-2.09,-0.48
1268,Busan,93.4,90.6,98.0,103.0,2023,-0.21,-0.22,-0.2,0.0
1269,Busan,93.1,90.3,97.7,102.9,2023,-0.32,-0.33,-0.31,-0.1
1259,Busan,96.6,94.5,100.0,103.4,2023,3.76,4.65,2.35,0.49
1260,Busan,95.5,93.1,99.7,103.3,2023,-1.14,-1.48,-0.3,-0.1
1261,Busan,94.8,92.2,99.4,103.2,2023,-0.73,-0.97,-0.3,-0.1
1262,Busan,94.4,91.7,99.1,103.2,2023,-0.42,-0.54,-0.3,0.0
1263,Busan,94.1,91.4,98.9,103.1,2023,-0.32,-0.33,-0.2,-0.1
1264,Busan,93.9,91.2,98.6,103.1,2023,-0.21,-0.22,-0.3,0.0
1265,Busan,93.8,91.0,98.5,103.0,2023,-0.11,-0.22,-0.1,-0.1
1266,Busan,93.7,90.9,98.4,103.0,2023,-0.11,-0.11,-0.1,0.0
1270,Busan,92.9,90.0,97.6,102.9,2024,-0.85,-0.99,-0.81,-0.1
1279,Busan,91.5,88.3,96.5,103.3,2024,-1.51,-1.89,-1.13,0.39
1280,Busan,91.3,88.1,96.3,103.4,2024,-0.22,-0.23,-0.21,0.1
1281,Busan,91.1,87.9,96.2,103.5,2024,-0.22,-0.23,-0.1,0.1
1271,Busan,92.6,89.7,97.5,102.9,2024,1.65,2.05,1.35,-0.58
1272,Busan,92.4,89.4,97.4,102.9,2024,-0.22,-0.33,-0.1,0.0
1273,Busan,92.2,89.2,97.3,102.9,2024,-0.22,-0.22,-0.1,0.0
1274,Busan,92.1,89.1,97.1,102.9,2024,-0.11,-0.11,-0.21,0.0
1275,Busan,91.9,88.8,97.0,102.9,2024,-0.22,-0.34,-0.1,0.0
1276,Busan,91.8,88.6,96.9,103.0,2024,-0.11,-0.23,-0.1,0.1
1277,Busan,91.7,88.5,96.8,103.1,2024,-0.11,-0.11,-0.1,0.1
1278,Busan,91.6,88.5,96.7,103.2,2024,-0.11,0.0,-0.1,0.1
1282,Busan,91.0,87.7,96.1,103.6,2025,-0.66,-0.9,-0.62,0.39
1283,Busan,90.8,87.5,96.0,103.7,2025,-0.22,-0.23,-0.1,0.1
1284,Busan,90.7,87.3,95.9,103.7,2025,-0.11,-0.23,-0.1,0.0
2719,Chungcheongbuk-do,69.2,60.7,81.4,88.2,2003,,,,
2720,Chungcheongbuk-do,68.3,60.6,79.1,85.5,2003,-1.3,-0.16,-2.83,-3.06
2721,Chungcheongbuk-do,68.1,60.7,79.1,84.3,2004,-0.29,0.17,0.0,-1.4
2730,Chungcheongbuk-do,69.5,63.7,77.4,81.3,2004,2.06,4.94,-2.15,-3.56
2731,Chungcheongbuk-do,69.0,63.5,76.9,80.1,2004,-0.72,-0.31,-0.65,-1.48
2732,Chungcheongbuk-do,68.8,63.2,76.9,80.1,2004,-0.29,-0.47,0.0,0.0
2722,Chungcheongbuk-do,68.2,61.0,77.7,84.1,2004,-0.87,-3.48,1.04,4.99
2723,Chungcheongbuk-do,68.2,61.3,77.6,83.5,2004,0.0,0.49,-0.13,-0.71
2724,Chungcheongbuk-do,68.0,61.7,77.6,81.4,2004,-0.29,0.65,0.0,-2.51
2725,Chungcheongbuk-do,68.1,61.9,77.6,80.9,2004,0.15,0.32,0.0,-0.61
2726,Chungcheongbuk-do,68.4,62.4,77.2,80.9,2004,0.44,0.81,-0.52,0.0
2727,Chungcheongbuk-do,68.9,62.8,77.2,81.8,2004,0.73,0.64,0.0,1.11
2728,Chungcheongbuk-do,69.3,63.3,77.4,82.1,2004,0.58,0.8,0.26,0.37
2729,Chungcheongbuk-do,69.4,63.3,77.4,82.3,2004,0.14,0.0,0.0,0.24
2733,Chungcheongbuk-do,68.8,63.3,77.4,79.7,2005,-0.86,0.0,0.0,-3.16
2742,Chungcheongbuk-do,72.5,68.3,78.8,80.4,2005,5.38,7.9,1.81,0.88
2743,Chungcheongbuk-do,72.6,68.7,78.4,80.4,2005,0.14,0.59,-0.51,0.0
2744,Chungcheongbuk-do,72.8,68.9,78.4,80.2,2005,0.28,0.29,0.0,-0.25
2734,Chungcheongbuk-do,69.0,63.8,77.4,79.2,2005,-5.22,-7.4,-1.28,-1.25
2735,Chungcheongbuk-do,69.5,64.3,77.4,79.3,2005,0.72,0.78,0.0,0.13
2736,Chungcheongbuk-do,69.9,64.9,78.2,79.3,2005,0.58,0.93,1.03,0.0
2737,Chungcheongbuk-do,70.2,65.4,78.2,79.3,2005,0.43,0.77,0.0,0.0
2738,Chungcheongbuk-do,70.4,65.8,77.6,79.2,2005,0.28,0.61,-0.77,-0.13
2739,Chungcheongbuk-do,70.7,66.2,77.6,79.2,2005,0.43,0.61,0.0,0.0
2740,Chungcheongbuk-do,71.5,66.9,78.8,80.3,2005,1.13,1.06,1.55,1.39
2741,Chungcheongbuk-do,71.9,67.5,78.8,80.4,2005,0.56,0.9,0.0,0.12
2745,Chungcheongbuk-do,73.2,69.5,79.1,80.0,2006,1.81,2.96,0.38,-0.5
2754,Chungcheongbuk-do,75.1,72.1,80.9,81.3,2006,2.6,3.74,2.28,1.62
2755,Chungcheongbuk-do,75.1,72.1,81.0,81.4,2006,0.0,0.0,0.12,0.12
2756,Chungcheongbuk-do,75.1,72.0,80.9,81.4,2006,0.0,-0.14,-0.12,0.0
2746,Chungcheongbuk-do,73.6,70.2,79.1,80.0,2006,-2.0,-2.5,-2.22,-1.72
2747,Chungcheongbuk-do,74.3,71.1,79.3,80.4,2006,0.95,1.28,0.25,0.5
2748,Chungcheongbuk-do,74.8,71.7,79.2,81.1,2006,0.67,0.84,-0.13,0.87
2749,Chungcheongbuk-do,75.0,71.8,79.3,81.5,2006,0.27,0.14,0.13,0.49
2750,Chungcheongbuk-do,75.1,72.0,79.9,81.6,2006,0.13,0.28,0.76,0.12
2751,Chungcheongbuk-do,75.2,72.1,80.0,81.6,2006,0.13,0.14,0.13,0.0
2752,Chungcheongbuk-do,75.0,71.9,80.0,81.4,2006,-0.27,-0.28,0.0,-0.25
2753,Chungcheongbuk-do,75.0,72.0,80.9,81.2,2006,0.0,0.14,1.12,-0.25
2757,Chungcheongbuk-do,75.1,71.9,81.4,81.5,2007,0.13,-0.14,0.62,0.37
2766,Chungcheongbuk-do,75.3,71.6,82.3,83.4,2007,0.27,-0.42,1.11,2.33
2767,Chungcheongbuk-do,75.3,71.7,82.0,83.2,2007,0.0,0.14,-0.36,-0.24
2768,Chungcheongbuk-do,75.2,71.8,81.7,83.0,2007,-0.13,0.14,-0.37,-0.24
2758,Chungcheongbuk-do,75.0,71.8,81.7,81.5,2007,-0.27,0.0,0.0,-1.81
2759,Chungcheongbuk-do,75.1,71.7,82.2,82.0,2007,0.13,-0.14,0.61,0.61
2760,Chungcheongbuk-do,75.2,71.8,82.3,82.4,2007,0.13,0.14,0.12,0.49
2761,Chungcheongbuk-do,74.9,71.3,82.3,82.4,2007,-0.4,-0.7,0.0,0.0
2762,Chungcheongbuk-do,74.9,71.2,82.3,82.4,2007,0.0,-0.14,0.0,0.0
2763,Chungcheongbuk-do,74.8,71.1,82.1,82.5,2007,-0.13,-0.14,-0.24,0.12
2764,Chungcheongbuk-do,74.8,71.1,82.1,82.6,2007,0.0,0.0,0.0,0.12
2765,Chungcheongbuk-do,75.0,71.2,82.2,83.0,2007,0.27,0.14,0.12,0.48
2769,Chungcheongbuk-do,75.3,71.9,81.7,83.0,2008,0.4,0.98,-0.61,0.0
2778,Chungcheongbuk-do,76.7,73.5,82.1,84.5,2008,1.86,2.23,0.49,1.81
2779,Chungcheongbuk-do,76.7,73.4,82.0,84.5,2008,0.0,-0.14,-0.12,0.0
2780,Chungcheongbuk-do,76.4,73.4,81.3,83.8,2008,-0.39,0.0,-0.85,-0.83
