"By the item of monthly income & expenditure of household",1990.1/4,1990.1/4,1990.1/4,1990.2/4,1990.2/4,1990.2/4,1990.3/4,1990.3/4,1990.3/4,1990.4/4,1990.4/4,1990.4/4,1991.1/4,1991.1/4,1991.1/4,1991.2/4,1991.2/4,1991.2/4,1991.3/4,1991.3/4,1991.3/4,1991.4/4,1991.4/4,1991.4/4,1992.1/4,1992.1/4,1992.1/4,1992.2/4,1992.2/4,1992.2/4,1992.3/4,1992.3/4,1992.3/4,1992.4/4,1992.4/4,1992.4/4,1993.1/4,1993.1/4,1993.1/4,1993.2/4,1993.2/4,1993.2/4,1993.3/4,1993.3/4,1993.3/4,1993.4/4,1993.4/4,1993.4/4,1994.1/4,1994.1/4,1994.1/4,1994.2/4,1994.2/4,1994.2/4,1994.3/4,1994.3/4,1994.3/4,1994.4/4,1994.4/4,1994.4/4,1995.1/4,1995.1/4,1995.1/4,1995.2/4,1995.2/4,1995.2/4,1995.3/4,1995.3/4,1995.3/4,1995.4/4,1995.4/4,1995.4/4,1996.1/4,1996.1/4,1996.1/4,1996.2/4,1996.2/4,1996.2/4,1996.3/4,1996.3/4,1996.3/4,1996.4/4,1996.4/4,1996.4/4,1997.1/4,1997.1/4,1997.1/4,1997.2/4,1997.2/4,1997.2/4,1997.3/4,1997.3/4,1997.3/4,1997.4/4,1997.4/4,1997.4/4,1998.1/4,1998.1/4,1998.1/4,1998.2/4,1998.2/4,1998.2/4,1998.3/4,1998.3/4,1998.3/4,1998.4/4,1998.4/4,1998.4/4,1999.1/4,1999.1/4,1999.1/4,1999.2/4,1999.2/4,1999.2/4,1999.3/4,1999.3/4,1999.3/4,1999.4/4,1999.4/4,1999.4/4,2000.1/4,2000.1/4,2000.1/4,2000.2/4,2000.2/4,2000.2/4,2000.3/4,2000.3/4,2000.3/4,2000.4/4,2000.4/4,2000.4/4,2001.1/4,2001.1/4,2001.1/4,2001.2/4,2001.2/4,2001.2/4,2001.3/4,2001.3/4,2001.3/4,2001.4/4,2001.4/4,2001.4/4,2002.1/4,2002.1/4,2002.1/4,2002.2/4,2002.2/4,2002.2/4,2002.3/4,2002.3/4,2002.3/4,2002.4/4,2002.4/4,2002.4/4,2003.1/4,2003.1/4,2003.1/4,2003.2/4,2003.2/4,2003.2/4,2003.3/4,2003.3/4,2003.3/4,2003.4/4,2003.4/4,2003.4/4,2004.1/4,2004.1/4,2004.1/4,2004.2/4,2004.2/4,2004.2/4,2004.3/4,2004.3/4,2004.3/4,2004.4/4,2004.4/4,2004.4/4,2005.1/4,2005.1/4,2005.1/4,2005.2/4,2005.2/4,2005.2/4,2005.3/4,2005.3/4,2005.3/4,2005.4/4,2005.4/4,2005.4/4,2006.1/4,2006.1/4,2006.1/4,2006.2/4,2006.2/4,2006.2/4,2006.3/4,2006.3/4,2006.3/4,2006.4/4,2006.4/4,2006.4/4,2007.1/4,2007.1/4,2007.1/4,2007.2/4,2007.2/4,2007.2/4,2007.3/4,2007.3/4,2007.3/4,2007.4/4,2007.4/4,2007.4/4,2008.1/4,2008.1/4,2008.1/4,2008.2/4,2008.2/4,2008.2/4,2008.3/4,2008.3/4,2008.3/4,2008.4/4,2008.4/4,2008.4/4,2009.1/4,2009.1/4,2009.1/4,2009.2/4,2009.2/4,2009.2/4,2009.3/4,2009.3/4,2009.3/4,2009.4/4,2009.4/4,2009.4/4,2010.1/4,2010.1/4,2010.1/4,2010.2/4,2010.2/4,2010.2/4,2010.3/4,2010.3/4,2010.3/4,2010.4/4,2010.4/4,2010.4/4,2011.1/4,2011.1/4,2011.1/4,2011.2/4,2011.2/4,2011.2/4,2011.3/4,2011.3/4,2011.3/4,2011.4/4,2011.4/4,2011.4/4,2012.1/4,2012.1/4,2012.1/4,2012.2/4,2012.2/4,2012.2/4,2012.3/4,2012.3/4,2012.3/4,2012.4/4,2012.4/4,2012.4/4,2013.1/4,2013.1/4,2013.1/4,2013.2/4,2013.2/4,2013.2/4,2013.3/4,2013.3/4,2013.3/4,2013.4/4,2013.4/4,2013.4/4,2014.1/4,2014.1/4,2014.1/4,2014.2/4,2014.2/4,2014.2/4,2014.3/4,2014.3/4,2014.3/4,2014.4/4,2014.4/4,2014.4/4,2015.1/4,2015.1/4,2015.1/4,2015.2/4,2015.2/4,2015.2/4,2015.3/4,2015.3/4,2015.3/4,2015.4/4,2015.4/4,2015.4/4,2016.1/4,2016.1/4,2016.1/4,2016.2/4,2016.2/4,2016.2/4,2016.3/4,2016.3/4,2016.3/4,2016.4/4,2016.4/4,2016.4/4,2017.1/4,2017.1/4,2017.1/4,2017.2/4,2017.2/4,2017.2/4,2017.3/4,2017.3/4,2017.3/4,2017.4/4,2017.4/4,2017.4/4,2018.1/4,2018.1/4,2018.1/4,2018.2/4,2018.2/4,2018.2/4,2018.3/4,2018.3/4,2018.3/4,2018.4/4,2018.4/4,2018.4/4,2019.1/4,2019.1/4,2019.1/4,2019.2/4,2019.2/4,2019.2/4,2019.3/4,2019.3/4,2019.3/4,2019.4/4,2019.4/4,2019.4/4
"By the item of monthly income & expenditure of household",All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households,All households,Salary & wage earners' households,Other households
"The number of hosehold members (Person)",4.00,3.97,4.05,3.98,3.97,4.02,4.01,3.98,4.06,3.99,3.96,4.05,3.99,3.98,4.02,3.97,3.97,3.97,3.97,3.95,3.99,3.95,3.92,4.00,3.95,3.93,3.97,3.91,3.88,3.96,3.91,3.89,3.95,3.93,3.92,3.96,3.95,3.94,3.97,3.83,3.79,3.90,3.79,3.76,3.85,3.79,3.77,3.84,3.79,3.77,3.83,3.76,3.72,3.83,3.74,3.70,3.82,3.75,3.72,3.79,3.73,3.70,3.80,3.73,3.70,3.79,3.73,3.71,3.76,3.73,3.71,3.75,3.71,3.68,3.74,3.68,3.65,3.73,3.65,3.63,3.69,3.64,3.63,3.68,3.65,3.64,3.67,3.64,3.62,3.66,3.64,3.64,3.65,3.64,3.62,3.65,3.64,3.64,3.64,3.62,3.63,3.60,3.62,3.63,3.59,3.60,3.61,3.58,3.59,3.59,3.60,3.59,3.61,3.57,3.58,3.59,3.57,3.58,3.57,3.59,3.57,3.58,3.54,3.53,3.54,3.52,3.52,3.52,3.52,3.51,3.54,3.48,3.50,3.52,3.47,3.49,3.51,3.45,3.49,3.51,3.46,3.48,3.52,3.42,3.45,3.49,3.39,3.42,3.46,3.37,3.43,3.46,3.39,3.42,3.46,3.35,3.49,3.53,3.42,3.48,3.52,3.41,3.46,3.51,3.40,3.47,3.51,3.40,3.44,3.49,3.37,3.43,3.46,3.38,3.41,3.45,3.35,3.41,3.45,3.36,3.40,3.44,3.34,3.39,3.44,3.32,3.36,3.41,3.29,3.36,3.41,3.27,3.38,3.44,3.29,3.32,3.38,3.23,3.31,3.38,3.21,3.31,3.38,3.20,3.29,3.37,3.17,3.29,3.36,3.19,3.30,3.38,3.18,3.29,3.38,3.17,3.34,3.44,3.20,3.35,3.44,3.21,3.34,3.44,3.20,3.36,3.45,3.22,3.31,3.41,3.16,3.32,3.41,3.18,3.32,3.41,3.17,3.33,3.42,3.19,3.29,3.41,3.12,3.30,3.39,3.16,3.29,3.38,3.14,3.30,3.42,3.13,3.27,3.38,3.11,3.28,3.36,3.15,3.27,3.34,3.15,3.28,3.37,3.14,3.26,3.37,3.10,3.27,3.37,3.11,3.26,3.37,3.09,3.27,3.39,3.08,3.22,3.35,3.01,3.24,3.35,3.06,3.24,3.36,3.04,3.25,3.36,3.05,3.19,3.32,2.98,3.20,3.30,3.01,3.19,3.29,3.02,3.20,3.31,3.02,3.15,3.28,2.94,3.16,3.26,2.98,3.15,3.25,2.97,3.16,3.25,2.98,3.12,3.23,2.93,3.12,3.24,2.92,3.12,3.23,2.93,3.12,3.23,2.92,3.08,3.21,2.88,3.09,3.18,2.93,3.08,3.16,2.94,3.09,3.17,2.95,3.08,3.21,2.89,3.08,3.20,2.91,3.08,3.18,2.93,3.09,3.20,2.92,3.06,3.18,2.88,3.07,3.18,2.90,3.06,3.18,2.88,3.07,3.19,2.89
"Age of household's head (Age)",38.67,37.11,41.85,38.66,37.23,41.65,38.74,37.30,41.75,38.94,37.55,41.85,39.11,37.71,42.02,39.40,38.09,41.99,39.54,38.15,42.23,39.63,38.36,42.11,39.66,38.27,42.39,39.64,38.30,42.32,39.79,38.44,42.43,40.18,38.82,42.76,40.47,39.04,43.13,39.52,38.09,42.22,39.70,38.29,42.29,40.00,38.60,42.56,40.21,38.79,42.72,40.31,38.86,42.93,40.40,38.88,43.17,40.75,39.20,43.57,40.84,39.04,43.98,41.07,39.44,43.94,41.27,39.61,44.10,41.48,39.88,44.15,41.71,40.04,44.46,41.80,40.11,44.68,41.95,40.18,44.95,41.95,40.03,45.18,42.11,39.95,45.60,42.36,40.41,45.58,42.51,40.60,45.55,42.70,40.77,45.77,41.80,39.81,44.65,41.95,40.02,44.72,42.12,40.17,44.76,42.42,40.47,45.09,42.64,40.31,45.61,42.86,40.50,46.01,43.07,40.69,46.19,43.31,40.89,46.61,43.44,40.98,46.72,43.67,41.06,47.15,43.83,41.15,47.40,44.02,41.28,47.66,44.21,41.44,47.81,44.29,41.58,47.95,44.47,41.74,48.07,44.52,41.66,48.30,44.66,41.60,48.68,44.75,41.57,48.97,44.99,41.88,49.08,45.21,42.03,49.36,44.53,41.85,48.34,44.49,41.94,48.29,44.64,42.29,48.01,44.73,42.26,48.42,45.14,42.70,48.70,45.21,42.78,48.87,45.38,42.88,48.98,45.87,43.23,49.76,45.87,43.19,49.63,46.02,43.50,49.77,46.25,43.40,50.38,46.38,43.65,50.35,46.42,43.70,50.36,46.55,43.77,50.77,46.72,43.75,51.10,46.98,44.00,51.34,47.23,43.97,51.77,47.21,43.97,51.95,47.30,44.06,52.16,47.56,44.16,52.58,47.54,43.97,52.73,47.39,44.20,52.19,47.51,44.22,52.48,47.53,44.13,52.76,47.95,44.28,53.41,47.95,44.44,53.15,47.97,44.79,52.73,47.98,44.92,52.74,48.05,44.57,53.08,48.12,45.07,52.90,48.45,45.33,53.39,48.45,45.11,53.53,48.52,44.89,53.94,48.76,45.58,53.72,48.73,45.50,53.86,48.91,45.69,54.14,49.04,45.49,54.68,49.12,46.09,54.14,49.19,46.24,54.17,49.19,46.01,54.50,49.47,46.16,54.79,49.54,46.40,54.88,49.54,46.38,55.10,49.65,46.36,55.41,49.86,46.23,55.83,49.58,46.33,55.33,49.70,46.30,55.74,49.84,46.45,55.96,50.08,46.13,56.87,50.31,46.99,56.28,50.29,47.07,56.00,50.50,47.25,56.36,50.83,47.10,56.99,51.17,47.86,56.99,51.12,47.85,56.74,51.16,47.92,56.64,51.34,47.58,57.55,51.57,48.55,56.90,51.75,48.70,57.02,51.85,48.82,56.99,52.43,48.27,58.46,52.59,48.79,58.30,52.79,49.13,58.24,52.99,49.17,58.71,53.20,49.16,59.02,53.17,49.51,58.75,53.21,49.52,58.83,53.34,49.67,59.03
"Distribution of households (%)",100.00,67.17,32.83,100.00,67.66,32.34,100.00,67.78,32.22,100.00,67.55,32.45,100.00,67.44,32.56,100.00,66.39,33.61,100.00,65.90,34.10,100.00,66.18,33.82,100.00,66.43,33.57,100.00,66.46,33.54,100.00,66.10,33.90,100.00,65.40,34.60,100.00,65.07,34.93,100.00,65.48,34.52,100.00,64.61,35.39,100.00,64.58,35.42,100.00,63.80,36.21,100.00,64.34,35.66,100.00,64.45,35.55,100.00,64.51,35.49,100.00,63.55,36.45,100.00,63.62,36.38,100.00,62.97,37.03,100.00,62.59,37.41,100.00,62.37,37.63,100.00,62.88,37.13,100.00,62.84,37.16,100.00,62.73,37.27,100.00,61.75,38.25,100.00,62.26,37.74,100.00,61.47,38.53,100.00,61.39,38.61,100.00,58.88,41.12,100.00,58.84,41.16,100.00,57.61,42.39,100.00,57.72,42.29,100.00,56.04,43.96,100.00,57.14,42.86,100.00,56.77,43.23,100.00,57.67,42.33,100.00,57.09,42.91,100.00,57.20,42.80,100.00,57.07,42.93,100.00,57.10,42.90,100.00,56.56,43.44,100.00,57.46,42.54,100.00,56.92,43.08,100.00,56.89,43.11,100.00,56.78,43.22,100.00,57.06,42.94,100.00,56.79,43.22,100.00,56.60,43.40,100.00,58.67,41.33,100.00,59.89,40.11,100.00,58.99,41.01,100.00,59.87,40.13,100.00,59.45,40.55,100.00,60.12,39.88,100.00,58.98,41.02,100.00,59.54,40.46,100.00,58.46,41.54,100.00,59.82,40.18,100.00,59.24,40.76,100.00,59.30,40.70,100.00,59.07,40.93,100.00,60.25,39.76,100.00,59.54,40.46,100.00,59.32,40.68,100.00,58.23,41.77,100.00,59.44,40.56,100.00,59.97,40.04,100.00,59.63,40.37,100.00,59.26,40.74,100.00,60.07,39.94,100.00,60.15,39.85,100.00,60.62,39.38,100.00,59.82,40.18,100.00,59.78,40.22,100.00,59.91,40.09,100.00,60.86,39.15,100.00,59.12,40.88,100.00,61.05,38.95,100.00,61.31,38.69,100.00,60.31,39.69,100.00,59.88,40.12,100.00,61.00,39.00,100.00,61.33,38.67,100.00,61.84,38.16,100.00,61.39,38.62,100.00,62.39,37.61,100.00,62.75,37.25,100.00,62.59,37.41,100.00,61.65,38.35,100.00,62.96,37.04,100.00,63.70,36.30,100.00,63.66,36.34,100.00,62.21,37.79,100.00,63.91,36.09,100.00,64.01,35.99,100.00,64.30,35.70,100.00,63.27,36.74,100.00,64.22,35.78,100.00,63.94,36.06,100.00,64.34,35.66,100.00,62.33,37.68,100.00,63.70,36.30,100.00,63.16,36.85,100.00,62.81,37.19,100.00,62.29,37.71,100.00,63.81,36.19,100.00,63.31,36.69,100.00,62.90,37.10,100.00,59.24,40.76,100.00,60.06,39.94,100.00,59.91,40.09,100.00,59.89,40.11,100.00,59.06,40.94,100.00,60.41,39.59,100.00,60.33,39.67,100.00,60.74,39.26
"Income (Won)",880499,890099,860860,893567,893907,892856,955067,978042,906743,1023397,1030701,1008189,1037358,1056632,997436,1102974,1116540,1076170,1209846,1235283,1160683,1241680,1254606,1216384,1281416,1303154,1238402,1294479,1300292,1282958,1373846,1413017,1297473,1401878,1436184,1337035,1399354,1441909,1320082,1373666,1393284,1336452,1485945,1522412,1419372,1520282,1538170,1487672,1575002,1610375,1512673,1595197,1615489,1558580,1699626,1746560,1614530,1763330,1797965,1700364,1800104,1855637,1703276,1784011,1790993,1771801,1927803,1974977,1847595,1972331,1987734,1946557,2048761,2103024,1958833,2020923,2039148,1990057,2154071,2257731,1978793,2158440,2210506,2070798,2227433,2295339,2117820,2170393,2212279,2101304,2281712,2397538,2096892,2163884,2213375,2085194,2050708,2252897,1761141,1937810,2115525,1683714,1893747,2098692,1615216,1989359,2155432,1762689,1990374,2256189,1651565,1947769,2133148,1700626,2037798,2280919,1718472,2150771,2337809,1895911,2162493,2366669,1890804,2190388,2358357,1965892,2251162,2461107,1972094,2279058,2454401,2045717,2345507,2605111,2007551,2325331,2520316,2061988,2506651,2761632,2169728,2527119,2771062,2205253,2591918,2837833,2268856,2551194,2778922,2248575,2638241,2902185,2291416,2586028,2855608,2234458,2663267,2893599,2336322,2637504,2846746,2325099,2760024,3028878,2373334,2786590,3013319,2448322,2846384,3117382,2449037,2789028,2986586,2491248,2941362,3248893,2499148,2896575,3154732,2516692,2989474,3321011,2522892,2903278,3127049,2570178,2993281,3308483,2535235,3006045,3302880,2573528,3129330,3471938,2634926,3031383,3323627,2588523,3099584,3456375,2574511,3219827,3588015,2682840,3302574,3758636,2666714,3148824,3483603,2658197,3341487,3746383,2735040,3339172,3731046,2760251,3531684,4046151,2783278,3392783,3795947,2786404,3575046,4023598,2897935,3463625,3867959,2841150,3524824,4009714,2803004,3326275,3704019,2764766,3484018,3900620,2861424,3565640,3912314,3026692,3775122,4211953,3143363,3583912,3888913,3105915,3703413,4042094,3166764,3649443,3992857,3127655,3913761,4387262,3207164,3761903,4091551,3246207,3946469,4335289,3329809,3936719,4276065,3386713,4178467,4682237,3377648,3993860,4313095,3464208,4187731,4583766,3520706,4137017,4517441,3500616,4237786,4784174,3359423,4076229,4447413,3445257,4302687,4737353,3539805,4209649,4616619,3496733,4442175,4974618,3565603,4186937,4549550,3544808,4422837,4837662,3685121,4287024,4697722,3547237,4549865,5080503,3635999,4304380,4665765,3655787,4439672,4882663,3654093,4334547,4717494,3643477,4590821,5172557,3628464,4342782,4748993,3629828,4464183,4948983,3633200,4335580,4795445,3558782,4665034,5317810,3586743,4380398,4733687,3757399,4581179,5067814,3741382,4472246,4891049,3762108,4854856,5670229,3669884,4619408,5167683,3795046,4843786,5495150,3870546,4685940,5274193,3807491,4917719,5660138,3846639,4802320,5374467,3929180,4983946,5690639,3909227,4880947,5494686,3931339
"Current income (Won)",844934,851654,831187,858842,854623,867668,923080,942342,882564,970420,975048,960785,998761,1012497,970309,1055022,1063139,1038985,1163611,1184638,1122973,1176368,1180488,1168306,1224160,1238614,1195561,1242718,1245130,1237937,1319104,1354279,1250521,1333288,1357468,1287584,1341354,1376875,1275185,1326964,1338487,1305107,1434569,1464762,1379450,1446600,1457379,1426950,1504177,1533420,1452648,1526538,1536102,1509281,1630676,1670501,1558472,1672039,1694142,1631857,1718976,1759797,1647799,1720838,1719971,1722354,1858852,1900948,1787277,1883339,1889571,1872912,1956062,2005978,1873337,1928217,1938392,1910985,2074417,2167905,1916340,2038763,2080351,1968758,2124486,2178326,2037577,2069369,2105053,2010510,2188565,2292298,2023043,2061994,2106678,1990948,1950128,2139391,1679072,1820138,1958982,1621619,1829112,2012959,1579254,1880882,2026075,1682712,1870366,2088191,1592725,1847888,2026696,1609506,1980475,2219315,1666771,2010595,2185064,1772863,2036142,2214631,1798635,2055757,2200955,1861693,2131448,2328954,1868914,2168082,2326363,1957446,2215084,2452450,1906077,2212813,2383937,1981696,2361595,2589205,2060838,2393482,2620741,2093630,2442707,2673908,2138973,2432455,2650103,2143231,2515319,2779526,2168147,2477154,2744709,2128225,2556237,2776141,2244092,2545666,2741922,2252650,2674868,2942008,2290643,2687134,2911619,2352214,2712684,2969963,2335454,2708831,2911605,2403188,2831269,3127964,2404638,2794447,3049048,2419798,2844926,3152568,2411974,2797982,3043972,2431808,2902271,3214938,2447910,2881373,3182848,2442095,2948174,3273111,2479271,2918022,3203500,2485416,3011268,3368735,2485201,3065640,3436220,2525165,3139141,3583307,2519867,3044820,3385537,2545491,3224451,3631635,2614576,3186730,3575899,2611805,3373074,3864999,2657462,3271310,3663001,2682189,3455180,3909414,2769489,3337282,3727621,2736353,3331658,3783855,2658503,3214688,3579720,2672076,3378928,3778161,2782291,3423293,3761403,2897658,3559155,4055047,2841980,3453160,3749810,2988251,3601887,3952303,3046643,3534221,3885834,2999976,3731975,4193893,3042664,3628332,3974110,3087404,3840449,4249093,3192348,3828693,4158955,3293410,4010161,4522539,3195659,3854348,4187304,3301932,4057326,4473430,3356499,4018757,4402505,3376798,4077821,4611203,3220365,3958625,4330587,3326332,4164579,4615120,3373836,4084733,4480621,3391229,4251270,4792691,3359917,4068084,4433068,3421757,4274825,4711467,3498310,4156196,4570831,3409317,4356304,4896103,3426661,4146847,4488033,3534505,4301432,4728444,3544188,4205791,4588553,3515057,4399184,4975530,3445747,4226496,4631765,3515195,4360365,4859318,3505123,4235617,4699447,3452123,4461656,5108591,3393012,4261751,4654046,3569968,4496870,4993221,3640304,4389890,4814756,3669471,4812478,5622098,3635868,4579544,5135005,3744379,4797993,5448164,3826536,4650010,5256355,3744542,4894512,5645160,3811562,4780247,5355554,3902286,4967034,5678678,3884786,4860223,5479578,3901925
"Wage and salary income (Won)",535212,757519,80417,544873,766479,81173,607204,852670,90887,628697,885529,93965,635586,900392,87091,661441,947564,96146,746168,1072518,115431,738469,1061773,105765,767075,1099628,109063,783249,1117847,120117,850579,1221943,126503,844915,1220904,134248,847902,1238354,120563,843819,1219349,131459,919842,1340109,152612,911799,1324118,160129,936058,1378387,156650,960604,1396734,173620,1041052,1518800,174857,1054752,1534203,183141,1084173,1588220,205306,1062959,1550813,209900,1175179,1740903,213275,1160078,1719710,223660,1200130,1794658,214829,1184777,1750660,226416,1328593,1971852,240912,1272639,1884215,243182,1303250,1936852,280496,1275620,1884942,270555,1383561,2072870,283653,1269774,1908502,254207,1249421,1943172,255856,1133373,1771009,221683,1145199,1830659,213622,1152729,1827630,231570,1137329,1849668,229380,1128903,1809948,220952,1248157,2009702,247908,1243282,1965824,258740,1246508,1958623,298928,1260051,1975265,304139,1343372,2107268,327969,1336269,2078848,348071,1371955,2175298,326152,1376265,2131685,356009,1469999,2323158,342664,1474029,2330563,343888,1491802,2353234,360123,1506981,2350595,385936,1584536,2485263,400972,1567653,2484564,371872,1667339,2524232,451019,1679362,2508309,441723,1791477,2702363,481361,1775821,2658805,458455,1803984,2700886,488916,1786276,2642506,495674,1905376,2853585,541904,1843973,2750266,510344,1860475,2809047,525526,1845753,2736648,519588,1936108,2900620,534497,1897813,2851550,508129,1946971,2927712,531703,1944512,2885419,518682,2038368,3068675,522114,2047536,3111612,495623,2088164,3216929,514397,2035470,3065674,525680,2209829,3296881,581657,2160220,3237797,568302,2314479,3491843,601747,2227845,3315992,591220,2392690,3558746,632471,2296040,3398551,598715,2288074,3384687,655625,2188912,3250789,610458,2307166,3423246,639233,2321513,3406962,634044,2391734,3601514,642108,2311772,3372856,648848,2472209,3581409,714657,2397119,3514379,699543,2539973,3762941,714959,2439500,3562720,682359,2623317,3829845,709789,2585092,3717819,749191,2744974,3999550,750635,2616039,3741446,748842,2819116,4041715,759942,2762449,3977107,730484,2802304,4114318,693138,2696143,3868148,703866,2915642,4165347,722286,2829105,4035876,715122,2947923,4292653,734065,2811419,3975273,750425,3002791,4235918,809827,2910482,4094277,778118,3061981,4350180,843441,2853822,3988926,816602,3001909,4220179,841484,2945619,4128804,810439,3075269,4437700,821421,2905735,4118371,777397,3046299,4363300,788863,2927935,4204861,770971,3085412,4491432,762869,2903004,4102233,788257,3104085,4432636,811371,2956046,4221399,810465,3271919,4919271,877844,3091207,4554856,890530,3280154,4833437,959311,3185680,4674032,963094,3303444,4905179,992640,3257161,4725485,1016388,3463481,5027222,1085388,3397520,4885408,1095382
