"Type","Region","PERIOD","Sales Price Index",
"Row Houses","Daegu","2022.09 Month","99.2795699",
"Row Houses","Daegu","2022.10 Month","99.13229748",
"Row Houses","Daegu","2022.11 Month","98.66371579",
"Row Houses","Daegu","2022.12 Month","98.25729266",
"Row Houses","Daegu","2023.01 Month","97.96810952",
"Row Houses","Daegu","2023.02 Month","97.71066187",
"Row Houses","Daegu","2023.03 Month","97.52588819",
"Row Houses","Daegu","2023.04 Month","97.09886204",
"Row Houses","Daegu","2023.05 Month","96.27287074",
"Row Houses","Daegu","2023.06 Month","96.10228984",
"Row Houses","Daegu","2023.07 Month","95.82518549",
"Row Houses","Daegu","2023.08 Month","95.70811551",
"Row Houses","Daegu","2023.09 Month","95.56111411",
"Row Houses","Daegu","2023.10 Month","95.49487192",
"Row Houses","Daegu","2023.11 Month","95.36298352",
"Row Houses","Daegu","2023.12 Month","95.15588559",
"Row Houses","Daegu","2024.01 Month","95.03540998",
"Row Houses","Daegu","2024.02 Month","94.67783604",
"Row Houses","Daegu","2024.03 Month","94.40604584",
"Row Houses","Daegu","2024.04 Month","94.25580145",
"Row Houses","Daegu","2024.05 Month","94.01478732",
"Row Houses","Daegu","2024.06 Month","93.77901855",
"Row Houses","Daegu","2024.07 Month","93.39674154",
"Row Houses","Daegu","2024.08 Month","93.12111025",
"Row Houses","Daegu","2024.09 Month","92.91173877",
"Row Houses","Daegu","2024.10 Month","92.73973761",
"Row Houses","Daegu","2024.11 Month","92.54641675",
"Row Houses","Daegu","2024.12 Month","92.34413934",
"Row Houses","Daegu","2025.01 Month","92.12350279",
"Row Houses","Daegu","2025.02 Month","91.89681732",
"Row Houses","Daegu","2025.03 Month","91.71547478",
"Row Houses","Gwangju","2020.12 Month","99.2586908",
"Row Houses","Gwangju","2021.01 Month","99.41380274",
"Row Houses","Gwangju","2021.02 Month","99.63407324",
"Row Houses","Gwangju","2021.03 Month","99.80116591",
"Row Houses","Gwangju","2021.04 Month","99.87438376",
"Row Houses","Gwangju","2021.05 Month","99.93490335",
"Row Houses","Gwangju","2021.06 Month","100",
"Row Houses","Gwangju","2021.07 Month","100.1062834",
"Row Houses","Gwangju","2021.08 Month","100.2239495",
"Row Houses","Gwangju","2021.09 Month","100.2622742",
"Row Houses","Gwangju","2021.10 Month","100.2805145",
"Row Houses","Gwangju","2021.11 Month","100.0437888",
"Row Houses","Gwangju","2021.12 Month","100.1364517",
"Row Houses","Gwangju","2022.01 Month","100.4966058",
"Row Houses","Gwangju","2022.02 Month","100.8413188",
"Row Houses","Gwangju","2022.03 Month","101.1480305",
"Row Houses","Gwangju","2022.04 Month","101.2291693",
"Row Houses","Gwangju","2022.05 Month","101.517735",
"Row Houses","Gwangju","2022.06 Month","101.8076678",
"Row Houses","Gwangju","2022.07 Month","101.9931954",
"Row Houses","Gwangju","2022.08 Month","101.9960371",
"Row Houses","Gwangju","2022.09 Month","102.0978478",
"Row Houses","Gwangju","2022.10 Month","102.0162674",
"Row Houses","Gwangju","2022.11 Month","101.5354762",
"Row Houses","Gwangju","2022.12 Month","100.2100157",
"Row Houses","Gwangju","2023.01 Month","99.79555541",
"Row Houses","Gwangju","2023.02 Month","99.55271717",
"Row Houses","Gwangju","2023.03 Month","99.3550805",
"Row Houses","Gwangju","2023.04 Month","99.23257655",
"Row Houses","Gwangju","2023.05 Month","99.05514013",
"Row Houses","Gwangju","2023.06 Month","99.01904552",
"Row Houses","Gwangju","2023.07 Month","98.93754729",
"Row Houses","Gwangju","2023.08 Month","98.87584106",
"Row Houses","Gwangju","2023.09 Month","98.86117598",
"Row Houses","Gwangju","2023.10 Month","98.85679875",
"Row Houses","Gwangju","2023.11 Month","98.83164203",
"Row Houses","Gwangju","2023.12 Month","98.82079812",
"Row Houses","Gwangju","2024.01 Month","98.76535932",
"Row Houses","Gwangju","2024.02 Month","98.68678702",
"Row Houses","Gwangju","2024.03 Month","98.59587352",
"Row Houses","Gwangju","2024.04 Month","98.50934895",
"Row Houses","Gwangju","2024.05 Month","98.43308717",
"Row Houses","Gwangju","2024.06 Month","98.35091561",
"Row Houses","Gwangju","2024.07 Month","98.19977376",
"Row Houses","Gwangju","2024.08 Month","98.01756976",
"Row Houses","Gwangju","2024.09 Month","97.8456841",
"Row Houses","Gwangju","2024.10 Month","97.73333741",
"Row Houses","Gwangju","2024.11 Month","97.60762791",
"Row Houses","Gwangju","2024.12 Month","97.46721764",
"Row Houses","Gwangju","2025.01 Month","97.36697635",
"Row Houses","Gwangju","2025.02 Month","97.30586732",
"Row Houses","Gwangju","2025.03 Month","97.19561081",
"Row Houses","Daejeon","2020.12 Month","97.75519838",
"Row Houses","Daejeon","2021.01 Month","98.20102571",
"Row Houses","Daejeon","2021.02 Month","98.51170085",
"Row Houses","Daejeon","2021.03 Month","98.82189235",
"Row Houses","Daejeon","2021.04 Month","99.20559933",
"Row Houses","Daejeon","2021.05 Month","99.67995953",
"Row Houses","Daejeon","2021.06 Month","100",
"Row Houses","Daejeon","2021.07 Month","100.4988416",
"Row Houses","Daejeon","2021.08 Month","100.7684674",
"Row Houses","Daejeon","2021.09 Month","101.3031885",
"Row Houses","Daejeon","2021.10 Month","101.9272019",
"Row Houses","Daejeon","2021.11 Month","102.4286746",
"Row Houses","Daejeon","2021.12 Month","102.6718542",
"Row Houses","Daejeon","2022.01 Month","102.5948248",
"Row Houses","Daejeon","2022.02 Month","102.6673299",
"Row Houses","Daejeon","2022.03 Month","102.7246701",
"Row Houses","Daejeon","2022.04 Month","102.7124095",
"Row Houses","Daejeon","2022.05 Month","102.6035716",
"Row Houses","Daejeon","2022.06 Month","102.57599",
"Row Houses","Daejeon","2022.07 Month","102.5662787",
"Row Houses","Daejeon","2022.08 Month","102.4684683",
"Row Houses","Daejeon","2022.09 Month","102.3390728",
"Row Houses","Daejeon","2022.10 Month","102.218888",
"Row Houses","Daejeon","2022.11 Month","101.9238404",
"Row Houses","Daejeon","2022.12 Month","101.5183494",
"Row Houses","Daejeon","2023.01 Month","101.0612348",
"Row Houses","Daejeon","2023.02 Month","100.7161349",
"Row Houses","Daejeon","2023.03 Month","100.3337901",
"Row Houses","Daejeon","2023.04 Month","100.1459903",
"Row Houses","Daejeon","2023.05 Month","99.7918367",
"Row Houses","Daejeon","2023.06 Month","99.70694367",
"Row Houses","Daejeon","2023.07 Month","99.61120088",
"Row Houses","Daejeon","2023.08 Month","99.59221001",
"Row Houses","Daejeon","2023.09 Month","99.57741125",
"Row Houses","Daejeon","2023.10 Month","99.56369689",
"Row Houses","Daejeon","2023.11 Month","99.48868984",
"Row Houses","Daejeon","2023.12 Month","99.41096614",
"Row Houses","Daejeon","2024.01 Month","99.35864949",
"Row Houses","Daejeon","2024.02 Month","99.2749696",
"Row Houses","Daejeon","2024.03 Month","99.18103963",
"Row Houses","Daejeon","2024.04 Month","99.04168675",
"Row Houses","Daejeon","2024.05 Month","98.93295092",
"Row Houses","Daejeon","2024.06 Month","98.8537929",
"Row Houses","Daejeon","2024.07 Month","98.83382978",
"Row Houses","Daejeon","2024.08 Month","98.80092064",
"Row Houses","Daejeon","2024.09 Month","98.77667446",
"Row Houses","Daejeon","2024.10 Month","98.72452574",
"Row Houses","Daejeon","2024.11 Month","98.67551476",
"Row Houses","Daejeon","2024.12 Month","98.62962245",
"Row Houses","Daejeon","2025.01 Month","98.54845048",
"Row Houses","Daejeon","2025.02 Month","98.51847462",
"Row Houses","Daejeon","2025.03 Month","98.4641368",
"Row Houses","Ulsan","2020.12 Month","99.65857157",
"Row Houses","Ulsan","2021.01 Month","99.90772732",
"Row Houses","Ulsan","2021.02 Month","99.93982497",
"Row Houses","Ulsan","2021.03 Month","99.83498435",
"Row Houses","Ulsan","2021.04 Month","99.84331332",
"Row Houses","Ulsan","2021.05 Month","99.96028664",
"Row Houses","Ulsan","2021.06 Month","100",
"Row Houses","Ulsan","2021.07 Month","100.4077279",
"Row Houses","Ulsan","2021.08 Month","100.8380637",
"Row Houses","Ulsan","2021.09 Month","101.3804845",
"Row Houses","Ulsan","2021.10 Month","101.8327783",
"Row Houses","Ulsan","2021.11 Month","102.3152958",
"Row Houses","Ulsan","2021.12 Month","102.9009396",
"Row Houses","Ulsan","2022.01 Month","103.2060909",
"Row Houses","Ulsan","2022.02 Month","103.5209277",
"Row Houses","Ulsan","2022.03 Month","103.7504608",
"Row Houses","Ulsan","2022.04 Month","103.8805179",
"Row Houses","Ulsan","2022.05 Month","103.9520652",
"Row Houses","Ulsan","2022.06 Month","103.942794",
"Row Houses","Ulsan","2022.07 Month","103.8980254",
"Row Houses","Ulsan","2022.08 Month","103.7545814",
"Row Houses","Ulsan","2022.09 Month","103.5188065",
"Row Houses","Ulsan","2022.10 Month","102.9800822",
"Row Houses","Ulsan","2022.11 Month","102.0644719",
"Row Houses","Ulsan","2022.12 Month","100.2377173",
"Row Houses","Ulsan","2023.01 Month","99.35833287",
"Row Houses","Ulsan","2023.02 Month","98.7713113",
"Row Houses","Ulsan","2023.03 Month","98.2357925",
"Row Houses","Ulsan","2023.04 Month","97.84539505",
"Row Houses","Ulsan","2023.05 Month","97.45355774",
"Row Houses","Ulsan","2023.06 Month","97.18833611",
"Row Houses","Ulsan","2023.07 Month","96.98731149",
"Row Houses","Ulsan","2023.08 Month","96.86041325",
"Row Houses","Ulsan","2023.09 Month","96.82978446",
"Row Houses","Ulsan","2023.10 Month","96.71412656",
"Row Houses","Ulsan","2023.11 Month","96.69371691",
"Row Houses","Ulsan","2023.12 Month","96.64496998",
"Row Houses","Ulsan","2024.01 Month","96.61946056",
"Row Houses","Ulsan","2024.02 Month","96.5660532",
"Row Houses","Ulsan","2024.03 Month","96.50175948",
"Row Houses","Ulsan","2024.04 Month","96.38621072",
"Row Houses","Ulsan","2024.05 Month","96.29788733",
"Row Houses","Ulsan","2024.06 Month","96.24923069",
"Row Houses","Ulsan","2024.07 Month","96.2040152",
"Row Houses","Ulsan","2024.08 Month","96.13683671",
"Row Houses","Ulsan","2024.09 Month","96.05409283",
"Row Houses","Ulsan","2024.10 Month","96.00216329",
"Row Houses","Ulsan","2024.11 Month","95.95748396",
"Row Houses","Ulsan","2024.12 Month","95.90281047",
"Row Houses","Ulsan","2025.01 Month","95.81217085",
"Row Houses","Ulsan","2025.02 Month","95.75240249",
"Row Houses","Ulsan","2025.03 Month","95.69584869",
"Row Houses","Sejong","2020.12 Month","98.40301373",
"Row Houses","Sejong","2021.01 Month","98.60172912",
"Row Houses","Sejong","2021.02 Month","98.91084706",
"Row Houses","Sejong","2021.03 Month","99.28756171",
"Row Houses","Sejong","2021.04 Month","99.60501047",
"Row Houses","Sejong","2021.05 Month","99.8516929",
"Row Houses","Sejong","2021.06 Month","100",
"Row Houses","Sejong","2021.07 Month","100.0480957",
"Row Houses","Sejong","2021.08 Month","100.0806744",
"Row Houses","Sejong","2021.09 Month","100.1055519",
"Row Houses","Sejong","2021.10 Month","100.1425535",
"Row Houses","Sejong","2021.11 Month","99.72395825",
"Row Houses","Sejong","2021.12 Month","99.5203372",
"Row Houses","Sejong","2022.01 Month","99.60805426",
"Row Houses","Sejong","2022.02 Month","99.66697634",
"Row Houses","Sejong","2022.03 Month","100.000442",
"Row Houses","Sejong","2022.04 Month","99.98285312",
"Row Houses","Sejong","2022.05 Month","99.38219888",
"Row Houses","Sejong","2022.06 Month","99.31692884",
"Row Houses","Sejong","2022.07 Month","99.05895428",
"Row Houses","Sejong","2022.08 Month","98.96899929",
"Row Houses","Sejong","2022.09 Month","98.83531173",
"Row Houses","Sejong","2022.10 Month","98.69570302",
"Row Houses","Sejong","2022.11 Month","98.60869516",
"Row Houses","Sejong","2022.12 Month","98.26580298",
"Row Houses","Sejong","2023.01 Month","98.02705615",
"Row Houses","Sejong","2023.02 Month","97.90926967",
"Row Houses","Sejong","2023.03 Month","97.77112233",
"Row Houses","Sejong","2023.04 Month","97.81452176",
"Row Houses","Sejong","2023.05 Month","97.97092159",
"Row Houses","Sejong","2023.06 Month","98.03311053",
"Row Houses","Sejong","2023.07 Month","97.98966059",
"Row Houses","Sejong","2023.08 Month","98.1368281",
"Row Houses","Sejong","2023.09 Month","98.13340708",
"Row Houses","Sejong","2023.10 Month","98.11946437",
"Row Houses","Sejong","2023.11 Month","97.96905951",
"Row Houses","Sejong","2023.12 Month","97.88836868",
"Row Houses","Sejong","2024.01 Month","97.73166078",
"Row Houses","Sejong","2024.02 Month","97.51756909",
"Row Houses","Sejong","2024.03 Month","97.21870451",
"Row Houses","Sejong","2024.04 Month","97.15754552",
"Row Houses","Sejong","2024.05 Month","96.86727617",
"Row Houses","Sejong","2024.06 Month","96.79129443",
"Row Houses","Sejong","2024.07 Month","96.72492009",
"Row Houses","Sejong","2024.08 Month","96.64727001",
"Row Houses","Sejong","2024.09 Month","96.56370984",
"Row Houses","Sejong","2024.10 Month","96.52242722",
"Row Houses","Sejong","2024.11 Month","96.42399733",
"Row Houses","Sejong","2024.12 Month","96.3111202",
"Row Houses","Sejong","2025.01 Month","96.21806688",
"Row Houses","Sejong","2025.02 Month","96.03073469",
"Row Houses","Sejong","2025.03 Month","95.94452419",
"Row Houses","Gangwon","2020.12 Month","98.88842749",
"Row Houses","Gangwon","2021.01 Month","99.04893568",
"Row Houses","Gangwon","2021.02 Month","99.11429201",
"Row Houses","Gangwon","2021.03 Month","99.26977865",
"Row Houses","Gangwon","2021.04 Month","99.59922645",
"Row Houses","Gangwon","2021.05 Month","99.78897035",
"Row Houses","Gangwon","2021.06 Month","100",
"Row Houses","Gangwon","2021.07 Month","100.2096765",
"Row Houses","Gangwon","2021.08 Month","100.3463956",
"Row Houses","Gangwon","2021.09 Month","100.5126271",
"Row Houses","Gangwon","2021.10 Month","100.5178276",
"Row Houses","Gangwon","2021.11 Month","100.7202375",
"Row Houses","Gangwon","2021.12 Month","100.8612915",
"Row Houses","Gangwon","2022.01 Month","100.8979216",
"Row Houses","Gangwon","2022.02 Month","101.0214727",
"Row Houses","Gangwon","2022.03 Month","101.0886327",
"Row Houses","Gangwon","2022.04 Month","101.1241614",
"Row Houses","Gangwon","2022.05 Month","101.3370285",
"Row Houses","Gangwon","2022.06 Month","101.5227063",
"Row Houses","Gangwon","2022.07 Month","101.6434228",
"Row Houses","Gangwon","2022.08 Month","101.6858296",
"Row Houses","Gangwon","2022.09 Month","101.6053307",
"Row Houses","Gangwon","2022.10 Month","101.5744631",
"Row Houses","Gangwon","2022.11 Month","101.3828965",
"Row Houses","Gangwon","2022.12 Month","101.2927839",
"Row Houses","Gangwon","2023.01 Month","101.1478878",
"Row Houses","Gangwon","2023.02 Month","101.0498002",
"Row Houses","Gangwon","2023.03 Month","101.0266657",
"Row Houses","Gangwon","2023.04 Month","100.8810048",
"Row Houses","Gangwon","2023.05 Month","100.6584652",
"Row Houses","Gangwon","2023.06 Month","100.58888",
"Row Houses","Gangwon","2023.07 Month","100.5538031",
"Row Houses","Gangwon","2023.08 Month","100.5533606",
"Row Houses","Gangwon","2023.09 Month","100.642257",
"Row Houses","Gangwon","2023.10 Month","100.7134173",
"Row Houses","Gangwon","2023.11 Month","100.7561558",
"Row Houses","Gangwon","2023.12 Month","100.814537",
"Row Houses","Gangwon","2024.01 Month","100.8743977",
"Row Houses","Gangwon","2024.02 Month","100.8280497",
"Row Houses","Gangwon","2024.03 Month","100.7218663",
"Row Houses","Gangwon","2024.04 Month","100.715475",
"Row Houses","Gangwon","2024.05 Month","100.6138556",
"Row Houses","Gangwon","2024.06 Month","100.651472",
"Row Houses","Gangwon","2024.07 Month","100.746288",
"Row Houses","Gangwon","2024.08 Month","100.9341416",
"Row Houses","Gangwon","2024.09 Month","100.9930673",
"Row Houses","Gangwon","2024.10 Month","101.0564977",
"Row Houses","Gangwon","2024.11 Month","101.0537116",
"Row Houses","Gangwon","2024.12 Month","100.9990114",
"Row Houses","Gangwon","2025.01 Month","100.9484796",
"Row Houses","Gangwon","2025.02 Month","100.9854037",
"Row Houses","Gangwon","2025.03 Month","101.0494996",
"Row Houses","Chungbuk","2020.12 Month","99.41628425",
"Row Houses","Chungbuk","2021.01 Month","99.41480218",
"Row Houses","Chungbuk","2021.02 Month","99.40409727",
"Row Houses","Chungbuk","2021.03 Month","99.54134454",
"Row Houses","Chungbuk","2021.04 Month","99.66005723",
"Row Houses","Chungbuk","2021.05 Month","99.84593877",
"Row Houses","Chungbuk","2021.06 Month","100",
"Row Houses","Chungbuk","2021.07 Month","100.223853",
"Row Houses","Chungbuk","2021.08 Month","100.5855257",
"Row Houses","Chungbuk","2021.09 Month","101.5263797",
"Row Houses","Chungbuk","2021.10 Month","102.1111011",
"Row Houses","Chungbuk","2021.11 Month","102.5933923",
"Row Houses","Chungbuk","2021.12 Month","103.1841959",
"Row Houses","Chungbuk","2022.01 Month","103.5018178",
"Row Houses","Chungbuk","2022.02 Month","103.7044644",
"Row Houses","Chungbuk","2022.03 Month","103.8346304",
"Row Houses","Chungbuk","2022.04 Month","103.9367189",
"Row Houses","Chungbuk","2022.05 Month","103.7416569",
"Row Houses","Chungbuk","2022.06 Month","103.9517024",
"Row Houses","Chungbuk","2022.07 Month","104.0582232",
"Row Houses","Chungbuk","2022.08 Month","103.9785697",
"Row Houses","Chungbuk","2022.09 Month","103.7736549",
"Row Houses","Chungbuk","2022.10 Month","103.5774758",
"Row Houses","Chungbuk","2022.11 Month","103.225483",
"Row Houses","Chungbuk","2022.12 Month","102.8075891",
"Row Houses","Chungbuk","2023.01 Month","102.5664699",
"Row Houses","Chungbuk","2023.02 Month","102.3656766",
"Row Houses","Chungbuk","2023.03 Month","102.1690025",
"Row Houses","Chungbuk","2023.04 Month","102.0859186",
"Row Houses","Chungbuk","2023.05 Month","102.0120183",
"Row Houses","Chungbuk","2023.06 Month","102.0586798",
"Row Houses","Chungbuk","2023.07 Month","102.0470054",
"Row Houses","Chungbuk","2023.08 Month","102.0551218",
"Row Houses","Chungbuk","2023.09 Month","102.2008655",
"Row Houses","Chungbuk","2023.10 Month","102.3099953",
"Row Houses","Chungbuk","2023.11 Month","102.3903045",
"Row Houses","Chungbuk","2023.12 Month","102.4629925",
"Row Houses","Chungbuk","2024.01 Month","102.4595611",
"Row Houses","Chungbuk","2024.02 Month","102.4796689",
"Row Houses","Chungbuk","2024.03 Month","102.3340386",
"Row Houses","Chungbuk","2024.04 Month","102.2741656",
"Row Houses","Chungbuk","2024.05 Month","102.1925456",
"Row Houses","Chungbuk","2024.06 Month","102.2085284",
"Row Houses","Chungbuk","2024.07 Month","102.1685588",
"Row Houses","Chungbuk","2024.08 Month","102.1538756",
"Row Houses","Chungbuk","2024.09 Month","101.9835632",
"Row Houses","Chungbuk","2024.10 Month","101.9276814",
"Row Houses","Chungbuk","2024.11 Month","101.7653145",
"Row Houses","Chungbuk","2024.12 Month","101.6726124",
"Row Houses","Chungbuk","2025.01 Month","101.6538977",
"Row Houses","Chungbuk","2025.02 Month","101.5788245",
"Row Houses","Chungbuk","2025.03 Month","101.4897118",
"Row Houses","Chungnam","2020.12 Month","100.1365738",
"Row Houses","Chungnam","2021.01 Month","100.0709779",
"Row Houses","Chungnam","2021.02 Month","100.0465592",
"Row Houses","Chungnam","2021.03 Month","100.0677982",
"Row Houses","Chungnam","2021.04 Month","99.88574864",
"Row Houses","Chungnam","2021.05 Month","99.92251454",
"Row Houses","Chungnam","2021.06 Month","100",
"Row Houses","Chungnam","2021.07 Month","100.0532349",
"Row Houses","Chungnam","2021.08 Month","100.1878137",
"Row Houses","Chungnam","2021.09 Month","100.2051688",
"Row Houses","Chungnam","2021.10 Month","100.282181",
"Row Houses","Chungnam","2021.11 Month","100.5264918",
"Row Houses","Chungnam","2021.12 Month","100.6334981",
"Row Houses","Chungnam","2022.01 Month","100.5183679",
