"By administrative divisions","By the kind of house","By the number of dwelling households",1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010
"By administrative divisions","By the kind of house","By the number of dwelling households",Persons (Person),Number of housing units  (Housing),Housing units-Total number of rooms-1 (Housing),Housing units-Total number of rooms-2 (Housing),Housing units-Total number of rooms-3 (Housing),Housing units-Total number of rooms-4 (Housing),Housing units-Total number of rooms-5 (Housing),Housing units-Total number of rooms-6 (Housing),Housing units-Total number of rooms-7 (Housing),Housing units-Total number of rooms-8 and over (Housing),Persons (Person),Number of housing units  (Housing),Housing units-Total number of rooms-1 (Housing),Housing units-Total number of rooms-2 (Housing),Housing units-Total number of rooms-3 (Housing),Housing units-Total number of rooms-4 (Housing),Housing units-Total number of rooms-5 (Housing),Housing units-Total number of rooms-6 (Housing),Housing units-Total number of rooms-7 (Housing),Housing units-Total number of rooms-8 and over (Housing),Persons (Person),Number of housing units  (Housing),Housing units-Total number of rooms-1 (Housing),Housing units-Total number of rooms-2 (Housing),Housing units-Total number of rooms-3 (Housing),Housing units-Total number of rooms-4 (Housing),Housing units-Total number of rooms-5 (Housing),Housing units-Total number of rooms-6 (Housing),Housing units-Total number of rooms-7 (Housing),Housing units-Total number of rooms-8 and over (Housing),Persons (Person),Number of housing units  (Housing),Housing units-Total number of rooms-1 (Housing),Housing units-Total number of rooms-2 (Housing),Housing units-Total number of rooms-3 (Housing),Housing units-Total number of rooms-4 (Housing),Housing units-Total number of rooms-5 (Housing),Housing units-Total number of rooms-6 (Housing),Housing units-Total number of rooms-7 (Housing),Housing units-Total number of rooms-8 and over (Housing),Persons (Person),Number of housing units  (Housing),Housing units-Total number of rooms-1 (Housing),Housing units-Total number of rooms-2 (Housing),Housing units-Total number of rooms-3 (Housing),Housing units-Total number of rooms-4 (Housing),Housing units-Total number of rooms-5 (Housing),Housing units-Total number of rooms-6 (Housing),Housing units-Total number of rooms-7 (Housing),Housing units-Total number of rooms-8 and over (Housing),Persons (Person),Number of housing units  (Housing),Housing units-Total number of rooms-1 (Housing),Housing units-Total number of rooms-2 (Housing),Housing units-Total number of rooms-3 (Housing),Housing units-Total number of rooms-4 (Housing),Housing units-Total number of rooms-5 (Housing),Housing units-Total number of rooms-6 (Housing),Housing units-Total number of rooms-7 (Housing),Housing units-Total number of rooms-8 and over (Housing),Persons (Person),Number of housing units  (Housing),Housing units-Total number of rooms-1 (Housing),Housing units-Total number of rooms-2 (Housing),Housing units-Total number of rooms-3 (Housing),Housing units-Total number of rooms-4 (Housing),Housing units-Total number of rooms-5 (Housing),Housing units-Total number of rooms-6 (Housing),Housing units-Total number of rooms-7 (Housing),Housing units-Total number of rooms-8 and over (Housing),Persons (Person),Number of housing units  (Housing),Housing units-Total number of rooms-1 (Housing),Housing units-Total number of rooms-2 (Housing),Housing units-Total number of rooms-3 (Housing),Housing units-Total number of rooms-4 (Housing),Housing units-Total number of rooms-5 (Housing),Housing units-Total number of rooms-6 (Housing),Housing units-Total number of rooms-7 (Housing),Housing units-Total number of rooms-8 and over (Housing)
"Whole country","Detached house","8 households",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,275702,16115,0,0,0,0,0,0,0,16115,306279,19980,0,0,0,0,0,0,0,19980
"Whole country","Detached house","9 households or more",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1187840,56652,0,0,0,0,0,0,0,56652,1582392,79786,0,0,0,0,0,0,0,79786
"Whole country","Apartment","Total",423764,89248,4626,56846,18436,7405,1630,212,32,61,1622462,373710,4658,144642,130321,58311,27481,6270,2027,-,3438357,821606,6163,213558,321563,183980,67291,21685,5603,1763,6381002,1628117,5165,155478,549794,581982,243980,73159,15159,3400,12610375,3454508,4600,75090,1042918,1885899,292188,119140,27768,6905,17899156,5231319,24556,149561,1502752,2918412,423556,170600,36040,5842,21448707,6626957,43323,157886,1492923,3981335,669235,231532,47944,2779,25008212,8185063,17819,92654,1416065,4665643,1549840,371282,66619,5141
"Whole country","Apartment","1 household",366728,82727,4626,51377,17664,7230,1592,192,18,28,1511205,357785,4658,138961,124987,55680,26310,5694,1495,-,3196967,782026,6163,205398,303607,174267,64522,20930,5443,1696,6102895,1580278,5165,151451,536642,563005,236174,70380,14360,3101,12482983,3430047,4600,74812,1037719,1872213,288723,117830,27405,6745,17861049,5223599,24556,149469,1501063,2914397,422204,170204,35919,5787,21429393,6622822,43323,157851,1492192,3979407,668334,231136,47851,2728,24980613,8178841,17819,92650,1415533,4663183,1547571,370543,66413,5129
"Whole country","Apartment","2 households",52556,6235,-,5469,626,119,14,2,2,3,102380,15128,-,5681,5148,2442,1035,474,348,-,228846,37967,-,8160,17149,9191,2576,686,143,62,262454,45767,0,4027,12674,18114,7350,2604,736,262,121847,23502,0,278,5094,13125,3300,1210,350,145,37009,7499,0,92,1686,3877,1305,370,117,52,18918,4065,0,35,729,1899,877,387,88,50,27457,6194,0,4,532,2444,2260,738,204,12
"Whole country","Apartment","3 households",2390,195,-,-,146,33,8,6,1,1,5926,603,-,-,186,164,109,65,79,-,12104,1574,-,-,807,507,179,61,16,4,14554,1960,0,0,478,811,426,161,51,33,5166,911,0,0,105,548,149,87,13,9,1055,214,0,0,3,137,43,26,3,2,329,56,0,0,2,29,16,4,4,1,142,28,0,0,0,16,9,1,2,0
"Whole country","Apartment","4 households(or more)",2090,91,-,-,-,23,16,12,11,29,2951,194,-,-,-,25,27,37,105,-,440,39,-,-,-,15,14,8,1,1,1099,112,0,0,0,52,30,14,12,4,310,42,0,0,0,13,15,10,0,4,29,6,0,0,0,1,4,0,1,0,62,13,0,0,0,0,8,4,1,0,0,0,0,0,0,0,0,0,0,0
"Whole country","Apartment","5 households",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Whole country","Apartment","6 households(or more)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,3,0,0,0,0,0,1,0,2,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Whole country","Apartment","7 households",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
